mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
112	110	331	337	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2309									266	
112	110	663/2	675/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2310										
113	111	332	338	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2311									267	
113	111	665/2	677/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2312										
113	111	667/2	679/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2313										
113	111	669/2	681/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2314										
113	111	671/2	683/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2315										
113	111	332	338	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2316									268	
113	111	665/2	677/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2317									268	
113	111	333	339	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2318									268	
113	111	667/2	679/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2319									268	
113	111	334	340	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2320									268	
113	111	669/2	681/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2321									268	
113	111	335	341	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2322									268	
113	111	671/2	683/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2323										
114	112	336	342	0.0		0	0	Chord	4/4	1	1	0	grace16	1/16	1	2324										
114	112	336	342	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2325										
114	112	673/2	685/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2326										
114	112	337	343	0.0		1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	2327										
114	112	337	343	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2328										
114	112	675/2	687/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2329										
114	112	338	344	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2330									269	
114	112	339	345	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2331										
114	112	336	342	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2332									270	
114	112	673/2	685/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2333									270	
114	112	337	343	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2334									270	
114	112	675/2	687/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2335										
114	112	338	344	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2336									271	
114	112	339	345	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2337										
114	112	338	344	1.5		1/2	1/2	Chord	4/4	2	2	3/8		1/4	3/2	2338										
115	113	340	346	0.0		0	0	Dynamic	4/4	1	1	0					f									
115	113	340	346	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2339										
115	113	1361/4	1385/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2340										
115	113	681/2	693/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2341										
115	113	1363/4	1387/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2342										
115	113	341	347	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2343										
115	113	1365/4	1389/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2344										
115	113	683/2	695/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2345										
115	113	1367/4	1391/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2346										
115	113	342	348	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2347										
115	113	1369/4	1393/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2348										
115	113	685/2	697/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2349										
115	113	1371/4	1395/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2350										
115	113	343	349	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2351										
115	113	1373/4	1397/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2352										
115	113	687/2	699/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2353										
115	113	1375/4	1399/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2354										
115	113	340	346	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2355										
115	113	342	348	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2356										
116	114	344	350	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2357										
116	114	1377/4	1401/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2358										
116	114	689/2	701/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2359										
116	114	1379/4	1403/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2360										
116	114	345	351	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2361										
116	114	1381/4	1405/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2362										
116	114	691/2	703/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2363										
116	114	1383/4	1407/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2364										
116	114	346	352	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2365										
116	114	1385/4	1409/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2366										
116	114	693/2	705/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2367										
116	114	1387/4	1411/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2368										
116	114	347	353	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2369										
116	114	1389/4	1413/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2370										
116	114	695/2	707/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2371										
116	114	1391/4	1415/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2372										
116	114	344	350	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2373										
116	114	346	352	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2374										
117	115	348	354	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2375										
117	115	1393/4	1417/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2376										
117	115	697/2	709/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2377										
117	115	1395/4	1419/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2378										
117	115	349	355	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2379										
117	115	1397/4	1421/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2380										
117	115	699/2	711/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2381										
117	115	1399/4	1423/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2382										
117	115	350	356	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2383										
117	115	1401/4	1425/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2384										
117	115	701/2	713/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2385										
117	115	1403/4	1427/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2386										
117	115	351	357	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2387										
117	115	1405/4	1429/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2388										
117	115	703/2	715/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2389										
117	115	1407/4	1431/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2390										
117	115	348	354	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2391										
117	115	697/2	709/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2392										
117	115	349	355	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2393										
117	115	699/2	711/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2394										
117	115	350	356	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2395										
117	115	701/2	713/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2396										
117	115	351	357	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2397										
117	115	703/2	715/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2398										
118	116	352	358	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2399										
118	116	1409/4	1433/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2400										
118	116	705/2	717/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2401										
118	116	1411/4	1435/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2402										
118	116	353	359	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2403										
118	116	1413/4	1437/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2404										
118	116	707/2	719/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2405										
118	116	1415/4	1439/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2406										
118	116	354	360	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2407										
118	116	1417/4	1441/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2408										
118	116	709/2	721/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2409										
118	116	1419/4	1443/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2410										
118	116	355	361	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2411										
118	116	352	358	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2412										
118	116	705/2	717/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2413										
118	116	353	359	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2414										
118	116	707/2	719/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2415										
118	116	354	360	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2416										
118	116	355	361	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2417										
119	117	356	362	0.0		0	0	Dynamic	4/4	1	1	0					p									
119	117	356	362	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2418										
119	117	1425/4	1449/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2419										
119	117	713/2	725/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2420										
119	117	1427/4	1451/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2421										
119	117	357	363	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2422										
119	117	1429/4	1453/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2423										
119	117	715/2	727/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2424										
119	117	1431/4	1455/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2425										
119	117	358	364	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2426									272	
119	117	1433/4	1457/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2427									272	
119	117	717/2	729/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2428									272	
119	117	1435/4	1459/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2429									272	
119	117	359	365	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2430									272	
119	117	1437/4	1461/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2431									272	
119	117	719/2	731/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2432									272	
119	117	1439/4	1463/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2433										
119	117	356	362	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2434										
119	117	713/2	725/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2435										
119	117	357	363	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2436										
119	117	715/2	727/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2437										
119	117	358	364	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2438										
119	117	717/2	729/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2439										
119	117	359	365	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2440										
119	117	719/2	731/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2441										
120	118	360	366	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2442									273	
120	118	1441/4	1465/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2443									273	
120	118	721/2	733/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2444									273	
120	118	1443/4	1467/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2445									273	
120	118	361	367	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2446									273	
120	118	1445/4	1469/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2447									273	
120	118	723/2	735/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2448									273	
120	118	1447/4	1471/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2449										
120	118	362	368	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2450									274	
120	118	1449/4	1473/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2451									274	
120	118	725/2	737/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2452									274	
120	118	1451/4	1475/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2453									274	
120	118	363	369	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2454									274	
120	118	1453/4	1477/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2455									274	
120	118	727/2	739/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2456									274	
120	118	1455/4	1479/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2457										
120	118	360	366	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2458										
120	118	721/2	733/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2459										
120	118	361	367	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2460										
120	118	723/2	735/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2461										
120	118	362	368	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2462										
120	118	725/2	737/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2463										
120	118	363	369	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2464										
120	118	727/2	739/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2465										
121	119	364	370	0.0		0	0	Dynamic	4/4	1	1	0					f									
121	119	364	370	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2466										
121	119	1457/4	1481/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2467										
121	119	729/2	741/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2468										
121	119	1459/4	1483/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2469										
121	119	365	371	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2470										
121	119	1461/4	1485/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2471										
121	119	731/2	743/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2472										
121	119	1463/4	1487/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2473										
121	119	366	372	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2474										
121	119	1465/4	1489/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2475										
121	119	733/2	745/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2476										
121	119	1467/4	1491/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2477										
121	119	367	373	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2478										
121	119	1469/4	1493/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2479										
121	119	735/2	747/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2480										
121	119	1471/4	1495/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2481										
121	119	364	370	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2482										
121	119	366	372	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2483										
122	120	368	374	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2484										
122	120	1473/4	1497/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2485										
122	120	737/2	749/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2486										
122	120	1475/4	1499/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2487										
122	120	369	375	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2488										
122	120	1477/4	1501/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2489										
122	120	739/2	751/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2490										
122	120	1479/4	1503/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2491										
122	120	370	376	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2492										
122	120	1481/4	1505/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2493										
122	120	741/2	753/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2494										
122	120	1483/4	1507/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2495										
122	120	371	377	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2496										
122	120	368	374	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2497										
122	120	369	375	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2498										
122	120	370	376	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2499										
122	120	1485/4	1509/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2500										
122	120	743/2	755/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2501										
122	120	1487/4	1511/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2502										
123	121	372	378	0.0		0	0	Dynamic	4/4	1	1	0					p									
123	121	372	378	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2503										
123	121	745/2	757/2	0.0		1/8	1/8	Chord	4/4	1	1	0	grace16	1/16	1	2504										
123	121	745/2	757/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2505									275	
123	121	1491/4	1515/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2506									275	
123	121	373	379	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2507										
123	121	747/2	759/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2508										
123	121	374	380	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2509									276	
123	121	749/2	761/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2510										
123	121	375	381	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2511										
123	121	751/2	763/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2512										
123	121	372	378	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2513									277	
123	121	745/2	757/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2514									277	
123	121	373	379	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2515									277	
123	121	747/2	759/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2516									277	
123	121	374	380	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2517									277	
123	121	749/2	761/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2518									277	
123	121	375	381	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2519									277	
123	121	751/2	763/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2520										
124	122	376	382	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2521										
124	122	753/2	765/2	0.0		1/8	1/8	Chord	4/4	1	1	0	grace16	1/16	1	2522										
124	122	753/2	765/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2523									278	
124	122	1507/4	1531/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2524									278	
124	122	377	383	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2525										
124	122	755/2	767/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2526										
124	122	378	384	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2527									279	
124	122	757/2	769/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2528										
124	122	379	385	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2529										
124	122	759/2	771/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2530										
124	122	376	382	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2531									280	
124	122	753/2	765/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2532									280	
124	122	377	383	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2533									280	
124	122	755/2	767/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2534									280	
124	122	378	384	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2535									280	
124	122	757/2	769/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2536									280	
124	122	379	385	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2537									280	
124	122	759/2	771/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2538										
125	123	380	386	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2539									281	
125	123	761/2	773/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2540										
125	123	763/2	775/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2541										
125	123	765/2	777/2	0.0		5/8	5/8	Chord	4/4	1	1	0	grace16	1/16	1	2542										
125	123	765/2	777/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2543										
125	123	767/2	779/2	0.0		7/8	7/8	Chord	4/4	1	1	0	grace16	1/16	1	2544										
125	123	767/2	779/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2545										
125	123	380	386	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2546									282	
125	123	761/2	773/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2547									282	
125	123	381	387	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2548									282	
125	123	763/2	775/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2549									282	
125	123	382	388	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2550									282	
125	123	765/2	777/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2551									282	
125	123	383	389	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2552									282	
125	123	767/2	779/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2553										
126	124	769/2	781/2	0.0		1/8	1/8	Chord	4/4	1	1	0	grace16	1/16	1	2554										
126	124	769/2	781/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2555										
126	124	771/2	783/2	0.0		3/8	3/8	Chord	4/4	1	1	0	grace16	1/16	1	2556										
126	124	771/2	783/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2557										
126	124	386	392	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2558									283	
126	124	773/2	785/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2559										
126	124	387	393	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2560										
126	124	386	392	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	2561										
126	124	387	393	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	2562										
126	124	384	390	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2563									284	
126	124	769/2	781/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2564									284	
126	124	385	391	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2565									284	
126	124	771/2	783/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2566										
126	124	386	392	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2567									285	
126	124	387	393	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2568										
127	125	388	394	0.0		0	0	Dynamic	4/4	1	1	0					f									
127	125	388	394	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2569										
127	125	1553/4	1577/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2570										
127	125	777/2	789/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2571										
127	125	1555/4	1579/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2572										
127	125	389	395	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2573										
127	125	1557/4	1581/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2574										
127	125	779/2	791/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2575										
127	125	1559/4	1583/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2576										
127	125	390	396	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2577										
127	125	1561/4	1585/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2578										
127	125	781/2	793/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2579										
127	125	1563/4	1587/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2580										
127	125	391	397	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2581										
127	125	1565/4	1589/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2582										
127	125	783/2	795/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2583										
127	125	1567/4	1591/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2584										
127	125	388	394	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2585										
127	125	1553/4	1577/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2586										
