mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill
13	12	139/4	139/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	256									
13	12	35	35	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	257								27	
13	12	141/4	141/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	258								27	
13	12	71/2	71/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	259								27	
13	12	143/4	143/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	260								27	
13	12	36	36	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	261								27	
13	12	145/4	145/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	262								27	
13	12	73/2	73/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	263								27	
13	12	147/4	147/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	264									
14	13	37	37	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	265									
14	13	149/4	149/4	0.0	1/16	1/16	Dynamic	3/4	1	1	0					p								
14	13	149/4	149/4	0.0	1/16	1/16	Chord	3/4	1	1	0	grace32	1/32	1	266									
14	13	149/4	149/4	0.5	1/16	1/16	Chord	3/4	1	1	1/8		1/8	1	267									
14	13	151/4	151/4	0.0	3/16	3/16	Chord	3/4	1	1	0	grace32	1/32	1	268									
14	13	151/4	151/4	0.5	3/16	3/16	Chord	3/4	1	1	1/8		1/8	1	269									
14	13	153/4	153/4	0.0	5/16	5/16	Chord	3/4	1	1	0	grace32	1/32	1	270									
14	13	153/4	153/4	0.5	5/16	5/16	Chord	3/4	1	1	1/8		1/8	1	271									
14	13	155/4	155/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	272									
14	13	155/4	155/4	0.5	7/16	7/16	Chord	3/4	1	1	1/8		1/8	1	273									
14	13	157/4	157/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	274								28	
14	13	315/8	315/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	275								28	
14	13	79/2	79/2	0.0	5/8	5/8	Chord	3/4	1	1	0	grace32	1/32	1	276								28	
14	13	79/2	79/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	277								28	
14	13	159/4	159/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	278								28	
14	13	319/8	319/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	279									
14	13	37	37	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	280								29	
14	13	149/4	149/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	281								29	
14	13	75/2	75/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	282								29	
14	13	151/4	151/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	283								29	
14	13	38	38	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	284								29	
14	13	153/4	153/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	285								29	
14	13	77/2	77/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	286								29	
14	13	155/4	155/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	287									
14	13	39	39	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	288								30	
14	13	157/4	157/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	289								30	
14	13	79/2	79/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	290								30	
14	13	159/4	159/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	291									
15	14	40	40	0.0	0	0	Dynamic	3/4	1	1	0					f								
15	14	40	40	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	292								31	
15	14	163/4	163/4	0.0625	3/16	3/16	Chord	3/4	1	1	1/64		1/64	1	293								31	
15	14	653/16	653/16	0.0625	13/64	13/64	Chord	3/4	1	1	1/64		1/64	1	294								31	
15	14	327/8	327/8	0.0625	7/32	7/32	Chord	3/4	1	1	1/64		1/64	1	295								31	
15	14	655/16	655/16	0.0625	15/64	15/64	Chord	3/4	1	1	1/64		1/64	1	296								31	
15	14	41	41	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	297									
15	14	40	40	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	298								32	
15	14	41	41	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	299									
15	14	165/4	165/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	300								33	
15	14	83/2	83/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	301								33	
15	14	167/4	167/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	302									
15	14	42	42	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	303		articStaccatoAbove							
15	14	169/4	169/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	304		articStaccatoAbove							
15	14	85/2	85/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	305		articStaccatoAbove							
15	14	171/4	171/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	306		articStaccatoAbove							
16	15	173/4	173/4	0.0	1/16	1/16	Dynamic	3/4	1	1	0					p								
16	15	173/4	173/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	307		articStaccatoAbove							
16	15	87/2	87/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	308		articStaccatoAbove							
16	15	175/4	175/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	309		articStaccatoAbove							
16	15	44	44	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	310		articStaccatoAbove							
16	15	177/4	177/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	311		articStaccatoAbove							
16	15	89/2	89/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	312		articStaccatoAbove							
16	15	179/4	179/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	313		articStaccatoAbove							
16	15	45	45	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	314									
16	15	181/4	181/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	315									
16	15	363/8	363/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	316									
16	15	91/2	91/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	317									
16	15	365/8	365/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	318									
16	15	183/4	183/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	319									
16	15	367/8	367/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	320									
16	15	43	43	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	321									
16	15	44	44	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
16	15	44	44	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	322		articStaccatoBelow							
16	15	89/2	89/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	323		articStaccatoBelow							
16	15	45	45	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	324		articStaccatoBelow							
16	15	91/2	91/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	325		articStaccatoBelow							
17	16	46	46	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	326		articStaccatoAbove							
17	16	185/4	185/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	327		articStaccatoAbove							
17	16	93/2	93/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	328		articStaccatoAbove							
17	16	187/4	187/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	329		articStaccatoAbove							
17	16	47	47	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	330		articStaccatoAbove							
17	16	189/4	189/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	331		articStaccatoAbove							
17	16	95/2	95/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	332		articStaccatoAbove							
17	16	191/4	191/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	333		articStaccatoAbove							
17	16	48	48	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	334									
17	16	193/4	193/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	335									
17	16	387/8	387/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	336									
17	16	97/2	97/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	337									
17	16	389/8	389/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	338									
17	16	195/4	195/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	339									
17	16	391/8	391/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	340									
17	16	46	46	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	341									
17	16	47	47	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	342		articStaccatoBelow							
17	16	95/2	95/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	343		articStaccatoBelow							
17	16	48	48	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	344		articStaccatoBelow							
17	16	97/2	97/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	345		articStaccatoBelow							
18	17	49	49	0.0	0	0	Spanner	3/4	1	1	0													0
18	17	49	49	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	346									0
18	17	49	49	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	347									
18	17	197/4	197/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	348		articStaccatoAbove							
18	17	99/2	99/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	349		articStaccatoAbove							
18	17	199/4	199/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	350		articStaccatoAbove							
18	17	50	50	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	351		articStaccatoAbove							
18	17	201/4	201/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	352		articStaccatoAbove							
18	17	101/2	101/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	353		articStaccatoAbove							
18	17	203/4	203/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	354		articStaccatoAbove							
18	17	51	51	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	355									
18	17	205/4	205/4	0.125	9/16	9/16	Chord	3/4	2	1	1/32		1/32	1	356									
18	17	411/8	411/8	0.125	19/32	19/32	Chord	3/4	2	1	1/32		1/32	1	357									
18	17	103/2	103/2	0.125	5/8	5/8	Chord	3/4	2	1	1/32		1/32	1	358									
18	17	413/8	413/8	0.125	21/32	21/32	Chord	3/4	2	1	1/32		1/32	1	359									
18	17	207/4	207/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	360									
18	17	415/8	415/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	361									
18	17	49	49	0.25	0	0	Chord	3/4	2	2	1/16		1/16	1	362									
18	17	101/2	101/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	363		articStaccatoBelow							
18	17	51	51	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	364		articStaccatoBelow							
18	17	103/2	103/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	365		articStaccatoBelow							
19	18	52	52	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	366									0
19	18	52	52	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	367		articStaccatoAbove							
19	18	209/4	209/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	368		articStaccatoAbove							
19	18	105/2	105/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	369		articStaccatoAbove							
19	18	211/4	211/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	370		articStaccatoAbove							
19	18	53	53	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	371		articStaccatoAbove							
19	18	213/4	213/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	372		articStaccatoAbove							
19	18	107/2	107/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	373		articStaccatoAbove							
19	18	215/4	215/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	374		articStaccatoAbove							
19	18	54	54	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	375									
19	18	217/4	217/4	0.125	9/16	9/16	Chord	3/4	2	1	1/32		1/32	1	376									
19	18	435/8	435/8	0.125	19/32	19/32	Chord	3/4	2	1	1/32		1/32	1	377									
19	18	109/2	109/2	0.125	5/8	5/8	Chord	3/4	2	1	1/32		1/32	1	378									
19	18	437/8	437/8	0.125	21/32	21/32	Chord	3/4	2	1	1/32		1/32	1	379									
19	18	219/4	219/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	380									
19	18	439/8	439/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	381									
19	18	52	52	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	382									
19	18	53	53	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	383		articStaccatoBelow							
19	18	107/2	107/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	384		articStaccatoBelow							
19	18	54	54	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	385		articStaccatoBelow							
19	18	109/2	109/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	386		articStaccatoBelow							
20	19	55	55	0.0	0	0	Spanner	3/4	1	1	0													
20	19	221/4	221/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	387		ornamentTrill						34	
20	19	111/2	111/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	388								34	
20	19	223/4	223/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	389									
20	19	56	56	0.0	1/4	1/4	Dynamic	3/4	1	1	0					fp								
20	19	56	56	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	390								35	
20	19	225/4	225/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	391								35	
20	19	113/2	113/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	392								35	
20	19	227/4	227/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	393									
20	19	57	57	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	394								36	
20	19	229/4	229/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	395								36	
20	19	115/2	115/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	396								36	
20	19	231/4	231/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	397									
20	19	56	56	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	398									
20	19	57	57	0.0	1/2	1/2	Dynamic	3/4	1	2	0					fp								
20	19	57	57	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	399									
20	19	55	55	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	400									
20	19	56	56	0.0	1/4	1/4	Dynamic	3/4	2	1	0					fp								
20	19	56	56	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	401									
20	19	57	57	0.0	1/2	1/2	Dynamic	3/4	2	1	0					fp								
20	19	57	57	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	402									
20	19	55	55	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	403									
21	20	58	58	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	404								37	
21	20	233/4	233/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	405								37	
21	20	117/2	117/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	406								37	
21	20	235/4	235/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	407									
21	20	59	59	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	408									
21	20	239/4	239/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	409									
21	20	239/4	239/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	410									
21	20	239/4	239/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	411									
21	20	239/4	239/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	412									
21	20	239/4	239/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	413									
21	20	60	60	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	414		articStaccatoAbove							
21	20	241/4	241/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	415		articStaccatoAbove							
21	20	121/2	121/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	416		articStaccatoAbove							
21	20	243/4	243/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	417		articStaccatoAbove							
21	20	58	58	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	418									
21	20	59	59	0.75	1/4	1/4	Chord	3/4	1	2	3/16		1/8	3/2	419									
21	20	239/4	239/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	420									
21	20	60	60	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	421		articStaccatoBelow							
21	20	241/4	241/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	422		articStaccatoBelow							
21	20	121/2	121/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	423		articStaccatoBelow							
21	20	243/4	243/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	424		articStaccatoBelow							
21	20	58	58	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	425									
21	20	119/2	119/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	426								38	
21	20	239/4	239/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	427								38	
21	20	60	60	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	428									
21	20	241/4	241/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	429		articStaccatoAbove							
21	20	121/2	121/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	430		articStaccatoAbove							
21	20	243/4	243/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	431		articStaccatoAbove							
22	21	61	61	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	432								39	
22	21	245/4	245/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	433								39	
22	21	123/2	123/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	434								39	
22	21	247/4	247/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	435									
22	21	62	62	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	436								40	
22	21	497/8	497/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	437								40	
22	21	249/4	249/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	438								40	
22	21	499/8	499/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	439									
22	21	125/2	125/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	440								41	
22	21	188/3	188/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	441								41	
22	21	377/6	377/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	442									
22	21	63	63	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	443		ornamentTrill							
22	21	255/4	255/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	444									
22	21	511/8	511/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	445									
22	21	61	61	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	446								42	
22	21	245/4	245/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	447								42	
22	21	123/2	123/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	448								42	
22	21	247/4	247/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	449									
22	21	62	62	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	450									
22	21	63	63	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	451									
22	21	61	61	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	452								43	
22	21	123/2	123/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	453									
22	21	62	62	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	454									
22	21	63	63	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	455									
23	22	257/4	257/4	0.0	1/16	1/16	Dynamic	3/4	1	1	0					fp								
23	22	257/4	257/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	456								44	
23	22	129/2	129/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	457								44	
23	22	259/4	259/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	458								44	
23	22	65	65	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	459									
23	22	261/4	261/4	0.0	5/16	5/16	Dynamic	3/4	1	1	0					fp								
23	22	261/4	261/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	460								45	
23	22	131/2	131/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	461								45	
23	22	263/4	263/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	462								45	
23	22	66	66	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	463									
23	22	265/4	265/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	464								46	
23	22	133/2	133/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	465								46	
23	22	267/4	267/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	466									
23	22	64	64	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	467									
23	22	261/4	261/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	468								47	
23	22	131/2	131/2	0.0	3/8	3/8	Dynamic	3/4	2	1	0					fp							47	
23	22	131/2	131/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	469								47	
23	22	263/4	263/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	470								47	
23	22	66	66	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	471									
23	22	265/4	265/4	0.0	9/16	9/16	Dynamic	3/4	2	1	0					fp								
23	22	265/4	265/4	0.0	9/16	9/16	Dynamic	3/4	2	1	0					fp								
23	22	265/4	265/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	472								48	
23	22	133/2	133/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	473								48	
23	22	267/4	267/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	474									
24	23	67	67	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	475		articStaccatissimoAbove							
24	23	269/4	269/4	0.0	1/16	1/16	Dynamic	3/4	1	1	0					fp								
24	23	269/4	269/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	476								49	
24	23	135/2	135/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	477								49	
24	23	271/4	271/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	478								49	
24	23	68	68	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	479									
24	23	273/4	273/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	480									
24	23	137/2	137/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	481									
24	23	275/4	275/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	482									
24	23	69	69	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	483									
24	23	277/4	277/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	484									
24	23	139/2	139/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	485									
24	23	279/4	279/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	486									
24	23	67	67	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	487		articStaccatissimoAbove							
24	23	269/4	269/4	0.0	1/16	1/16	Dynamic	3/4	2	1	0					fp								
24	23	269/4	269/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	488								50	
24	23	135/2	135/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	489								50	
24	23	271/4	271/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	490								50	
24	23	68	68	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	491									
24	23	273/4	273/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	492									
24	23	137/2	137/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	493									
24	23	275/4	275/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	494									
24	23	69	69	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	495									
24	23	277/4	277/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	496									
24	23	139/2	139/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	497									
24	23	279/4	279/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	498									
25	24	70	70	0.375	0	0	Chord	3/4	1	1	3/32		1/16	3/2	499									
25	24	563/8	563/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	500									
25	24	141/2	141/2	0.375	1/8	1/8	Chord	3/4	1	1	3/32		1/16	3/2	501									
25	24	567/8	567/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	502									
25	24	71	71	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	503									
25	24	287/4	287/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	504									
25	24	287/4	287/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	505									
25	24	287/4	287/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	506									
25	24	287/4	287/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	507									
25	24	287/4	287/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	508									
25	24	72	72	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	509		ornamentTrill							
25	24	291/4	291/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	510									
25	24	583/8	583/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	511									
25	24	70	70	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	512									
25	24	141/2	141/2	0.375	1/8	1/8	Chord	3/4	1	2	3/32		1/16	3/2	513									
25	24	567/8	567/8	0.125	7/32	7/32	Chord	3/4	1	2	1/32		1/32	1	514									
