mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
2	2	3	3	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	15								
2	2	7/2	7/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	16								
2	2	5/2	5/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	17								
2	2	3	3	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	18								
2	2	7/2	7/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	19								
3	3	4	4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	20								2
3	3	19/4	19/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	21								
3	3	39/8	39/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	22								
3	3	5	5	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	23								
3	3	11/2	11/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	24		articStaccatoAbove						
3	3	9/2	9/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	25								
3	3	5	5	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	26								
3	3	11/2	11/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	27								
3	3	9/2	9/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	28								
3	3	5	5	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	29								
3	3	11/2	11/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	30								
4	4	6	6	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	31								3
4	4	13/2	13/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	32								
4	4	7	7	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	33		articStaccatoAbove						
4	4	13/2	13/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	34								
4	4	7	7	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	35								
4	4	15/2	15/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	36								
4	4	13/2	13/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	37								
4	4	7	7	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	38								
4	4	15/2	15/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	39								
5	5	8	8	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	40								4
5	5	67/8	67/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	41								4
5	5	17/2	17/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32	1/16	3/2	42								4
5	5	71/8	71/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	43								
5	5	9	9	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	44		articStaccatoAbove						
5	5	19/2	19/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	45		articStaccatoAbove						
5	5	8	8	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	46								
5	5	9	9	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	47								
5	5	8	8	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	48								
5	5	17/2	17/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	49								
5	5	9	9	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	50								
6	6	10	10	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	51								5
6	6	83/8	83/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	52								5
6	6	21/2	21/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32	1/16	3/2	53								5
6	6	87/8	87/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	54								
6	6	11	11	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	55		articStaccatoAbove						
6	6	23/2	23/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	56		articStaccatoAbove						
6	6	10	10	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	57								
6	6	11	11	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	58								
6	6	10	10	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	59								
6	6	21/2	21/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	60								
6	6	11	11	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	61								
7	7	12	12	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	62		articStaccatoAbove						
7	7	25/2	25/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	63		articStaccatoAbove						
7	7	13	13	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	64		articStaccatoAbove						
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	65		articStaccatoAbove						
7	7	12	12	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	66								
7	7	13	13	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	67								
7	7	12	12	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	68								
7	7	13	13	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	69								
8	8	14	14	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	70		ornamentTrill						6
8	8	115/8	115/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	71								6
8	8	29/2	29/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32	1/16	3/2	72								6
8	8	119/8	119/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	73								
8	8	15	15	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	74		articStaccatoBelow						
8	8	14	14	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	75								7
8	8	15	15	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	76								
9	9	16	16	0.0	0	0	Dynamic	2/4	1	1	0				f							
9	9	16	16	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	77								8
9	9	67/4	67/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	78								8
9	9	135/8	135/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	79								8
9	9	17	17	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	80								
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	81		articStaccatoAbove						
9	9	16	16	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	82								
9	9	97/6	97/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	83								
9	9	49/3	49/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	84								
9	9	33/2	33/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	85								
9	9	50/3	50/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	86								
9	9	101/6	101/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	87								
9	9	17	17	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	88								
9	9	103/6	103/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24	1/16	2/3	89								
9	9	52/3	52/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24	1/16	2/3	90								
9	9	35/2	35/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	91								
9	9	53/3	53/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	92								
9	9	107/6	107/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	93								
10	10	18	18	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	94								9
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	95								
10	10	19	19	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	96		articStaccatoAbove						
10	10	18	18	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	97								
10	10	109/6	109/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	98								
10	10	55/3	55/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	99								
10	10	37/2	37/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	100								
10	10	56/3	56/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	101								
10	10	113/6	113/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	102								
10	10	19	19	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	103								
10	10	115/6	115/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24	1/16	2/3	104								
10	10	58/3	58/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24	1/16	2/3	105								
10	10	39/2	39/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	106								
10	10	59/3	59/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	107								
10	10	119/6	119/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	108								
11	11	20	20	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	109								10
11	11	83/4	83/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	110								10
11	11	167/8	167/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	111								10
11	11	21	21	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	112								
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	113		articStaccatoAbove						
11	11	20	20	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	114								
11	11	121/6	121/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	115								
11	11	61/3	61/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	116								
11	11	41/2	41/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	117								
11	11	62/3	62/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	118								
11	11	125/6	125/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	119								
11	11	21	21	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	120								
11	11	127/6	127/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24	1/16	2/3	121								
11	11	64/3	64/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24	1/16	2/3	122								
11	11	43/2	43/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	123								
11	11	65/3	65/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	124								
11	11	131/6	131/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	125								
12	12	22	22	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	126								11
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	127								
12	12	23	23	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	128		articStaccatoAbove						
12	12	22	22	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	129								
12	12	133/6	133/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	130								
12	12	67/3	67/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	131								
12	12	45/2	45/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	132								
12	12	68/3	68/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	133								
12	12	137/6	137/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	134								
12	12	23	23	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	135								
12	12	139/6	139/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24	1/16	2/3	136								
12	12	70/3	70/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24	1/16	2/3	137								
12	12	47/2	47/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	138								
12	12	71/3	71/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	139								
12	12	143/6	143/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	140								
13	13	24	24	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	141								
13	13	145/6	145/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	142								
13	13	73/3	73/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	143								
13	13	49/2	49/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24	1/16	2/3	144								
13	13	74/3	74/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24	1/16	2/3	145								
13	13	149/6	149/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24	1/16	2/3	146								
13	13	25	25	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	147								
13	13	151/6	151/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	148								
13	13	76/3	76/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	149								
13	13	51/2	51/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	150								
13	13	77/3	77/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	151								
13	13	155/6	155/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	152								
13	13	24	24	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	153								12
13	13	25	25	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	154								
14	14	26	26	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	155								
14	14	157/6	157/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	156								
14	14	79/3	79/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	157								
14	14	53/2	53/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24	1/16	2/3	158								
14	14	80/3	80/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24	1/16	2/3	159								
14	14	161/6	161/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24	1/16	2/3	160								
14	14	27	27	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	161								
14	14	163/6	163/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	162								
14	14	82/3	82/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	163								
14	14	55/2	55/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	164								
14	14	83/3	83/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	165								
14	14	167/6	167/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	166								
14	14	26	26	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	167								13
14	14	27	27	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	168								
15	15	28	28	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	169								
15	15	169/6	169/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	170								
15	15	85/3	85/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	171								
15	15	57/2	57/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24	1/16	2/3	172								
15	15	86/3	86/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24	1/16	2/3	173								
15	15	173/6	173/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24	1/16	2/3	174								
15	15	29	29	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	175								
15	15	175/6	175/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	176								
15	15	88/3	88/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	177								
15	15	59/2	59/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	178								
15	15	89/3	89/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	179								
15	15	179/6	179/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	180								
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	181								
15	15	29	29	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	182								
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	183								
16	16	30	30	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	184								
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	185								
16	16	30	30	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	186								
16	16	181/6	181/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	187								
16	16	91/3	91/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	188								
16	16	61/2	61/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	189								
16	16	92/3	92/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	190								
16	16	185/6	185/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	191								
16	16	31	31	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	192								
16	16	187/6	187/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24	1/16	2/3	193								
16	16	94/3	94/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24	1/16	2/3	194								
16	16	63/2	63/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	195								
16	16	95/3	95/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	196								
16	16	191/6	191/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	197								
17	17	32	32	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	198								14
17	17	129/4	129/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	199								
17	17	65/2	65/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	200								
17	17	67/2	67/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	201								15
17	17	135/4	135/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	202								
17	17	32	32	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	203								
17	17	193/6	193/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	204								
17	17	97/3	97/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	205								
17	17	65/2	65/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	206								
17	17	98/3	98/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	207								
17	17	197/6	197/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	208								
17	17	33	33	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	209								
17	17	199/6	199/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24	1/16	2/3	210								
17	17	100/3	100/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24	1/16	2/3	211								
17	17	67/2	67/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	212								
17	17	101/3	101/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	213								
17	17	203/6	203/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	214								
18	18	34	34	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	215								
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	216								
18	18	34	34	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	217								
18	18	205/6	205/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	218								
18	18	103/3	103/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	219								
18	18	69/2	69/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	220								
18	18	104/3	104/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	221								
18	18	209/6	209/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	222								
18	18	35	35	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	223								
18	18	211/6	211/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24	1/16	2/3	224								
18	18	106/3	106/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24	1/16	2/3	225								
18	18	71/2	71/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	226								
18	18	107/3	107/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	227								
18	18	215/6	215/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	228								
19	19	36	36	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	229								16
19	19	145/4	145/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	230								
19	19	73/2	73/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	231								
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	232								17
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	233								
19	19	36	36	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	234								
19	19	217/6	217/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	235								
19	19	109/3	109/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	236								
19	19	73/2	73/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	237								
19	19	110/3	110/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	238								
19	19	221/6	221/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	239								
19	19	37	37	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	240								
19	19	223/6	223/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24	1/16	2/3	241								
19	19	112/3	112/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24	1/16	2/3	242								
19	19	75/2	75/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	243								
19	19	113/3	113/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	244								
19	19	227/6	227/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	245								
20	20	38	38	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	246								
20	20	229/6	229/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	247								
20	20	115/3	115/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	248								
20	20	77/2	77/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24	1/16	2/3	249								
20	20	116/3	116/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24	1/16	2/3	250								
20	20	233/6	233/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24	1/16	2/3	251								
20	20	39	39	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	252								
20	20	235/6	235/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	253								
20	20	118/3	118/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	254								
20	20	79/2	79/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	255								
20	20	119/3	119/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	256								
20	20	239/6	239/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	257								
20	20	38	38	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	258								
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	259								
