mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	crescendo_hairpin
107	107	851/2	851/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1907												
107	107	426	426	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1908										112		
107	107	853/2	853/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1909												
107	107	855/2	855/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1910												
107	107	424	424	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1911												
107	107	425	425	2.0	1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	1912												
107	107	427	427	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1913												
107	107	424	424	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1914												
107	107	849/2	849/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1915												
107	107	425	425	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1916												
107	107	851/2	851/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1917												
107	107	426	426	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1918												
107	107	853/2	853/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1919												
107	107	427	427	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1920												
107	107	855/2	855/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1921												
108	108	428	428	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1922										113		
108	108	857/2	857/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1923												
108	108	859/2	859/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1924		articStaccatissimoAbove										
108	108	430	430	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1925										114		
108	108	1721/4	1721/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1926										114		
108	108	861/2	861/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1927										114		
108	108	1723/4	1723/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1928												
108	108	431	431	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1929										115		
108	108	1725/4	1725/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1930										115		
108	108	863/2	863/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1931										115		
108	108	1727/4	1727/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1932												
108	108	430	430	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1933												
108	108	428	428	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	1934												
108	108	857/2	857/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	1935												
108	108	429	429	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	1936												
108	108	859/2	859/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1937												
108	108	430	430	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1938												
109	109	432	432	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1939										116		
109	109	1729/4	1729/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1940										116		
109	109	865/2	865/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1941										116		
109	109	1731/4	1731/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1942										116		
109	109	433	433	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1943										116		
109	109	1733/4	1733/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1944										116		
109	109	867/2	867/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1945										116		
109	109	1735/4	1735/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1946												
109	109	434	434	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1947										117		
109	109	1737/4	1737/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1948										117		
109	109	869/2	869/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1949										117		
109	109	1739/4	1739/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1950												
109	109	435	435	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	1951												
109	109	435	435	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1952										118		
109	109	871/2	871/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1953										118		
109	109	1743/4	1743/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1954												
109	109	432	432	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1955												
109	109	433	433	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1956												
109	109	434	434	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1957												
109	109	435	435	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1958												
109	109	432	432	4.0	0	0	Chord	4/4	2	2	1		1	1	1959												
110	110	436	436	0.0	0	0	Dynamic	4/4	1	1	0					f											
110	110	436	436	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1960												
110	110	1745/4	1745/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1961												
110	110	873/2	873/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1962												
110	110	1747/4	1747/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1963												
110	110	437	437	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1964												
110	110	1749/4	1749/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1965												
110	110	875/2	875/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1966												
110	110	1751/4	1751/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1967												
110	110	438	438	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1968												
110	110	1753/4	1753/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1969												
110	110	877/2	877/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1970												
110	110	1755/4	1755/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1971												
110	110	439	439	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1972												
110	110	1757/4	1757/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1973												
110	110	879/2	879/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1974												
110	110	1759/4	1759/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1975												
110	110	875/2	875/2	0.0	3/8	3/8	Dynamic	4/4	2	1	0					f											
110	110	875/2	875/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1976												
110	110	438	438	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1977												
110	110	877/2	877/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1978												
110	110	439	439	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1979												
111	111	440	440	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1980												
111	111	1761/4	1761/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1981												
111	111	881/2	881/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1982												
111	111	1763/4	1763/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1983												
111	111	441	441	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1984												
111	111	1765/4	1765/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1985												
111	111	883/2	883/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1986												
111	111	1767/4	1767/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1987												
111	111	442	442	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1988												
111	111	1769/4	1769/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1989												
111	111	885/2	885/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1990												
111	111	1771/4	1771/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1991												
111	111	443	443	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1992												
111	111	1773/4	1773/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1993												
111	111	887/2	887/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1994												
111	111	1775/4	1775/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1995												
111	111	883/2	883/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1996												
111	111	442	442	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1997												
111	111	885/2	885/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1998												
111	111	443	443	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1999												
112	112	444	444	0.0	0	0	Dynamic	4/4	1	1	0					f											
112	112	444	444	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	2000												
112	112	1779/4	1779/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	2001												
112	112	3559/8	3559/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	2002												
112	112	445	445	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	2003												
112	112	893/2	893/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					p											
112	112	893/2	893/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2004												
112	112	447	447	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2005												
112	112	895/2	895/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2006												
112	112	444	444	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	2007												
112	112	889/2	889/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2008												
112	112	445	445	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2009												
112	112	891/2	891/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2010												
112	112	446	446	0.0	1/2	1/2	Dynamic	4/4	2	1	0					p											
112	112	446	446	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2011												
112	112	893/2	893/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2012												
112	112	447	447	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2013												
112	112	895/2	895/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2014												
113	113	448	448	0.0	0	0	Dynamic	4/4	1	1	0					f											
113	113	448	448	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2015												
113	113	1793/4	1793/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2016												
113	113	897/2	897/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2017												
113	113	1795/4	1795/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2018												
113	113	449	449	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2019												
113	113	1797/4	1797/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2020												
113	113	899/2	899/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2021												
113	113	1799/4	1799/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2022												
113	113	450	450	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2023												
113	113	1801/4	1801/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2024												
113	113	901/2	901/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2025												
113	113	1803/4	1803/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2026												
113	113	451	451	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2027												
113	113	1805/4	1805/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2028												
113	113	903/2	903/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2029												
113	113	1807/4	1807/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2030												
113	113	899/2	899/2	0.0	3/8	3/8	Dynamic	4/4	2	1	0					f											
113	113	899/2	899/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2031												
113	113	450	450	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2032												
113	113	901/2	901/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2033												
113	113	451	451	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2034												
114	114	452	452	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2035												
114	114	1809/4	1809/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2036												
114	114	905/2	905/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2037												
114	114	1811/4	1811/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2038												
114	114	453	453	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2039												
114	114	1813/4	1813/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2040												
114	114	907/2	907/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2041												
114	114	1815/4	1815/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2042												
114	114	454	454	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2043												
114	114	1817/4	1817/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2044												
114	114	909/2	909/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2045												
114	114	1819/4	1819/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2046												
114	114	455	455	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2047												
114	114	1821/4	1821/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2048												
114	114	911/2	911/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2049												
114	114	1823/4	1823/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2050												
114	114	907/2	907/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2051												
114	114	454	454	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2052												
114	114	909/2	909/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2053												
114	114	455	455	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2054												
115	115	456	456	0.0	0	0	Dynamic	4/4	1	1	0					f											
115	115	456	456	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	2055												
115	115	1827/4	1827/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	2056												
115	115	3655/8	3655/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	2057												
115	115	457	457	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	2058												
115	115	917/2	917/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					p											
115	115	917/2	917/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2059												
115	115	459	459	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2060												
115	115	919/2	919/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2061												
115	115	456	456	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	2062												
115	115	913/2	913/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2063												
115	115	457	457	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2064												
115	115	915/2	915/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2065												
115	115	458	458	0.0	1/2	1/2	Dynamic	4/4	2	1	0					p											
115	115	458	458	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2066												
115	115	917/2	917/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2067												
115	115	459	459	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2068												
115	115	919/2	919/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2069												
116	116	460	460	0.0	0	0	Dynamic	4/4	1	1	0					f											
116	116	460	460	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	2070												
116	116	1843/4	1843/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	2071												
116	116	3687/8	3687/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	2072												
116	116	461	461	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	2073												
116	116	1847/4	1847/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	2074												
116	116	3695/8	3695/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	2075												
116	116	462	462	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	2076												
116	116	1851/4	1851/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	2077												
116	116	3703/8	3703/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	2078												
116	116	463	463	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	2079												
116	116	1855/4	1855/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	2080												
116	116	3711/8	3711/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	2081												
116	116	460	460	0.0	0	0	Dynamic	4/4	2	1	0					f											
116	116	460	460	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	2082												
116	116	1843/4	1843/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	2083												
116	116	3687/8	3687/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	2084												
116	116	461	461	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	2085												
116	116	1847/4	1847/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	2086												
116	116	3695/8	3695/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	2087												
116	116	462	462	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	2088												
116	116	1851/4	1851/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	2089												
116	116	3703/8	3703/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	2090												
116	116	463	463	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	2091												
116	116	1855/4	1855/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	2092												
116	116	3711/8	3711/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	2093												
117	117	464	464	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	2094												
117	117	465	465	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2095												
117	117	467	467	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2096												
117	117	464	464	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2097												
117	117	466	466	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2098												
118	118	937/2	937/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0					p											
118	118	937/2	937/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2099										119		
118	118	469	469	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2100										119		
118	118	939/2	939/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2101												
118	118	941/2	941/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2102										120		
118	118	471	471	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2103										120		
118	118	943/2	943/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2104												
118	118	468	468	0.0	0	0	Dynamic	4/4	2	1	0					p											
118	118	468	468	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2105												
118	118	470	470	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2106												
119	119	472	472	0.0	0	0	Dynamic	4/4	1	1	0					f											
119	119	472	472	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	2107												
119	119	474	474	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	2108		ornamentTrill										
119	119	472	472	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	2109												
119	119	1889/4	1889/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2110												
119	119	945/2	945/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2111												
119	119	1891/4	1891/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2112												
119	119	473	473	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2113												
119	119	1893/4	1893/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2114												
119	119	947/2	947/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2115												
119	119	1895/4	1895/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2116												
119	119	474	474	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2117												
119	119	1897/4	1897/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2118												
119	119	949/2	949/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2119												
119	119	1899/4	1899/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2120												
119	119	475	475	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2121												
119	119	1901/4	1901/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2122												
119	119	951/2	951/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2123												
119	119	1903/4	1903/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2124												
120	120	476	476	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2125												
120	120	1905/4	1905/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2126												
120	120	953/2	953/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2127												
120	120	1907/4	1907/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2128												
120	120	477	477	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2129												
120	120	1909/4	1909/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2130												
120	120	955/2	955/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2131												
120	120	1911/4	1911/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2132												
120	120	478	478	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2133												
120	120	1913/4	1913/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2134												
120	120	957/2	957/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2135												
120	120	1915/4	1915/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2136												
120	120	479	479	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2137												
120	120	1917/4	1917/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2138												
120	120	959/2	959/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2139												
120	120	1919/4	1919/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2140												
120	120	476	476	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2141												
120	120	477	477	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2142												
120	120	478	478	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2143												
120	120	479	479	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2144												
121	121	480	480	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	2145												
121	121	1923/4	1923/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	2146										121		
121	121	3847/8	3847/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	2147										121		
121	121	481	481	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2148												
121	121	963/2	963/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2149		articStaccatissimoBelow										
121	121	1931/4	1931/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	2150										122		
121	121	3863/8	3863/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	2151										122		
121	121	483	483	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2152												
121	121	967/2	967/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2153		articStaccatissimoAbove										
121	121	480	480	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2154												
121	121	1927/4	1927/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2155												
121	121	482	482	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2156												
121	121	1935/4	1935/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2157												
122	122	969/2	969/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0					p											
122	122	969/2	969/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2158										123		
122	122	485	485	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2159										123		
122	122	971/2	971/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2160										123		
122	122	486	486	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2161										123		
122	122	973/2	973/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2162										123		
122	122	487	487	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2163										123		
122	122	975/2	975/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2164												
122	122	484	484	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2165												
123	123	977/2	977/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2166										124		
123	123	489	489	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2167										124		
123	123	979/2	979/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2168										124		
123	123	490	490	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2169										124		
123	123	981/2	981/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2170										124		
123	123	491	491	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2171										124		
123	123	983/2	983/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2172												
123	123	488	488	0.0	0	0	Dynamic	4/4	2	1	0					p											
123	123	488	488	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2173												
124	124	492	492	0.0	0	0	Dynamic	4/4	1	1	0					f											
124	124	492	492	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2174										125		
