mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
5	4	13	13	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	45		articStaccatoBelow								
5	4	21/2	21/2	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	46										
5	4	21/2	21/2	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	47										
5	4	25/2	25/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	48										
6	5	27/2	27/2	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	49										
6	5	27/2	27/2	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	50									10	
6	5	57/4	57/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	51									10	
6	5	115/8	115/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	52										
6	5	29/2	29/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	53										
6	5	15	15	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	54		articStaccatoBelow							11	
6	5	31/2	31/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	55		articStaccatoBelow							11	
6	5	16	16	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	56		articStaccatoBelow								
6	5	27/2	27/2	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	57										
6	5	31/2	31/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	58										
7	6	33/2	33/2	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	59										
7	6	33/2	33/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	60										
7	6	35/2	35/2	0.375	1/4	1/4	Chord	3/4	1	1	3/32		1/16	3/2	61										
7	6	143/8	143/8	0.0625	11/32	11/32	Chord	3/4	1	1	1/64		1/64	1	62									12	
7	6	287/16	287/16	0.0625	23/64	23/64	Chord	3/4	1	1	1/64		1/64	1	63									12	
7	6	18	18	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p									
7	6	18	18	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	64										
7	6	73/4	73/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	65		articStaccatoAbove								
7	6	37/2	37/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	66		articStaccatoAbove								
7	6	75/4	75/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	67		articStaccatoAbove								
7	6	19	19	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	68		articStaccatoAbove								
7	6	77/4	77/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	69		articStaccatoAbove								
7	6	33/2	33/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	70									13	
7	6	35/2	35/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	71										
8	7	39/2	39/2	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	72									14	
8	7	79/4	79/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	73									14	
8	7	20	20	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	74									14	
8	7	81/4	81/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	75										
8	7	41/2	41/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	76									15	
8	7	22	22	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	77										
8	7	89/4	89/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	78										
8	7	22	22	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	79										
8	7	20	20	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	80										
8	7	41/2	41/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	81									16	
8	7	43/2	43/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	82										
8	7	20	20	0.0	1/8	1/8	Dynamic	3/4	2	2	0					p									
8	7	20	20	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	83										
8	7	41/2	41/2	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	84										
9	8	45/2	45/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	85										
9	8	45/2	45/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	86										
9	8	47/2	47/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	87										
10	8	24	24	0.5	0	3/8	Chord	3/4	1	1	1/8		1/8	1	88										
10	8	49/2	49/2	0.0	1/8	1/2	Chord	3/4	1	1	0	grace16	1/16	1	89										
10	8	49/2	49/2	0.5	1/8	1/2	Chord	3/4	1	1	1/8		1/8	1	90										
10	8	25	25	0.0	1/4	5/8	Chord	3/4	1	1	0	grace16	1/16	1	91										
10	8	25	25	0.5	1/4	5/8	Chord	3/4	1	1	1/8		1/8	1	92										
11	9	51/2	51/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	93									17	
11	9	53/2	53/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	94										
11	9	27	27	0.0	3/8	3/8	Spanner	3/4	1	1	0														0
11	9	27	27	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	95									18	0
11	9	55/2	55/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	96										0
11	9	28	28	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	97		articStaccatoBelow								0
11	9	51/2	51/2	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	98										
11	9	27	27	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	99									19	
11	9	55/2	55/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	100										
11	9	28	28	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	101										
11	9	51/2	51/2	1.5	0	0	Chord	3/4	2	2	3/8		1/4	3/2	102										
11	9	27	27	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	103									20	
11	9	55/2	55/2	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	104									20	
11	9	28	28	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	105										
12	10	57/2	57/2	0.0	0	0	Spanner	3/4	1	1	0														
12	10	57/2	57/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	106									21	
12	10	59/2	59/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	107										
12	10	30	30	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p									
12	10	30	30	0.0	3/8	3/8	Spanner	3/4	1	1	0														1
12	10	30	30	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	108									22	1
12	10	61/2	61/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	109									22	1
12	10	31	31	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	110									22	1
12	10	57/2	57/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	111									23	
12	10	59/2	59/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	112										
12	10	30	30	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	113									24	
12	10	61/2	61/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	114										
12	10	31	31	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	115										
12	10	57/2	57/2	1.5	0	0	Chord	3/4	2	2	3/8		1/4	3/2	116										
12	10	30	30	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	117									25	
12	10	61/2	61/2	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	118									25	
12	10	31	31	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	119										
13	11	63/2	63/2	0.0	0	0	Spanner	3/4	1	1	0													22	
13	11	63/2	63/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	120									22	
13	11	32	32	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	121									22	
13	11	65/2	65/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	122									22	
13	11	33	33	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	123										
13	11	67/2	67/2	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	124										
13	11	67/2	67/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	125										
13	11	34	34	0.0	5/8	5/8	Dynamic	3/4	1	1	0					p									
13	11	34	34	0.0	5/8	5/8	Chord	3/4	1	1	0	grace16	1/16	1	126										
13	11	34	34	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	127										
13	11	63/2	63/2	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	128										
13	11	67/2	67/2	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	129										
13	11	34	34	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	130										
13	11	63/2	63/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	131										
13	11	65/2	65/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	132									26	
13	11	67/2	67/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	133										
13	11	34	34	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	134		articStaccatoBelow								
13	11	63/2	63/2	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	135										
13	11	32	32	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	136										
14	12	69/2	69/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	137									27	
14	12	71/2	71/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	138										
14	12	36	36	0.0	3/8	3/8	Dynamic	3/4	1	1	0					f									
14	12	36	36	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	139		articStaccatoBelow							28	
14	12	73/2	73/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	140		articStaccatoAbove							28	
14	12	37	37	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	141		articStaccatoAbove								
14	12	69/2	69/2	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	142										
15	13	75/2	75/2	0.0	0	0	Dynamic	3/4	1	1	0					f									
15	13	75/2	75/2	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	143										
15	13	39	39	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	144										
15	13	79/2	79/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	145										
15	13	40	40	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	146										
15	13	75/2	75/2	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	147										
15	13	40	40	0.5	5/8	5/8	Chord	3/4	1	3	1/8		1/8	1	148										
15	13	75/2	75/2	0.0	0	0	Dynamic	3/4	2	1	0					f									
15	13	75/2	75/2	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	149		articStaccatoBelow								
15	13	153/4	153/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	150		articStaccatoBelow								
15	13	77/2	77/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	151		articStaccatoBelow								
15	13	39	39	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	152		articStaccatoBelow								
15	13	79/2	79/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	153		articStaccatoAbove								
15	13	40	40	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	154		articStaccatoAbove								
16	14	81/2	81/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	155										
16	14	83/2	83/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	156										
16	14	42	42	0.0	3/8	3/8	StaffText	3/4	1	1	0							dolce							
16	14	42	42	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	157		articStaccatoAbove							29	
16	14	85/2	85/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	158		articStaccatoBelow							29	
16	14	43	43	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	159		articStaccatoBelow								
16	14	81/2	81/2	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	160										
16	14	81/2	81/2	2.0	0	0	Chord	3/4	1	3	1/2		1/2	1	161										
16	14	81/2	81/2	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	162										
17	15	87/2	87/2	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	163		ornamentTrill								
17	15	177/4	177/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	164										
17	15	89/2	89/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	165										
17	15	45	45	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	166									30	
17	15	181/4	181/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	167										
17	15	91/2	91/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	168									31	
17	15	183/4	183/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	169										
17	15	46	46	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	170									32	
17	15	185/4	185/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	171										
17	15	87/2	87/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	172										
17	15	89/2	89/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	173										
17	15	91/2	91/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	174										
18	16	93/2	93/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	175									33	
18	16	95/2	95/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	176										
18	16	48	48	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	177									34	
18	16	193/4	193/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	178									34	
18	16	97/2	97/2	0.0	1/2	1/2	Dynamic	3/4	1	1	0					sf								34	
18	16	97/2	97/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	179									34	
18	16	195/4	195/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	180									34	
18	16	49	49	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	181									34	
18	16	197/4	197/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	182										
18	16	93/2	93/2	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	183										
19	17	99/2	99/2	0.0	0	0	Dynamic	3/4	1	1	0					p									
19	17	99/2	99/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	184										
19	17	101/2	101/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	185										
19	17	51	51	0.0	3/8	3/8	Spanner	3/4	1	1	0														2
19	17	51	51	0.375	3/8	3/8	Chord	3/4	1	1	3/32		1/16	3/2	186									35	2
19	17	411/8	411/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	187										2
19	17	103/2	103/2	0.375	1/2	1/2	Chord	3/4	1	1	3/32		1/16	3/2	188									36	2
19	17	415/8	415/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	189										2
19	17	52	52	0.375	5/8	5/8	Chord	3/4	1	1	3/32		1/16	3/2	190									37	2
19	17	419/8	419/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	191										2
19	17	99/2	99/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	192									38	
19	17	101/2	101/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	193										
19	17	99/2	99/2	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	194										
20	18	105/2	105/2	0.0	0	0	Dynamic	3/4	1	1	0					f									
20	18	105/2	105/2	0.0	0	0	Spanner	3/4	1	1	0														
20	18	105/2	105/2	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	195									39	
20	18	213/4	213/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	196										
20	18	107/2	107/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	197										
20	18	54	54	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	198									40	
20	18	109/2	109/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	199									40	
20	18	55	55	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	200										
20	18	54	54	0.375	3/8	3/8	Chord	3/4	1	2	3/32		1/16	3/2	201										
20	18	435/8	435/8	0.125	15/32	15/32	Chord	3/4	1	2	1/32		1/32	1	202										
20	18	109/2	109/2	0.375	1/2	1/2	Chord	3/4	1	2	3/32		1/16	3/2	203										
20	18	439/8	439/8	0.125	19/32	19/32	Chord	3/4	1	2	1/32		1/32	1	204										
20	18	55	55	0.375	5/8	5/8	Chord	3/4	1	2	3/32		1/16	3/2	205										
20	18	443/8	443/8	0.125	23/32	23/32	Chord	3/4	1	2	1/32		1/32	1	206										
20	18	105/2	105/2	0.0	0	0	Dynamic	3/4	2	1	0					f									
20	18	105/2	105/2	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	207										
20	18	54	54	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	208										
20	18	109/2	109/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	209										
20	18	55	55	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	210										
21	19	111/2	111/2	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	211										
21	19	223/4	223/4	0.0	1/16	1/16	Dynamic	3/4	1	1	0					p									
21	19	223/4	223/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	212		articStaccatoAbove								
21	19	56	56	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	213		articStaccatoAbove								
21	19	225/4	225/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	214		articStaccatoAbove								
21	19	113/2	113/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	215									41	
21	19	58	58	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	216									41	
21	19	111/2	111/2	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	217										
21	19	113/2	113/2	1.5	1/4	1/4	Chord	3/4	1	2	3/8		1/4	3/2	218										
21	19	58	58	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	219										
21	19	233/4	233/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	220										
21	19	111/2	111/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	221										
21	19	113/2	113/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	222									42	
21	19	115/2	115/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	223										
21	19	113/2	113/2	0.0	1/4	1/4	Dynamic	3/4	2	2	0					p									
21	19	113/2	113/2	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	224										
22	20	117/2	117/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	225										
22	20	117/2	117/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	226										
22	20	119/2	119/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	227										
22	20	117/2	117/2	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	228										
23	20	60	60	0.0	0	3/8	Dynamic	3/4	1	1	0					pp									
23	20	60	60	0.5	0	3/8	Chord	3/4	1	1	1/8		1/8	1	229		articStaccatoBelow							43	
23	20	121/2	121/2	0.5	1/8	1/2	Chord	3/4	1	1	1/8		1/8	1	230		articStaccatoBelow							43	
23	20	61	61	0.5	1/4	5/8	Chord	3/4	1	1	1/8		1/8	1	231		articStaccatoBelow								
24	21	123/2	123/2	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	232										
24	21	63	63	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	233									44	
24	21	127/2	127/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	234									44	
24	21	64	64	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	235										
24	21	123/2	123/2	0.0	0	0	Dynamic	3/4	2	1	0					pp									
24	21	123/2	123/2	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	236										
24	21	247/4	247/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	237										
24	21	62	62	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	238										
24	21	249/4	249/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	239										
24	21	125/2	125/2	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	240										
24	21	251/4	251/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	241										
24	21	63	63	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	242										
24	21	253/4	253/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	243										
24	21	127/2	127/2	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	244										
24	21	255/4	255/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	245										
24	21	64	64	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	246										
24	21	257/4	257/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	247										
25	22	129/2	129/2	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	248										
25	22	66	66	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	249		articStaccatoAbove							45	
25	22	133/2	133/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	250		articStaccatoAbove							45	
25	22	67	67	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	251		articStaccatoAbove								
25	22	129/2	129/2	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	252										
25	22	259/4	259/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	253										
