mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
84	84	335	335	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1402		articStaccatoAbove								
84	84	671/2	671/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1403		articStaccatoAbove								
84	84	332	332	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1404										131
84	84	665/2	665/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1405										131
84	84	333	333	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1406										131
84	84	667/2	667/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1407										
84	84	334	334	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1408										132
84	84	669/2	669/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1409										132
84	84	335	335	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1410										132
84	84	671/2	671/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1411										
85	85	336	336	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1412										133
85	85	673/2	673/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1413										
85	85	675/2	675/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1414										
85	85	338	338	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1415										134
85	85	677/2	677/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1416										
85	85	679/2	679/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1417										
85	85	336	336	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1418										135
85	85	673/2	673/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1419										135
85	85	337	337	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1420										135
85	85	675/2	675/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1421										
85	85	338	338	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1422										
85	85	677/2	677/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1423										136
85	85	339	339	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1424										136
85	85	679/2	679/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1425										
85	85	338	338	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1426										
86	86	340	340	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1427										137
86	86	342	342	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1428										
86	86	340	340	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1429										138
86	86	681/2	681/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1430										138
86	86	341	341	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1431										138
86	86	683/2	683/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1432										
86	86	342	342	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1433										
86	86	685/2	685/2	0.0	5/8	5/8	Dynamic	4/4	2	1	0					f									
86	86	685/2	685/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1434										
86	86	343	343	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1435										
86	86	687/2	687/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1436										
87	87	344	344	0.0	0	0	Dynamic	4/4	1	1	0					f									
87	87	344	344	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1437										
87	87	1377/4	1377/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1438										
87	87	689/2	689/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1439										
87	87	1379/4	1379/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1440										
87	87	345	345	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1441										
87	87	1381/4	1381/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1442										
87	87	691/2	691/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1443										
87	87	1383/4	1383/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1444										
87	87	346	346	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1445										
87	87	1385/4	1385/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1446										
87	87	693/2	693/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1447										
87	87	1387/4	1387/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1448										
87	87	347	347	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1449										
87	87	1389/4	1389/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1450										
87	87	695/2	695/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1451										
87	87	1391/4	1391/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1452										
87	87	344	344	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1453										
87	87	691/2	691/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1454		articStaccatoAbove								
87	87	346	346	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1455		articStaccatoAbove								
87	87	693/2	693/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1456		articStaccatoAbove								
87	87	347	347	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1457		articStaccatoAbove								
87	87	695/2	695/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1458		articStaccatoAbove								
88	88	348	348	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1459										
88	88	1393/4	1393/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1460										
88	88	697/2	697/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1461										
88	88	1395/4	1395/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1462										
88	88	349	349	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1463										
88	88	1397/4	1397/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1464										
88	88	699/2	699/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1465										
88	88	1399/4	1399/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1466										
88	88	350	350	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1467										
88	88	1401/4	1401/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1468										
88	88	701/2	701/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1469										
88	88	1403/4	1403/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1470										
88	88	351	351	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1471										
88	88	1405/4	1405/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1472										
88	88	703/2	703/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1473										
88	88	1407/4	1407/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1474										
88	88	348	348	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1475										
88	88	699/2	699/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1476		articStaccatoBelow								
88	88	350	350	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1477		articStaccatoBelow								
88	88	701/2	701/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1478		articStaccatoBelow								
88	88	351	351	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1479		articStaccatoBelow								
88	88	703/2	703/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1480		articStaccatoBelow								
89	89	352	352	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1481										
89	89	707/2	707/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1482		articStaccatoAbove								
89	89	354	354	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1483		articStaccatoAbove								
89	89	709/2	709/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1484		articStaccatoAbove								
89	89	355	355	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1485		articStaccatoAbove								
89	89	711/2	711/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1486		articStaccatoAbove								
89	89	352	352	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1487										
89	89	1409/4	1409/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1488										
89	89	705/2	705/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1489										
89	89	1411/4	1411/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1490										
89	89	353	353	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1491										
89	89	1413/4	1413/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1492										
89	89	707/2	707/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1493										
89	89	1415/4	1415/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1494										
89	89	354	354	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1495										
89	89	1417/4	1417/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1496										
89	89	709/2	709/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1497										
89	89	1419/4	1419/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1498										
89	89	355	355	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1499										
89	89	1421/4	1421/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1500										
89	89	711/2	711/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1501										
89	89	1423/4	1423/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1502										
90	90	356	356	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1503		articStaccatoAbove								
90	90	715/2	715/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1504		articStaccatoAbove								
90	90	358	358	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1505		articStaccatoBelow								
90	90	717/2	717/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1506		articStaccatoBelow								
90	90	359	359	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1507		articStaccatoBelow								
90	90	719/2	719/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1508		articStaccatoBelow								
90	90	356	356	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1509										
90	90	1425/4	1425/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1510										
90	90	713/2	713/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1511										
90	90	1427/4	1427/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1512										
90	90	357	357	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1513										
90	90	1429/4	1429/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1514										
90	90	715/2	715/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1515										
90	90	1431/4	1431/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1516										
90	90	358	358	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1517										
90	90	1433/4	1433/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1518										
90	90	717/2	717/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1519										
90	90	1435/4	1435/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1520										
90	90	359	359	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1521										
90	90	1437/4	1437/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1522										
90	90	719/2	719/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1523										
90	90	1439/4	1439/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1524										
91	91	360	360	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1525		articStaccatoAbove								
91	91	361	361	0.0	1/4	1/4	Dynamic	4/4	1	1	0					p									
91	91	361	361	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1526										139
91	91	362	362	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1527										139
91	91	363	363	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1528										
91	91	360	360	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1529										
91	91	361	361	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1530										
91	91	1445/4	1445/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1531										
91	91	723/2	723/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1532										
91	91	1447/4	1447/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1533										
91	91	362	362	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1534										
91	91	1449/4	1449/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1535										
91	91	725/2	725/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1536										
91	91	1451/4	1451/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1537										
91	91	363	363	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1538										
91	91	1453/4	1453/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1539										
91	91	727/2	727/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1540										
91	91	1455/4	1455/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1541										
92	92	364	364	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1542										140
92	92	1459/4	1459/4	0.08333333333333333	3/16	3/16	Chord	4/4	1	1	1/48		1/32	2/3	1543										140
92	92	2189/6	2189/6	0.08333333333333333	5/24	5/24	Chord	4/4	1	1	1/48		1/32	2/3	1544										140
92	92	4379/12	4379/12	0.08333333333333333	11/48	11/48	Chord	4/4	1	1	1/48		1/32	2/3	1545										
92	92	365	365	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1546										
92	92	731/2	731/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1547		articStaccatoAbove								
92	92	366	366	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1548										141
92	92	733/2	733/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1549										
92	92	367	367	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1550										142
92	92	735/2	735/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1551										
92	92	364	364	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1552										
92	92	1457/4	1457/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1553										
92	92	729/2	729/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1554										
92	92	1459/4	1459/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1555										
92	92	365	365	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1556										
92	92	1461/4	1461/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1557										
92	92	731/2	731/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1558										
92	92	1463/4	1463/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1559										
92	92	366	366	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1560										
92	92	1465/4	1465/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1561										
92	92	733/2	733/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1562										
92	92	1467/4	1467/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1563										
92	92	367	367	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1564										
92	92	1469/4	1469/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1565										
92	92	735/2	735/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1566										
92	92	1471/4	1471/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1567										
93	93	368	368	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1568										
93	93	369	369	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f									
93	93	369	369	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1569										143
93	93	370	370	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1570										143
93	93	371	371	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1571										
93	93	368	368	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1572										
93	93	1473/4	1473/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1573										
93	93	737/2	737/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1574										
93	93	1475/4	1475/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1575										
93	93	369	369	0.0	1/4	1/4	Dynamic	4/4	2	1	0					f									
93	93	369	369	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1576										
93	93	1477/4	1477/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1577										
93	93	739/2	739/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1578										
93	93	1479/4	1479/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1579										
93	93	370	370	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1580										
93	93	1481/4	1481/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1581										
93	93	741/2	741/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1582										
93	93	1483/4	1483/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1583										
93	93	371	371	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1584										
93	93	1485/4	1485/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1585										
93	93	743/2	743/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1586										
93	93	1487/4	1487/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1587										
94	94	372	372	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1588										144
94	94	1491/4	1491/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1589										
94	94	373	373	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	1590										
94	94	373	373	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1591										
94	94	747/2	747/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1592										
94	94	1495/4	1495/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1593										
94	94	374	374	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1594										145
94	94	375	375	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1595		ornamentTrill								
94	94	372	372	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1596										
94	94	1489/4	1489/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1597										
94	94	745/2	745/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1598										
94	94	1491/4	1491/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1599										
94	94	373	373	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1600										
94	94	1493/4	1493/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1601										
94	94	747/2	747/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1602										
94	94	1495/4	1495/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1603										
94	94	374	374	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1604										
94	94	1497/4	1497/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1605										
94	94	749/2	749/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1606										
94	94	1499/4	1499/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1607										
94	94	375	375	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1608										
94	94	1501/4	1501/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1609										
94	94	751/2	751/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1610										
94	94	1503/4	1503/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1611										
95	95	376	376	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1612										
95	95	377	377	0.0	1/4	1/4	Dynamic	4/4	1	1	0					p									
95	95	377	377	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1613										146
95	95	378	378	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1614										146
95	95	379	379	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1615										
95	95	376	376	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1616										
95	95	1505/4	1505/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1617										
95	95	753/2	753/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1618										
95	95	1507/4	1507/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1619										
95	95	377	377	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1620										
95	95	1509/4	1509/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1621										
95	95	755/2	755/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1622										
95	95	1511/4	1511/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1623										
95	95	378	378	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1624										
95	95	1513/4	1513/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1625										
95	95	757/2	757/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1626										
95	95	1515/4	1515/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1627										
95	95	379	379	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1628										
95	95	1517/4	1517/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1629										
95	95	759/2	759/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1630										
95	95	1519/4	1519/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1631										
96	96	380	380	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1632										147
96	96	1523/4	1523/4	0.08333333333333333	3/16	3/16	Chord	4/4	1	1	1/48		1/32	2/3	1633										147
96	96	2285/6	2285/6	0.08333333333333333	5/24	5/24	Chord	4/4	1	1	1/48		1/32	2/3	1634										147
96	96	4571/12	4571/12	0.08333333333333333	11/48	11/48	Chord	4/4	1	1	1/48		1/32	2/3	1635										147
96	96	381	381	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1636										
96	96	763/2	763/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1637		articStaccatoAbove								
96	96	382	382	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1638										148
96	96	765/2	765/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1639										
96	96	383	383	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1640										149
96	96	767/2	767/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1641										
96	96	380	380	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1642										
96	96	1521/4	1521/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1643										
96	96	761/2	761/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1644										
96	96	1523/4	1523/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1645										
96	96	381	381	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1646										
96	96	1525/4	1525/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1647										
96	96	763/2	763/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1648										
96	96	1527/4	1527/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1649										
96	96	382	382	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1650										
96	96	1529/4	1529/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1651										
96	96	765/2	765/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1652										
96	96	1531/4	1531/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1653										
96	96	383	383	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1654										
96	96	1533/4	1533/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1655										
96	96	767/2	767/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1656										
96	96	1535/4	1535/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1657										
97	97	384	384	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1658										
97	97	385	385	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f									
97	97	385	385	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1659										150
97	97	386	386	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1660										150
97	97	387	387	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1661										
97	97	384	384	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1662										
97	97	1537/4	1537/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1663										
97	97	769/2	769/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1664										
97	97	1539/4	1539/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1665										
97	97	385	385	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1666										
97	97	1541/4	1541/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1667										
97	97	771/2	771/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1668										
97	97	1543/4	1543/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1669										
97	97	386	386	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1670										
97	97	1545/4	1545/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1671										
97	97	773/2	773/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1672										
