mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	Trill:trill
135	134	401	401	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	834											
135	134	803/2	803/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	835											
135	134	402	402	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	836											
135	134	805/2	805/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	837											
136	135	403	403	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	838											
136	135	405	405	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	839											
136	135	405	405	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	840											
136	135	811/2	811/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	841											
136	135	1623/4	1623/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	842											
136	135	403	403	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	843											
136	135	404	404	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	844											
136	135	405	405	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	845											
136	135	403	403	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	846											
136	135	807/2	807/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	847											
136	135	404	404	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	848											
136	135	809/2	809/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	849											
136	135	405	405	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	850											
136	135	811/2	811/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	851											
137	136	406	406	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	852											
137	136	407	407	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	853											
137	136	408	408	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	854											
137	136	406	406	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	855											
137	136	407	407	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	856											
137	136	408	408	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	857											
137	136	406	406	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	858											
137	136	813/2	813/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	859											
137	136	407	407	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	860											
137	136	815/2	815/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	861											
137	136	408	408	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	862											
137	136	817/2	817/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	863											
138	137	409	409	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	864											
138	137	411	411	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	865											
138	137	411	411	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	866											
138	137	823/2	823/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	867											
138	137	1647/4	1647/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	868											
138	137	409	409	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	869											
138	137	410	410	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	870											
138	137	411	411	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	871											
138	137	409	409	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	872											
138	137	819/2	819/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	873											
138	137	410	410	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	874											
138	137	821/2	821/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	875											
138	137	411	411	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	876											
138	137	823/2	823/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	877											
139	138	412	412	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	878											
139	138	413	413	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	879		articStaccatoBelow									
139	138	414	414	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	880		articStaccatoAbove									
140	139	415	415	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	881											
140	139	416	416	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	882		articStaccatoBelow									
140	139	417	417	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	883		articStaccatoAbove									
141	140	419	419	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	884											
141	140	420	420	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	885											
141	140	418	418	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	886											
142	141	421	421	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	887											
142	141	421	421	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	888											
144	143	428	428	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	889											
144	143	429	429	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	890											
144	143	427	427	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	891											
144	143	428	428	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	892											
144	143	429	429	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	893											
145	144	430	430	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	894											
145	144	430	430	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	895											
147	146	436	436	0.0	0	0	Dynamic	3/4	2	1	0					p										
147	146	436	436	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	896									91		
147	146	437	437	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	897									91		
147	146	438	438	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	898									91		
148	147	439	439	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	899									91		
148	147	440	440	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	900									91		
148	147	441	441	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	901											
149	148	442	442	0.0	0	0	Dynamic	3/4	1	1	0					p										
149	148	442	442	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	902											
149	148	442	442	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	903									92		
149	148	443	443	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	904									92		
149	148	444	444	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	905									92		
150	149	445	445	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	906											
150	149	895/2	895/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	907											
150	149	445	445	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	908									92		
150	149	446	446	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	909									92		
150	149	447	447	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	910											
151	150	448	448	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	911									93		
151	150	450	450	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	912											
151	150	448	448	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	913									94		
151	150	449	449	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	914									94		
151	150	450	450	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	915									94		
152	151	907/2	907/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	916											
152	151	451	451	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	917									94		
152	151	452	452	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	918									94		
152	151	453	453	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	919											
153	152	454	454	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	920									95		
153	152	456	456	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	921											
153	152	454	454	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	922									96		
153	152	455	455	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	923									96		
153	152	456	456	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	924									96		
154	153	457	457	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	925									96		
154	153	458	458	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	926									96		
154	153	459	459	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	927											
155	154	460	460	0.0	0	0	Dynamic	3/4	1	1	0					f										
155	154	460	460	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	928											
155	154	461	461	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	929											
155	154	462	462	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	930											
155	154	460	460	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	931											
155	154	461	461	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	932											
155	154	462	462	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	933											
156	155	463	463	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	934											
156	155	463	463	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	935											
158	157	469	469	0.0	0	0	Dynamic	3/4	2	1	0					p										
158	157	469	469	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	936									97		
158	157	470	470	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	937									97		
158	157	471	471	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	938									97		
159	158	472	472	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	939									97		
159	158	473	473	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	940									97		
159	158	474	474	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	941											
160	159	475	475	0.0	0	0	Dynamic	3/4	1	1	0					p										
160	159	475	475	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	942											
160	159	475	475	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	943									98		
160	159	476	476	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	944									98		
160	159	477	477	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	945									98		
161	160	478	478	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	946											
161	160	961/2	961/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	947											
161	160	478	478	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	948									98		
161	160	479	479	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	949									98		
161	160	480	480	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	950											
162	161	481	481	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	951									99		
162	161	483	483	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	952											
162	161	481	481	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	953									100		
162	161	482	482	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	954									100		
162	161	483	483	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	955									100		
163	162	973/2	973/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	956											
163	162	484	484	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	957									100		
163	162	485	485	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	958									100		
163	162	486	486	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	959											
164	163	487	487	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	960									101		
164	163	489	489	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	961											
164	163	487	487	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	962											
164	163	488	488	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	963											
164	163	489	489	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	964											
165	164	985/2	985/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	965											
165	164	490	490	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	966											
165	164	491	491	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	967											
165	164	492	492	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	968											
166	165	493	493	0.0	0	0	Dynamic	3/4	1	1	0					fp										
166	165	493	493	0.0	0	0	Dynamic	3/4	1	1	0					fp										
166	165	493	493	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	969									102		
166	165	493	493	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	970											
167	166	496	496	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	971											
167	166	496	496	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	972											
168	167	499	499	0.0	0	0	Dynamic	3/4	2	1	0					p										
168	167	499	499	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	973									103		
168	167	999/2	999/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	974									103		
168	167	500	500	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	975									103		
168	167	1001/2	1001/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	976									103		
168	167	501	501	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	977									103		
168	167	1003/2	1003/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	978									103		
169	168	503	503	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p										
169	168	503	503	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	979		articStaccatoBelow							104		
169	168	504	504	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	980		articStaccatoBelow									
169	168	502	502	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	981									103		
169	168	1005/2	1005/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	982									103		
169	168	503	503	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	983									103		
169	168	1007/2	1007/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	984									103		
169	168	504	504	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	985									103		
169	168	1009/2	1009/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	986											
170	169	505	505	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	987		ornamentTurn							105		
170	169	1013/2	1013/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	988									105		
170	169	507	507	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	989											
170	169	505	505	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	990									106		
170	169	1011/2	1011/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	991									106		
170	169	506	506	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	992									106		
170	169	1013/2	1013/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	993									106		
170	169	507	507	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	994									106		
170	169	1015/2	1015/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	995									106		
171	170	508	508	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	996									107		
171	170	510	510	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	997											
171	170	508	508	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	998									106		
171	170	1017/2	1017/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	999									106		
171	170	509	509	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1000									106		
171	170	1019/2	1019/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1001									106		
171	170	510	510	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1002									106		
171	170	1021/2	1021/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1003											
172	171	511	511	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1004									108		
172	171	513	513	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1005											
172	171	511	511	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1006									109		
172	171	1023/2	1023/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1007									109		
172	171	512	512	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1008									109		
172	171	1025/2	1025/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1009									109		
172	171	513	513	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1010									109		
172	171	1027/2	1027/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1011									109		
173	172	515	515	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1012		articStaccatoAbove							110		
173	172	516	516	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1013		articStaccatoAbove									
173	172	514	514	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1014									109		
173	172	1029/2	1029/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1015									109		
173	172	515	515	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1016									109		
173	172	1031/2	1031/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1017									109		
173	172	516	516	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1018									109		
173	172	1033/2	1033/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1019											
174	173	517	517	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1020									111		
174	173	1035/2	1035/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1021									111		
174	173	518	518	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1022									111		
174	173	1037/2	1037/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1023									111		
174	173	519	519	0.0	1/2	1/2	Spanner	3/4	1	1	0													111	1	
174	173	519	519	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1024									111	1	
174	173	1039/2	1039/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1025									111	1	
174	173	517	517	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1026									112		
174	173	1035/2	1035/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1027									112		
174	173	518	518	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1028									112		
174	173	1037/2	1037/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1029									112		
174	173	519	519	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1030									112		
174	173	1039/2	1039/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1031									112		
175	174	520	520	0.0	0	0	Spanner	3/4	1	1	0													111		
175	174	520	520	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1032									111		
175	174	1041/2	1041/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1033									111		
175	174	521	521	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1034									111		
175	174	1043/2	1043/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1035									111		
175	174	522	522	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1036									111		
175	174	1045/2	1045/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1037											
175	174	520	520	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1038									112		
175	174	1041/2	1041/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1039									112		
175	174	521	521	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1040									112		
175	174	1043/2	1043/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1041									112		
175	174	522	522	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1042									112		
175	174	1045/2	1045/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1043											
176	175	523	523	0.0	0	0	Dynamic	3/4	1	1	0					p										
176	175	523	523	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1044									113		
176	175	525	525	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1045											
176	175	523	523	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1046									114		
176	175	1047/2	1047/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1047									114		
176	175	524	524	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1048									114		
176	175	1049/2	1049/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1049									114		
176	175	525	525	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1050									114		
176	175	1051/2	1051/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1051									114		
177	176	527	527	0.0	1/4	1/4	Spanner	3/4	1	1	0														2	
177	176	527	527	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1052		articStaccatoAbove							115	2	
177	176	528	528	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1053		articStaccatoAbove								2	
177	176	526	526	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1054									114		
177	176	1053/2	1053/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1055									114		
177	176	527	527	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1056									114		
177	176	1055/2	1055/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1057									114		
177	176	528	528	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1058									114		
177	176	1057/2	1057/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1059											
178	177	529	529	0.0	0	0	Dynamic	3/4	1	1	0					f										
178	177	529	529	0.0	0	0	Spanner	3/4	1	1	0															
178	177	529	529	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1060									116		
178	177	1061/2	1061/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	1061									116		
178	177	1592/3	1592/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1062									116		
178	177	3185/6	3185/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1063									116		
178	177	531	531	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1064											
178	177	1063/2	1063/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1065		articStaccatoAbove									
178	177	529	529	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1066									117		
178	177	1059/2	1059/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1067									117		
178	177	530	530	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1068									117		
178	177	1061/2	1061/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1069									117		
178	177	531	531	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1070									117		
178	177	1063/2	1063/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1071									117		
179	178	532	532	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1072									118		
179	178	534	534	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1073											
179	178	532	532	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1074									117		
179	178	1065/2	1065/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1075									117		
179	178	533	533	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1076									117		
179	178	1067/2	1067/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1077									117		
179	178	534	534	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1078									117		
179	178	1069/2	1069/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1079											
180	179	535	535	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1080											
180	179	1073/2	1073/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p										
180	179	1073/2	1073/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1081									119		
180	179	537	537	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1082									119		
180	179	1075/2	1075/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1083									119		
180	179	535	535	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1084											
180	179	536	536	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1085											
181	180	538	538	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1086									119, 120		
181	180	1077/2	1077/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1087									119, 120		
181	180	539	539	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1088									119, 120		
181	180	1079/2	1079/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1089									119, 120		
181	180	540	540	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1090									119, 120		
181	180	1081/2	1081/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1091											
181	180	540	540	0.0	1/2	1/2	Dynamic	3/4	2	1	0					p										
181	180	540	540	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1092									121		
182	181	541	541	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1093											
182	181	1085/2	1085/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1094									122		
182	181	543	543	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1095									122		
182	181	1087/2	1087/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1096									122		
182	181	541	541	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1097											
182	181	542	542	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1098											
183	182	544	544	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1099									122, 123		
183	182	1089/2	1089/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1100									122, 123		
183	182	545	545	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1101									122, 123		
183	182	1091/2	1091/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1102									122, 123		
183	182	546	546	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1103									122, 123		
183	182	1093/2	1093/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1104									122		
183	182	546	546	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1105											
184	183	547	547	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1106											
184	183	1097/2	1097/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1107									124		
184	183	549	549	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1108									124		
184	183	1099/2	1099/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1109									124		
184	183	547	547	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1110											
184	183	548	548	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1111											
