mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	Trill:trill
221	220	1317/2	1317/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1358									150		
221	220	659	659	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1359									150		
221	220	1319/2	1319/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1360									150		
221	220	660	660	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1361									150		
221	220	1321/2	1321/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1362											
222	221	661	661	0.0	0	0	Dynamic	3/4	1	1	0					p										
222	221	661	661	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1363									151		
222	221	662	662	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1364									151		
222	221	663	663	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1365											
222	221	661	661	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1366											
223	222	664	664	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1367									152		
223	222	665	665	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1368											
223	222	666	666	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1369											
223	222	664	664	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1370											
224	223	667	667	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1371									153		
224	223	668	668	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1372									153		
224	223	669	669	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1373											
224	223	667	667	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1374											
225	224	670	670	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1375									154		
225	224	671	671	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1376											
225	224	672	672	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1377											
225	224	670	670	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1378											
226	225	673	673	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1379									155		
226	225	674	674	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1380									155		
226	225	675	675	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1381											
226	225	673	673	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1382											
226	225	673	673	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1383											
226	225	675	675	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1384											
227	226	676	676	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1385									156		
227	226	677	677	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1386											
227	226	678	678	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1387											
227	226	676	676	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1388											
227	226	678	678	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1389											
227	226	676	676	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1390											
227	226	678	678	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1391											
228	227	679	679	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1392									157		
228	227	680	680	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1393											
228	227	681	681	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1394											
228	227	679	679	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1395											
228	227	679	679	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1396											
228	227	681	681	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1397											
229	228	682	682	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1398									158		
229	228	683	683	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1399											
229	228	684	684	0.0	1/2	1/2	StaffText	3/4	1	1	0							a piacere								
229	228	684	684	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1400											
229	228	682	682	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1401											
229	228	683	683	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1402											
229	228	682	682	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1403											
230	229	685	685	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1404									159		
230	229	686	686	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1405									159		
230	229	687	687	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1406											
230	229	685	685	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1407											
231	230	688	688	0.0	0	0	Dynamic	3/4	1	1	0					fp										
231	230	688	688	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1408									160		
231	230	688	688	0.0	0	0	Dynamic	3/4	2	1	0					fp										
231	230	688	688	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1409											
232	231	691	691	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1410											
232	231	691	691	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1411											
233	232	696	696	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1412											
234	233	697	697	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1413											
234	233	698	698	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1414											
234	233	699	699	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1415											
234	233	697	697	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1416											
235	234	700	700	0.0	0	0	Dynamic	3/4	1	1	0					fp										
235	234	700	700	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1417									161		
235	234	700	700	0.0	0	0	Dynamic	3/4	2	1	0					fp										
235	234	700	700	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1418											
236	235	703	703	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1419											
236	235	703	703	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1420											
237	236	708	708	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1421											
238	237	709	709	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1422									162		
238	237	710	710	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1423									162		
238	237	711	711	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1424											
238	237	709	709	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1425											
239	238	712	712	0.0	0	0	Dynamic	3/4	1	1	0					fp										
239	238	712	712	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1426									163		
239	238	712	712	0.0	0	0	Dynamic	3/4	2	1	0					fp										
239	238	712	712	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1427											
240	239	715	715	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1428											
240	239	715	715	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1429											
241	240	720	720	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1430											
242	241	721	721	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1431									164		
242	241	722	722	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1432									164		
242	241	723	723	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1433											
242	241	721	721	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1434											
243	242	724	724	0.0	0	0	Dynamic	3/4	1	1	0					fp										
243	242	724	724	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1435									165		
243	242	724	724	0.0	0	0	Dynamic	3/4	2	1	0					fp										
243	242	724	724	0.0	0	0	Dynamic	3/4	2	1	0					fp										
243	242	724	724	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1436											
244	243	727	727	0.0	0	0	Chord	3/4	1	1	0	grace16	1/8	1	1437											
244	243	727	727	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1438											
244	243	727	727	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1439											
245	244	732	732	0.0	1/2	1/2	StaffText	3/4	1	1	0							in tempo								
245	244	732	732	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1440											
246	245	733	733	0.0	0	0	Chord	3/4	1	1	0	grace32	1/16	1	1441											
246	245	733	733	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1442											
246	245	734	734	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1443											
246	245	735	735	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1444											
246	245	733	733	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1445											
247	246	736	736	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1446											
247	246	736	736	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1447											
248	247	739	739	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1448											
248	247	739	739	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1449											
249	248	742	742	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1450											
249	248	744	744	0.0	1/2	1/2	Dynamic	3/4	1	1	0					f										
249	248	744	744	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	1451											
249	248	744	744	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1452											
249	248	1489/2	1489/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1453											
249	248	2979/4	2979/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1454											
249	248	742	742	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1455											
250	249	745	745	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1456											
250	249	746	746	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1457											
250	249	747	747	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1458											
250	249	745	745	0.0	0	0	Dynamic	3/4	2	1	0					f										
250	249	745	745	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1459											
250	249	746	746	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1460											
250	249	747	747	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1461											
250	249	745	745	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1462											
250	249	1491/2	1491/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1463											
250	249	746	746	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	1464											
250	249	1493/2	1493/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1465											
250	249	747	747	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1466											
250	249	1495/2	1495/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1467											
251	250	748	748	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1468											
251	250	750	750	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	1469											
251	250	750	750	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1470											
251	250	1501/2	1501/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1471											
251	250	3003/4	3003/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1472											
251	250	748	748	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1473											
251	250	749	749	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1474											
251	250	750	750	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1475											
251	250	748	748	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1476											
251	250	1497/2	1497/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1477											
251	250	749	749	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	1478											
251	250	1499/2	1499/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1479											
251	250	750	750	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1480											
251	250	1501/2	1501/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1481											
252	251	751	751	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1482											
252	251	752	752	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1483											
252	251	753	753	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1484											
252	251	751	751	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1485											
252	251	752	752	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1486											
252	251	753	753	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1487											
252	251	751	751	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1488											
252	251	1503/2	1503/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1489											
252	251	752	752	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	1490											
252	251	1505/2	1505/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1491											
252	251	753	753	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1492											
252	251	1507/2	1507/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1493											
253	252	754	754	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1494											
253	252	756	756	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	1495											
253	252	756	756	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1496											
253	252	1513/2	1513/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1497											
253	252	3027/4	3027/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1498											
253	252	754	754	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1499											
253	252	755	755	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1500											
253	252	756	756	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1501											
253	252	754	754	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1502											
253	252	1509/2	1509/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1503											
253	252	755	755	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	1504											
253	252	1511/2	1511/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1505											
253	252	756	756	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1506											
253	252	1513/2	1513/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1507											
254	253	757	757	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1508											
254	253	758	758	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1509		articStaccatoBelow									
254	253	759	759	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1510		articStaccatoAbove									
255	254	760	760	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1511											
255	254	761	761	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1512		articStaccatoBelow									
255	254	762	762	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1513		articStaccatoAbove									
256	255	764	764	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1514											
256	255	765	765	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1515											
256	255	763	763	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1516											
257	256	766	766	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1517											
257	256	766	766	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1518											
259	258	772	772	0.0	0	0	Dynamic	3/4	1	1	0					p										
259	258	772	772	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1519									166		
260	259	775	775	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1520											
260	259	775	775	0.0	0	0	Dynamic	3/4	2	1	0					p										
260	259	775	775	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1521											
261	260	778	778	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1522											
261	260	1559/2	1559/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1523											
261	260	780	780	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1524											
261	260	778	778	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1525									167		
261	260	780	780	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1526											
262	261	781	781	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	1527											
262	261	781	781	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1528											
262	261	782	782	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1529											
262	261	783	783	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1530											
262	261	781	781	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1531											
262	261	782	782	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1532											
262	261	783	783	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1533											
263	262	784	784	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1534											
263	262	786	786	0.0	1/2	1/2	Dynamic	3/4	1	1	0					f										
263	262	786	786	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	1535											
263	262	786	786	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1536											
263	262	1573/2	1573/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1537											
263	262	3147/4	3147/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1538											
263	262	784	784	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1539											
264	263	787	787	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1540											
264	263	788	788	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1541											
264	263	789	789	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1542											
264	263	787	787	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1543											
264	263	788	788	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1544											
264	263	789	789	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1545											
264	263	787	787	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1546											
264	263	1575/2	1575/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1547											
264	263	788	788	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	1548											
264	263	1577/2	1577/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1549											
264	263	789	789	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1550											
264	263	1579/2	1579/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1551											
265	264	790	790	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1552											
265	264	792	792	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	1553											
265	264	792	792	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1554											
265	264	1585/2	1585/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1555											
265	264	3171/4	3171/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1556											
265	264	790	790	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1557											
265	264	791	791	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1558											
265	264	792	792	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1559											
265	264	790	790	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1560											
265	264	1581/2	1581/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1561											
265	264	791	791	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	1562											
265	264	1583/2	1583/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1563											
265	264	792	792	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1564											
265	264	1585/2	1585/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1565											
266	265	793	793	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1566											
266	265	794	794	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1567											
266	265	795	795	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1568											
266	265	793	793	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1569											
266	265	794	794	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1570											
266	265	795	795	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1571											
266	265	793	793	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1572											
266	265	1587/2	1587/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1573											
266	265	794	794	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	1574											
266	265	1589/2	1589/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1575											
266	265	795	795	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1576											
266	265	1591/2	1591/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1577											
267	266	796	796	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1578											
267	266	798	798	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	1579											
267	266	798	798	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1580											
267	266	1597/2	1597/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1581											
267	266	3195/4	3195/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1582											
267	266	796	796	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1583											
267	266	797	797	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1584											
267	266	798	798	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1585											
267	266	796	796	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1586											
267	266	1593/2	1593/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1587											
267	266	797	797	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	1588											
267	266	1595/2	1595/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1589											
267	266	798	798	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1590											
267	266	1597/2	1597/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1591											
268	267	799	799	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1592											
268	267	800	800	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1593		articStaccatoBelow									
268	267	801	801	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1594		articStaccatoAbove									
269	268	802	802	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1595											
269	268	803	803	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1596		articStaccatoBelow									
269	268	804	804	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1597		articStaccatoAbove									
270	269	806	806	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1598											
270	269	807	807	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1599											
270	269	805	805	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1600											
271	270	808	808	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1601											
271	270	808	808	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1602											
273	272	815	815	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1603											
273	272	816	816	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1604											
273	272	814	814	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1605											
273	272	815	815	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1606											
273	272	816	816	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1607											
274	273	817	817	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1608											
274	273	817	817	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1609											
276	275	823	823	0.0	0	0	Dynamic	3/4	2	1	0					p										
276	275	823	823	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1610									168		
276	275	824	824	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1611									168		
276	275	825	825	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1612									168		
277	276	826	826	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1613									168		
277	276	827	827	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1614									168		
277	276	828	828	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1615											
278	277	829	829	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1616											
278	277	829	829	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1617									169		
278	277	830	830	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1618									169		
278	277	831	831	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1619									169		
279	278	832	832	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1620											
279	278	1669/2	1669/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1621											
279	278	832	832	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1622									169		
279	278	833	833	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1623									169		
279	278	834	834	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1624											
280	279	835	835	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1625									170		
280	279	837	837	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1626											
280	279	835	835	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1627									171		
280	279	836	836	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1628									171		
280	279	837	837	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1629									171		
281	280	1681/2	1681/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1630											
281	280	838	838	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1631									171		
281	280	839	839	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1632									171		
281	280	840	840	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1633											
282	281	841	841	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1634									172		
282	281	843	843	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1635											
282	281	841	841	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1636									173		
282	281	842	842	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1637									173		
282	281	843	843	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1638									173		
283	282	1693/2	1693/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1639											
283	282	844	844	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1640									173		
283	282	845	845	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1641									173		
283	282	846	846	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1642											
284	283	847	847	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1643									174		
