mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	slur	Trill:trill	crescendo_line
94	94	751/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1021									
94	94	372	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	1022							165		
94	94	374	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1023									
94	94	372	1.0	0	0	Chord	2/2	2	2	1/4			1/4	1	1024									
94	94	373	1.0	1/4	1/4	Chord	2/2	2	2	1/4			1/4	1	1025									
94	94	374	1.0	1/2	1/2	Chord	2/2	2	2	1/4			1/4	1	1026									
95	95	376	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1027							166		
95	95	755/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1028									
95	95	378	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1029									
95	95	379	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1030									
95	95	378	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1031									
96	96	380	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1032							167		
96	96	381	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1033									
96	96	382	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1034									
96	96	767/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1035									
96	96	380	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	1036							168		
96	96	382	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1037									
97	97	384	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1038							169		
97	97	769/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1039									
97	97	385	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1040							170		
97	97	771/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1041									
97	97	386	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1042							171		
97	97	773/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1043									
97	97	775/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1044									
97	97	384	4.0	0	0	Chord	2/2	2	1	1			1	1	1045									
97	97	384	1.0	0	0	Chord	2/2	2	2	1/4			1/4	1	1046									
97	97	385	1.0	1/4	1/4	Chord	2/2	2	2	1/4			1/4	1	1047									
97	97	386	1.0	1/2	1/2	Chord	2/2	2	2	1/4			1/4	1	1048									
97	97	387	1.0	3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	1049									
98	98	388	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1050							172		
98	98	777/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1051									
98	98	389	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1052							173		
98	98	779/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1053									
98	98	390	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1054							174		
98	98	781/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1055									
98	98	783/2	0.0	7/8	7/8	Dynamic	2/2	1	1	0						f								
98	98	783/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1056									
98	98	388	3.0	0	0	Chord	2/2	2	1	3/4			1/2	3/2	1057									
98	98	391	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1058									
98	98	388	1.0	0	0	Chord	2/2	2	2	1/4			1/4	1	1059									
98	98	389	1.0	1/4	1/4	Chord	2/2	2	2	1/4			1/4	1	1060									
98	98	390	1.0	1/2	1/2	Chord	2/2	2	2	1/4			1/4	1	1061									
98	98	391	1.0	3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	1062									
99	99	392	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1063							175		
99	99	785/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1064									
99	99	787/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1065									
99	99	394	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1066							176		
99	99	789/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1067									
99	99	791/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1068									
99	99	393	0.0	1/4	1/4	Dynamic	2/2	2	1	0						f								
99	99	393	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1069									
99	99	395	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1070									
100	100	396	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1071							177		
100	100	793/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1072									
100	100	795/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1073									
100	100	398	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1074							178		
100	100	797/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1075									
100	100	799/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1076									
100	100	397	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1077									
100	100	399	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1078									
101	101	400	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1079							179		
101	101	801/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1080									
101	101	803/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1081									
101	101	402	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1082							180		
101	101	805/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1083									
101	101	807/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1084									
101	101	401	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1085									
101	101	403	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1086									
102	102	404	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1087							181		
102	102	811/2	0.0	3/8	3/8	Chord	2/2	1	1	0	grace32		1/32	1	1088									
102	102	811/2	0.0	3/8	3/8	Chord	2/2	1	1	0	grace32		1/32	1	1089									
102	102	811/2	0.0	3/8	3/8	Chord	2/2	1	1	0	grace32		1/32	1	1090									
102	102	811/2	0.0	3/8	3/8	Chord	2/2	1	1	0	grace32		1/32	1	1091									
102	102	811/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1092									
102	102	406	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1093									
102	102	407	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1094									
102	102	404	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	1095									
102	102	406	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1096									
102	102	404	4.0	0	0	Chord	2/2	2	2	1			1	1	1097									
103	103	408	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1098							182		
103	103	817/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1099							182		
103	103	409	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1100							182		
103	103	819/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1101							182		
103	103	410	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1102							182		
103	103	821/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1103							182		
103	103	411	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1104							182		
103	103	823/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1105									
103	103	408	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	1106									
103	103	410	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1107									
103	103	408	4.0	0	0	Chord	2/2	2	2	1			1	1	1108									
104	104	412	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1109							183		
104	104	825/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1110							183		
104	104	413	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1111							183		
104	104	827/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1112									
104	104	414	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1113							184		
104	104	829/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1114							184		
104	104	415	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1115							184		
104	104	831/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1116									
104	104	412	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	1117									
104	104	414	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1118									
104	104	412	4.0	0	0	Chord	2/2	2	2	1			1	1	1119									
105	105	416	0.0	0	0	Dynamic	2/2	1	1	0						p								
105	105	416	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1120							185		
105	105	417	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1121							185		
105	105	418	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1122							185		
105	105	419	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1123									
105	105	416	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1124									
105	105	833/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1125									
105	105	835/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1126									
105	105	418	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1127									
105	105	837/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1128									
105	105	839/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1129									
106	106	420	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1130									
106	106	421	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1131							186		
106	106	422	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1132							186		
106	106	423	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1133									
106	106	420	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1134									
106	106	841/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1135									
106	106	843/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1136									
106	106	422	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1137									
106	106	845/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1138									
106	106	847/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1139									
107	107	424	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1140									
107	107	849/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1141									
107	107	851/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1142									
107	107	426	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1143									
107	107	853/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1144									
107	107	855/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1145									
107	107	424	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1146									
107	107	425	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1147									
107	107	427	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1148							187		
107	107	425	1.0	1/4	1/4	Chord	2/2	2	2	1/4			1/4	1	1149									
107	107	427	1.0	3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	1150									
108	108	428	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1151									
108	108	857/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1152									
108	108	859/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1153									
108	108	430	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1154									
108	108	861/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1155									
108	108	863/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1156									
108	108	428	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1157									
108	108	429	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1158		articStaccatoAbove							
108	108	431	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1159							188		
108	108	428	1.0	0	0	Chord	2/2	2	2	1/4			1/4	1	1160									
108	108	429	1.0	1/4	1/4	Chord	2/2	2	2	1/4			1/4	1	1161		articStaccatoBelow							
108	108	431	1.0	3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	1162									
109	109	432	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1163									
109	109	865/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1164									
109	109	867/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1165									
109	109	434	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1166									
109	109	869/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1167									
109	109	871/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1168									
109	109	432	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1169							189		
109	109	433	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1170							189		
109	109	434	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1171							189		
109	109	435	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1172									
109	109	432	2.0	0	0	Chord	2/2	2	2	1/2			1/2	1	1173									
109	109	434	2.0	1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	1174									
110	110	436	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1175									
110	110	873/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1176							190		
110	110	437	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1177							190		
110	110	875/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1178							190		
110	110	438	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1179							190		
110	110	877/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1180							190		
110	110	439	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1181							190		
110	110	879/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1182									
110	110	436	4.0	0	0	Chord	2/2	2	1	1			1	1	1183									
111	111	440	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1184							191		
111	111	881/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1185							191		
111	111	441	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1186							191		
111	111	883/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1187							191		
111	111	442	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1188							191		
111	111	885/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1189							191		
111	111	443	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1190							191		
111	111	887/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1191									
112	112	444	0.0	0	0	Dynamic	2/2	1	1	0						p								
112	112	444	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1192							192		
112	112	891/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1193									
112	112	446	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1194									
112	112	447	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1195									
112	112	445	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1196									
112	112	446	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1197									
112	112	447	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1198									
113	113	448	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1199							193		
113	113	449	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1200									
113	113	450	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1201									
113	113	448	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1202							194		
113	113	449	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1203									
113	113	450	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1204									
113	113	451	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1205									
114	114	452	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1206							195		
114	114	905/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1207									
114	114	453	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1208							196		
114	114	907/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1209									
114	114	454	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1210							197		
114	114	909/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1211									
114	114	455	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1212							198		
114	114	911/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1213									
114	114	452	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1214									
114	114	453	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1215									
114	114	454	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1216									
114	114	455	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1217									
115	115	456	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1218							199		
115	115	915/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1219							199		
115	115	1831/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1220									
115	115	458	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1221							200		
115	115	917/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1222							200		
115	115	459	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1223							200		
115	115	919/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1224									
115	115	456	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	1225							201		
115	115	458	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1226									
116	116	460	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1227							202		
116	116	923/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24			1/16	2/3	1228							202		
116	116	1385/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24			1/16	2/3	1229							202		
116	116	2771/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24			1/16	2/3	1230							202		
116	116	462	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1231									
116	116	463	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1232									
116	116	461	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1233									
116	116	462	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1234									
116	116	463	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1235									
117	117	464	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1236							203		
117	117	465	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1237									
117	117	466	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1238									
117	117	935/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1239									
117	117	464	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1240							204		
117	117	465	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1241									
117	117	466	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1242									
117	117	467	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1243									
118	118	468	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1244							205		
118	118	937/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1245									
118	118	469	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1246							206		
118	118	939/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1247									
118	118	470	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1248							207		
118	118	471	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1249									
118	118	468	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1250									
118	118	469	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1251									
118	118	470	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1252							208		
118	118	471	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1253									
118	118	470	2.0	1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	1254									
119	119	472	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1255									
119	119	945/2	0.0	1/8	1/8	Dynamic	2/2	1	1	0						f								
119	119	945/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1256									
119	119	473	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1257									
119	119	947/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1258									
119	119	474	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1259									
119	119	949/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1260									
119	119	475	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1261									
119	119	951/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1262									
119	119	472	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1263									
120	120	476	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1264							209		
120	120	955/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1265									
120	120	478	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1266									
120	120	479	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1267									
120	120	476	0.0	0	0	Dynamic	2/2	2	1	0						f								
120	120	476	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1268									
120	120	953/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1269									
120	120	477	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1270									
120	120	955/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1271									
120	120	478	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1272									
120	120	957/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1273									
120	120	479	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1274									
120	120	959/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1275									
121	121	480	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1276							210		
121	121	481	0.0	1/4	1/4	Chord	2/2	1	1	0	grace16		1/16	1	1277									
121	121	481	0.0	1/4	1/4	Chord	2/2	1	1	0	grace16		1/16	1	1278									
121	121	481	0.0	1/4	1/4	Chord	2/2	1	1	0	grace16		1/16	1	1279									
121	121	481	0.0	1/4	1/4	Chord	2/2	1	1	0	grace16		1/16	1	1280									
121	121	481	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1281									
121	121	482	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1282									
121	121	480	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1283									
121	121	961/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1284									
121	121	481	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1285									
121	121	963/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1286									
121	121	482	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1287									
121	121	965/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1288									
121	121	483	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1289									
121	121	967/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1290									
122	122	484	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1291							211		
122	122	969/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1292									
122	122	485	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1293							212		
122	122	971/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1294									
122	122	486	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1295							213		
122	122	973/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1296									
122	122	487	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1297							214		
122	122	975/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1298									
122	122	484	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1299									
122	122	485	2.0	1/4	1/4	Chord	2/2	2	1	1/2			1/2	1	1300									
122	122	487	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1301									
122	122	485	1.0	1/4	1/4	Chord	2/2	2	2	1/4			1/4	1	1302									
122	122	486	1.0	1/2	1/2	Chord	2/2	2	2	1/4			1/4	1	1303									
122	122	487	1.0	3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	1304									
123	123	488	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1305							215		
123	123	979/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1306							215		
123	123	1959/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1307									
123	123	490	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1308							216		
123	123	981/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1309							216		
123	123	491	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1310							216		
123	123	983/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1311									
123	123	488	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	1312							217		
123	123	490	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1313									
123	123	488	2.0	0	0	Chord	2/2	2	2	1/2			1/2	1	1314									
123	123	490	1.0	1/2	1/2	Chord	2/2	2	2	1/4			1/4	1	1315									
124	124	492	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1316							218		
124	124	987/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24			1/16	2/3	1317							218		
124	124	1481/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24			1/16	2/3	1318							218		
124	124	2963/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24			1/16	2/3	1319							218		
124	124	494	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1320									
124	124	989/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1321									
124	124	495	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1322									
124	124	991/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1323									
124	124	492	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1324									
124	124	985/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1325									
