mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
183	182	727/2	731/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1174								
183	182	362	364	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1175								
183	182	362	364	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1176								
183	182	363	365	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1177								
184	183	364	366	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1178								124
184	183	731/2	735/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1179								
184	183	364	366	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	1180								125
184	183	731/2	735/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1181								
184	183	729/2	733/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1182								126
184	183	365	367	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1183								126
184	183	731/2	735/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1184								
184	183	729/2	733/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1185								
185	184	366	368	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1186								127
185	184	735/2	739/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1187								
185	184	366	368	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1188								
185	184	733/2	737/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1189								128
185	184	367	369	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1190								128
185	184	735/2	739/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1191								
185	184	733/2	737/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1192								
186	185	368	370	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1193								129
186	185	739/2	743/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1194								
186	185	368	370	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1195								
186	185	737/2	741/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1196								130
186	185	369	371	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1197								130
186	185	739/2	743/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1198								
187	186	370	372	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	1199								
187	186	370	372	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1200								
187	186	371	373	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1201								
187	186	370	372	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1202								
187	186	371	373	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1203								
187	186	741/2	745/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1204								
187	186	371	373	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1205								
187	186	743/2	747/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1206								
188	187	372	374	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1207								131
188	187	747/2	751/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1208								
188	187	372	374	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1209								
188	187	745/2	749/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1210								
188	187	373	375	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1211								
188	187	747/2	751/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1212								
189	188	374	376	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1213								132
189	188	751/2	755/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1214								
189	188	374	376	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1215								
189	188	749/2	753/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1216								
189	188	375	377	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1217								
189	188	751/2	755/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1218								
190	189	376	378	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	1219								
190	189	376	378	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1220								
190	189	377	379	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1221								
190	189	755/2	759/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1222								
190	189	376	378	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1223								
190	189	377	379	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1224								
191	190	378	380	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1225								
191	190	757/2	761/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1226		articStaccatoAbove						
191	190	379	381	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1227		articStaccatoAbove						
191	190	759/2	763/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1228		articStaccatoAbove						
191	190	378	380	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1229								
192	191	380	382	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1230		articStaccatoAbove						
192	191	763/2	767/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1231		articStaccatoAbove						
192	191	380	382	0.0		0	0	Dynamic	2/4	1	2	0					f							
192	191	380	382	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1232								
192	191	761/2	765/2	0.0		1/8	1/8	Dynamic	2/4	2	1	0					f							
192	191	761/2	765/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1233								
192	191	381	383	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1234								
192	191	763/2	767/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1235								
193	192	382	384	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1236		articStaccatoAbove						
193	192	767/2	771/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1237		articStaccatoAbove						
193	192	765/2	769/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1238								
193	192	383	385	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1239								
193	192	767/2	771/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1240								
194	193	384	386	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	1241								
194	193	384	386	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1242								
194	193	385	387	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1243								
194	193	771/2	775/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1244								
194	193	384	386	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1245								
194	193	385	387	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1246								
195	194	386	388	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1247		articStaccatoAbove						
195	194	773/2	777/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1248		articStaccatoAbove						
195	194	387	389	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1249		articStaccatoAbove						
195	194	775/2	779/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1250		articStaccatoAbove						
195	194	386	388	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1251								
196	195	388	390	0.0		0	0	Dynamic	2/4	1	1	0					p							
196	195	388	390	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1252								133
196	195	779/2	783/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1253								
196	195	777/2	781/2	0.0		1/8	1/8	Dynamic	2/4	2	1	0					p							
196	195	777/2	781/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1254								134
196	195	389	391	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1255								134
196	195	779/2	783/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1256								
196	195	777/2	781/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1257								
197	196	390	392	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1258								135
197	196	781/2	785/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1259								
197	196	391	393	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1260		articStaccatoAbove						
197	196	783/2	787/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1261		articStaccatoAbove						
197	196	781/2	785/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1262								136
197	196	391	393	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1263								136
197	196	783/2	787/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1264								
197	196	781/2	785/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1265								
198	197	392	394	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1266								137
198	197	787/2	791/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1267								
198	197	785/2	789/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1268								138
198	197	393	395	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1269								138
198	197	787/2	791/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1270								
198	197	785/2	789/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1271								
199	198	394	396	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1272								139
199	198	789/2	793/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1273								
199	198	395	397	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1274		articStaccatoAbove						
199	198	791/2	795/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1275		articStaccatoAbove						
199	198	789/2	793/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1276								140
199	198	395	397	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1277								140
199	198	791/2	795/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1278								
199	198	789/2	793/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1279								
200	199	396	398	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1280								
200	199	396	398	0.0		0	0	Dynamic	2/4	1	2	0					f							
200	199	396	398	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	1281								
200	199	795/2	799/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1282								
200	199	793/2	797/2	0.0		1/8	1/8	Dynamic	2/4	2	1	0					f							
200	199	793/2	797/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1283								
200	199	397	399	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1284								
200	199	795/2	799/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1285								
201	200	398	400	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1286								
201	200	398	400	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	1287								
201	200	799/2	803/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1288								
201	200	797/2	801/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1289								
201	200	399	401	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1290								
201	200	799/2	803/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1291								
202	201	400	402	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1292								
202	201	400	402	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	1293								
202	201	803/2	807/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1294								
202	201	801/2	805/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1295								
202	201	401	403	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1296								
202	201	803/2	807/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1297								
203	202	402	404	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1298								
203	202	402	404	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	1299								
203	202	807/2	811/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1300								
203	202	805/2	809/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1301								
203	202	403	405	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1302								
203	202	807/2	811/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1303								
204	203	809/2	813/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1304								141
204	203	405	407	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1305								141
204	203	811/2	815/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1306								
204	203	809/2	813/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	1307								
204	203	404	406	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1308								142
204	203	811/2	815/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1309								
205	204	813/2	817/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1310								143
205	204	407	409	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1311								143
205	204	815/2	819/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1312								
205	204	813/2	817/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	1313								
205	204	406	408	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1314								144
205	204	815/2	819/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1315								
206	205	817/2	821/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1316								145
206	205	409	411	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1317								145
206	205	819/2	823/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1318								
206	205	817/2	821/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	1319								
206	205	408	410	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1320								146
206	205	819/2	823/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1321								
207	206	821/2	825/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1322								147
207	206	411	413	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1323								147
207	206	823/2	827/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1324								
207	206	821/2	825/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	1325								
207	206	410	412	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1326								148
207	206	411	413	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1327								
208	207	412	414	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1328								149
208	207	827/2	831/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1329								
208	207	825/2	829/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1330								150
208	207	413	415	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1331								150
208	207	827/2	831/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1332								
208	207	825/2	829/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1333								
209	208	414	416	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1334								151
209	208	831/2	835/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1335								
209	208	829/2	833/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1336								152
209	208	415	417	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1337								152
209	208	831/2	835/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1338								
209	208	829/2	833/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1339								
210	209	416	418	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1340								153
210	209	835/2	839/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1341								
210	209	833/2	837/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1342								154
210	209	417	419	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1343								154
210	209	835/2	839/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1344								
210	209	833/2	837/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1345								
211	210	418	420	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1346								155
211	210	419	421	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1347								
211	210	837/2	841/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1348								156
211	210	419	421	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1349								156
211	210	839/2	843/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1350								
211	210	837/2	841/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1351								
212	211	420	422	0.0		0	0	Dynamic	2/4	1	1	0					f							
212	211	420	422	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1352								
212	211	843/2	847/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1353								
212	211	420	422	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1354								
212	211	841/2	845/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1355								
212	211	421	423	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1356								
212	211	843/2	847/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1357								
213	212	422	424	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1358								
213	212	847/2	851/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1359								
213	212	422	424	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1360								
213	212	845/2	849/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1361								
213	212	423	425	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1362								
213	212	847/2	851/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1363								
214	213	424	426	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1364								
214	213	851/2	855/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1365								
214	213	424	426	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1366								
214	213	849/2	853/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1367								
214	213	425	427	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1368								
214	213	851/2	855/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1369								
215	214	426	428	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1370								
215	214	855/2	859/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1371								
215	214	426	428	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1372								
215	214	853/2	857/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1373								
215	214	427	429	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1374								
215	214	855/2	859/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1375								
216	215	428	430	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1376								
216	215	857/2	861/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1377								
216	215	429	431	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1378								
216	215	859/2	863/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1379								
216	215	428	430	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1380								
216	215	429	431	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1381								
217	216	430	432	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1382								
217	216	861/2	865/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1383								
217	216	431	433	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1384								
217	216	863/2	867/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1385								
217	216	430	432	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1386								
217	216	431	433	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1387								
218	217	432	434	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1388								
218	217	433	435	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1389								
218	217	432	434	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1390								
218	217	433	435	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1391								
219	218	434	436	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1392								
219	218	434	436	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1393								
219	218	869/2	873/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1394								
219	218	435	437	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1395								
219	218	871/2	875/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1396								
220	219	436	438	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1397								
220	219	873/2	877/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1398								
220	219	437	439	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1399								
220	219	875/2	879/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1400								
220	219	436	438	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1401								
220	219	875/2	879/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1402								
221	220	438	440	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1403								
221	220	877/2	881/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1404								
221	220	439	441	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1405								
221	220	879/2	883/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1406								
221	220	438	440	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1407								
221	220	879/2	883/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1408								
222	221	440	442	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1409								
222	221	881/2	885/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1410								
222	221	441	443	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1411								
222	221	883/2	887/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1412								
222	221	440	442	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1413								
222	221	883/2	887/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1414								
223	222	442	444	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1415								
223	222	885/2	889/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1416								
223	222	443	445	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1417								
223	222	887/2	891/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1418								
223	222	442	444	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1419								
223	222	887/2	891/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1420								
224	223	444	446	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1421								
224	223	889/2	893/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1422								
224	223	445	447	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1423								
224	223	891/2	895/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1424								
224	223	444	446	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1425								
224	223	445	447	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1426								
225	224	446	448	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1427								
225	224	893/2	897/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1428								
225	224	447	449	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1429								
225	224	895/2	899/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1430								
225	224	446	448	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1431								
225	224	447	449	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1432								
226	225	448	450	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1433								
226	225	449	451	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1434								
226	225	448	450	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1435								
226	225	897/2	901/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1436								
226	225	449	451	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1437								
226	225	899/2	903/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1438								
227	226	450	452	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1439								157
227	226	901/2	905/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1440								
227	226	451	453	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1441								
227	226	903/2	907/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1442								
227	226	901/2	905/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1443								158
227	226	451	453	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1444								158
227	226	903/2	907/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1445								158
228	227	452	454	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1446								159
228	227	905/2	909/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1447								159
228	227	453	455	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1448								159
228	227	907/2	911/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1449								
228	227	452	454	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1450								
228	227	452	454	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1451								158
228	227	905/2	909/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1452								158
228	227	453	455	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1453								158
228	227	907/2	911/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1454								
229	228	454	456	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1455								160
229	228	909/2	913/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1456								
229	228	455	457	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1457								
