mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
167	166	993/2	993/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1747		articStaccatoAbove								
167	166	497	497	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1748		articStaccatoAbove								
167	166	995/2	995/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1749		articStaccatoAbove								
167	166	498	498	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1750		articStaccatoAbove								
167	166	997/2	997/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1751		articStaccatoAbove								
167	166	499	499	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1752		articStaccatoAbove								
167	166	993/2	993/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1753										
168	167	999/2	999/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1754										
168	167	1001/2	1001/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1755										
168	167	1001/2	1001/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1756										
168	167	1001/2	1001/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1757										
168	167	1001/2	1001/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1758									128	
168	167	2003/4	2003/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1759										
168	167	501	501	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1760									129	
168	167	502	502	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1761										
168	167	501	501	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1762										
169	168	1005/2	1005/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1763										
169	168	2011/4	2011/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1764										
169	168	503	503	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1765										
169	168	2013/4	2013/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1766										
169	168	1007/2	1007/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1767										
169	168	2015/4	2015/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1768										
169	168	504	504	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1769										
169	168	2017/4	2017/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1770										
169	168	1009/2	1009/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1771										
169	168	2019/4	2019/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1772										
169	168	505	505	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1773										
169	168	2021/4	2021/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1774										
169	168	1005/2	1005/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1775										
169	168	503	503	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1776										
169	168	1007/2	1007/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1777										
169	168	504	504	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1778										
169	168	1009/2	1009/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1779										
169	168	505	505	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1780										
170	169	1011/2	1011/2	0.0	0	0	Spanner	6/8	1	1	0														2
170	169	1011/2	1011/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1781										2
170	169	2023/4	2023/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1782										2
170	169	506	506	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1783										2
170	169	2025/4	2025/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1784										2
170	169	1013/2	1013/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1785										2
170	169	2027/4	2027/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1786										2
170	169	507	507	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1787										2
170	169	2029/4	2029/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1788										2
170	169	1015/2	1015/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1789										2
170	169	2031/4	2031/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1790										2
170	169	508	508	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1791										2
170	169	2033/4	2033/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1792										2
170	169	1011/2	1011/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1793										
170	169	506	506	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1794										
170	169	1013/2	1013/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1795										
170	169	507	507	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1796										
170	169	1015/2	1015/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1797										
170	169	508	508	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1798										
171	170	1017/2	1017/2	0.0	0	0	Spanner	6/8	1	1	0														
171	170	1017/2	1017/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1799										
171	170	2035/4	2035/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1800										
171	170	509	509	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1801										
171	170	2037/4	2037/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1802										
171	170	1019/2	1019/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1803										
171	170	2039/4	2039/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1804										
171	170	510	510	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1805										
171	170	2041/4	2041/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1806										
171	170	1021/2	1021/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1807										
171	170	2043/4	2043/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1808										
171	170	511	511	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1809										
171	170	2045/4	2045/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1810										
171	170	1017/2	1017/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1811										
171	170	509	509	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1812										
171	170	1019/2	1019/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1813										
171	170	510	510	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1814										
171	170	1021/2	1021/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1815										
171	170	511	511	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1816										
172	171	1023/2	1023/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1817										
172	171	2047/4	2047/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1818										
172	171	512	512	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1819										
172	171	2049/4	2049/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1820										
172	171	1025/2	1025/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1821										
172	171	2051/4	2051/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1822										
172	171	513	513	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1823										
172	171	2053/4	2053/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1824										
172	171	1027/2	1027/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1825										
172	171	2055/4	2055/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1826										
172	171	514	514	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1827										
172	171	2057/4	2057/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1828										
172	171	1023/2	1023/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1829										
172	171	512	512	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1830										
172	171	1025/2	1025/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1831										
172	171	513	513	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1832										
172	171	1027/2	1027/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1833										
172	171	514	514	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1834										
173	172	1029/2	1029/2	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	1835										
173	172	1029/2	1029/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1836										
174	173	1035/2	1035/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	1837									130	
174	173	2073/4	2073/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1838										
174	173	1037/2	1037/2	0.75	1/4	1/4	Chord	6/8	1	1	3/16		1/8	3/2	1839									131	
174	173	2077/4	2077/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1840										
174	173	1039/2	1039/2	1.5	1/2	1/2	Chord	6/8	1	1	3/8		1/4	3/2	1841									132	
174	173	521	521	0.5	7/8	7/8	Chord	6/8	1	1	1/8		1/8	1	1842									132	
174	173	1043/2	1043/2	0.5	1	1	Chord	6/8	1	1	1/8		1/8	1	1843									132	
174	173	522	522	0.5	9/8	9/8	Chord	6/8	1	1	1/8		1/8	1	1844									132	
174	173	1045/2	1045/2	0.5	5/4	5/4	Chord	6/8	1	1	1/8		1/8	1	1845									132	
174	173	523	523	0.5	11/8	11/8	Chord	6/8	1	1	1/8		1/8	1	1846										
174	173	1047/2	1047/2	0.16666666666666666	3/2	3/2	Chord	6/8	1	1	1/24		1/16	2/3	1847									133	
174	173	1571/3	1571/3	0.16666666666666666	37/24	37/24	Chord	6/8	1	1	1/24		1/16	2/3	1848									133	
174	173	3143/6	3143/6	0.16666666666666666	19/12	19/12	Chord	6/8	1	1	1/24		1/16	2/3	1849									133	
174	173	524	524	0.16666666666666666	13/8	13/8	Chord	6/8	1	1	1/24		1/16	2/3	1850									133	
174	173	3145/6	3145/6	0.16666666666666666	5/3	5/3	Chord	6/8	1	1	1/24		1/16	2/3	1851									133	
174	173	1573/3	1573/3	0.16666666666666666	41/24	41/24	Chord	6/8	1	1	1/24		1/16	2/3	1852									133	
174	173	1049/2	1049/2	0.16666666666666666	7/4	7/4	Chord	6/8	1	1	1/24		1/16	2/3	1853									133	
174	173	1574/3	1574/3	0.16666666666666666	43/24	43/24	Chord	6/8	1	1	1/24		1/16	2/3	1854									133	
174	173	3149/6	3149/6	0.16666666666666666	11/6	11/6	Chord	6/8	1	1	1/24		1/16	2/3	1855									133	
174	173	525	525	0.16666666666666666	15/8	15/8	Chord	6/8	1	1	1/24		1/16	2/3	1856									133	
174	173	3151/6	3151/6	0.16666666666666666	23/12	23/12	Chord	6/8	1	1	1/24		1/16	2/3	1857									133	
174	173	1576/3	1576/3	0.16666666666666666	47/24	47/24	Chord	6/8	1	1	1/24		1/16	2/3	1858									133	
174	173	1051/2	1051/2	0.16666666666666666	2	2	Chord	6/8	1	1	1/24		1/16	2/3	1859									133	
174	173	1577/3	1577/3	0.16666666666666666	49/24	49/24	Chord	6/8	1	1	1/24		1/16	2/3	1860									133	
174	173	3155/6	3155/6	0.16666666666666666	25/12	25/12	Chord	6/8	1	1	1/24		1/16	2/3	1861									133	
174	173	526	526	0.16666666666666666	17/8	17/8	Chord	6/8	1	1	1/24		1/16	2/3	1862									133	
174	173	3157/6	3157/6	0.16666666666666666	13/6	13/6	Chord	6/8	1	1	1/24		1/16	2/3	1863									133	
174	173	1579/3	1579/3	0.16666666666666666	53/24	53/24	Chord	6/8	1	1	1/24		1/16	2/3	1864									133	
174	173	1053/2	1053/2	0.16666666666666666	9/4	9/4	Chord	6/8	1	1	1/24		1/16	2/3	1865									133	
174	173	1580/3	1580/3	0.16666666666666666	55/24	55/24	Chord	6/8	1	1	1/24		1/16	2/3	1866									133	
174	173	3161/6	3161/6	0.16666666666666666	7/3	7/3	Chord	6/8	1	1	1/24		1/16	2/3	1867									133	
174	173	527	527	0.16666666666666666	19/8	19/8	Chord	6/8	1	1	1/24		1/16	2/3	1868									133	
174	173	3163/6	3163/6	0.16666666666666666	29/12	29/12	Chord	6/8	1	1	1/24		1/16	2/3	1869									133	
174	173	1582/3	1582/3	0.16666666666666666	59/24	59/24	Chord	6/8	1	1	1/24		1/16	2/3	1870										
175	173	1055/2	1055/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1871		ornamentTrill								
175	173	1057/2	1057/2	0.0	1/4	1/4	SystemText	6/8	1	1	0							Presto							
175	173	1057/2	1057/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1872										
175	173	1057/2	1057/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1873										
175	173	1057/2	1057/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1874									134	
175	173	2115/4	2115/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1875									134	
175	173	529	529	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1876									134	
175	173	2117/4	2117/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1877									134	
175	173	1059/2	1059/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1878									134	
175	173	2119/4	2119/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1879									134	
175	173	530	530	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1880									134	
175	173	2121/4	2121/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1881									134	
175	173	1061/2	1061/2	0.25	3/4	3/4	Chord	6/8	1	1	1/16		1/16	1	1882									134	
175	173	2123/4	2123/4	0.25	13/16	13/16	Chord	6/8	1	1	1/16		1/16	1	1883									134	
175	173	531	531	0.25	7/8	7/8	Chord	6/8	1	1	1/16		1/16	1	1884									134	
175	173	2125/4	2125/4	0.25	15/16	15/16	Chord	6/8	1	1	1/16		1/16	1	1885									134	
175	173	1063/2	1063/2	0.25	1	1	Chord	6/8	1	1	1/16		1/16	1	1886									134	
175	173	2127/4	2127/4	0.25	17/16	17/16	Chord	6/8	1	1	1/16		1/16	1	1887									134	
175	173	532	532	0.25	9/8	9/8	Chord	6/8	1	1	1/16		1/16	1	1888									134	
175	173	2129/4	2129/4	0.5	19/16	19/16	Chord	6/8	1	1	1/8		1/8	1	1889										
175	173	2133/4	2133/4	0.0	23/16	23/16	SystemText	6/8	1	1	0							Adagio							
175	173	2133/4	2133/4	0.0	23/16	23/16	Chord	6/8	1	1	0	grace16	1/16	1	1890										
175	173	2133/4	2133/4	0.5	23/16	23/16	Chord	6/8	1	1	1/8		1/8	1	1891		articStaccatoAbove								
175	173	2137/4	2137/4	0.0	27/16	27/16	Chord	6/8	1	1	0	grace16	1/16	1	1892										
175	173	2137/4	2137/4	0.5	27/16	27/16	Chord	6/8	1	1	1/8		1/8	1	1893		articStaccatoAbove								
175	173	2141/4	2141/4	0.5	31/16	31/16	Chord	6/8	1	1	1/8		1/8	1	1894									135	
175	173	2143/4	2143/4	0.0	33/16	33/16	Chord	6/8	1	1	0	grace32	1/32	1	1895										
175	173	2143/4	2143/4	0.0	33/16	33/16	Chord	6/8	1	1	0	grace32	1/32	1	1896										
175	173	2143/4	2143/4	0.0	33/16	33/16	Chord	6/8	1	1	0	grace32	1/32	1	1897										
175	173	2143/4	2143/4	0.0	33/16	33/16	Chord	6/8	1	1	0	grace32	1/32	1	1898										
175	173	2143/4	2143/4	0.375	33/16	33/16	Chord	6/8	1	1	3/32		1/16	3/2	1899									136	
175	173	4289/8	4289/8	0.125	69/32	69/32	Chord	6/8	1	1	1/32		1/32	1	1900										
175	173	2145/4	2145/4	0.5	35/16	35/16	Chord	6/8	1	1	1/8		1/8	1	1901										
175	173	2147/4	2147/4	0.0	37/16	37/16	Chord	6/8	1	1	0	grace32	1/32	1	1902										
175	173	2147/4	2147/4	0.0	37/16	37/16	Chord	6/8	1	1	0	grace32	1/32	1	1903										
175	173	2147/4	2147/4	0.0	37/16	37/16	Chord	6/8	1	1	0	grace32	1/32	1	1904										
175	173	2147/4	2147/4	0.0	37/16	37/16	Chord	6/8	1	1	0	grace32	1/32	1	1905										
175	173	2147/4	2147/4	0.5	37/16	37/16	Chord	6/8	1	1	1/8		1/8	1	1906									137	
175	173	2149/4	2149/4	0.5	39/16	39/16	Chord	6/8	1	1	1/8		1/8	1	1907									137	
175	173	2151/4	2151/4	0.5	41/16	41/16	Chord	6/8	1	1	1/8		1/8	1	1908										
176	173	2153/4	2153/4	0.0	0	0	Dynamic	6/8	1	1	0					fp									
176	173	2153/4	2153/4	0.0	0	0	SystemText	6/8	1	1	0							<i>Tempo primo</i>							
176	173	2153/4	2153/4	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	1909										
176	173	2153/4	2153/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1910										
176	173	2157/4	2157/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1911										
177	174	2159/4	2159/4	0.0	0	0	Dynamic	6/8	1	1	0					p									
177	174	2159/4	2159/4	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	1912										
177	174	2159/4	2159/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1913										
177	174	2161/4	2161/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1914		articStaccatoAbove								
177	174	2163/4	2163/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1915		articStaccatoAbove								
177	174	2165/4	2165/4	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1916										
177	174	2165/4	2165/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1917										
177	174	2167/4	2167/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1918		articStaccatoAbove								
177	174	2169/4	2169/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1919		articStaccatoAbove								
177	174	2159/4	2159/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1920										
177	174	2165/4	2165/4	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1921										
178	175	2171/4	2171/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1922									138	
178	175	2175/4	2175/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1923										
178	175	2177/4	2177/4	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1924										
178	175	2177/4	2177/4	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1925									139	
178	175	2181/4	2181/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1926										
178	175	2171/4	2171/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1927										
179	176	2183/4	2183/4	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	1928										
179	176	2183/4	2183/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1929										
179	176	2185/4	2185/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1930		articStaccatoAbove								
179	176	2187/4	2187/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1931		articStaccatoAbove								
179	176	2189/4	2189/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1932		articStaccatoAbove								
179	176	2191/4	2191/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1933		articStaccatoAbove								
179	176	2193/4	2193/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1934		articStaccatoAbove								
179	176	2183/4	2183/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1935										
179	176	2189/4	2189/4	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1936										
180	177	2195/4	2195/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1937									140	
180	177	2199/4	2199/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1938										
180	177	2201/4	2201/4	0.0	3/8	3/8	Dynamic	6/8	1	1	0					f									
180	177	2201/4	2201/4	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1939										
180	177	2201/4	2201/4	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1940										
180	177	2205/4	2205/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1941										
180	177	2195/4	2195/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1942										
180	177	2201/4	2201/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1943		articStaccatoAbove								
180	177	2203/4	2203/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1944		articStaccatoAbove								
180	177	2205/4	2205/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1945		articStaccatoAbove								
181	178	2207/4	2207/4	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	1946										
181	178	2207/4	2207/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1947										
181	178	2209/4	2209/4	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1948										
181	178	1105/2	1105/2	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1949										
181	178	2211/4	2211/4	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1950										
181	178	553	553	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1951										
181	178	2213/4	2213/4	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1952										
181	178	2213/4	2213/4	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1953										
181	178	2217/4	2217/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1954										
181	178	2207/4	2207/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1955										
181	178	2213/4	2213/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1956										
181	178	2215/4	2215/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1957										
181	178	2217/4	2217/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1958										
182	179	2219/4	2219/4	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	1959										
182	179	2219/4	2219/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1960										
182	179	2221/4	2221/4	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1961										
182	179	1111/2	1111/2	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1962										
182	179	2223/4	2223/4	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1963										
182	179	556	556	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1964										
182	179	2225/4	2225/4	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1965										
182	179	2225/4	2225/4	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1966										
182	179	2229/4	2229/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1967										
182	179	2219/4	2219/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1968										
182	179	2225/4	2225/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1969										
182	179	2227/4	2227/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1970										
182	179	2229/4	2229/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1971										
183	180	2231/4	2231/4	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1972										
183	180	558	558	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1973										
183	180	2233/4	2233/4	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1974										
183	180	1117/2	1117/2	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1975										
183	180	2235/4	2235/4	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1976										
183	180	559	559	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1977										
183	180	2237/4	2237/4	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1978										
183	180	1119/2	1119/2	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1979										
183	180	2239/4	2239/4	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1980										
183	180	560	560	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1981										
183	180	2241/4	2241/4	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1982										
183	180	1121/2	1121/2	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1983										
183	180	2231/4	2231/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1984										
183	180	2237/4	2237/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1985										
184	181	2243/4	2243/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1986										
184	181	2249/4	2249/4	0.0	3/8	3/8	Dynamic	6/8	1	1	0					p									
184	181	2249/4	2249/4	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1987										
184	181	2249/4	2249/4	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1988										
184	181	2253/4	2253/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1989										
184	181	2243/4	2243/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1990										
185	182	2255/4	2255/4	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	1991										
185	182	2255/4	2255/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1992										
185	182	2257/4	2257/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1993		articStaccatoBelow								
185	182	2259/4	2259/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1994		articStaccatoBelow								
185	182	2261/4	2261/4	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1995										
185	182	2261/4	2261/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1996										
185	182	2263/4	2263/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1997		articStaccatoBelow								
185	182	2265/4	2265/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1998		articStaccatoBelow								
185	182	2255/4	2255/4	0.0	0	0	Dynamic	6/8	2	1	0					p									
185	182	2255/4	2255/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1999										
185	182	2261/4	2261/4	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	2000										
186	183	2267/4	2267/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	2001									141	
