mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
33	33	96	96	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	277									47	
33	33	193/2	193/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	278									47	
33	33	387/4	387/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	279										
33	33	97	97	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	280										
33	33	98	98	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	281										
33	33	98	98	0.0		1/2	1/2	Dynamic	3/4	2	1	0					p									
33	33	98	98	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	282										
34	34	99	99	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	283									48	
34	34	100	100	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	284									48	
34	34	203/2	203/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	285										
34	34	99	99	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	286									49	
34	34	100	100	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	287										
35	35	102	102	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	288									50	
35	35	205/2	205/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	289									50	
35	35	103	103	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	290									50	
35	35	207/2	207/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	291									50	
35	35	104	104	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	292									50	
35	35	209/2	209/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	293										
36	36	105	105	0.0		0	0	Spanner	3/4	1	1	0														2
36	36	105	105	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	294									51	2
36	36	211/2	211/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	295									51	2
36	36	106	106	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	296									51	2
36	36	213/2	213/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	297										2
36	36	105	105	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	298									52	
36	36	211/2	211/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	299									52	
36	36	106	106	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	300									52	
36	36	213/2	213/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	301									52	
36	36	107	107	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	302									52	
36	36	215/2	215/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	303										
37	37	108	108	0.0		0	0	Spanner	3/4	1	1	0														
37	37	108	108	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	304									53	
37	37	217/2	217/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	305									53	
37	37	109	109	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	306									53	
37	37	219/2	219/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	307										
37	37	108	108	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	308									54	
37	37	217/2	217/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	309									54	
37	37	109	109	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	310									54	
37	37	219/2	219/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	311									54	
37	37	110	110	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	312									54	
37	37	221/2	221/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	313										
38	38	111	111	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	314									55	
38	38	223/2	223/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	315									55	
38	38	112	112	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	316									55	
38	38	225/2	225/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	317										
38	38	111	111	0.0		0	0	Dynamic	3/4	2	1	0					p									
38	38	111	111	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	318									56	
38	38	223/2	223/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	319									56	
38	38	112	112	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	320									56	
38	38	225/2	225/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	321									56	
38	38	113	113	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	322									56	
38	38	227/2	227/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	323										
39	39	114	114	0.0		0	0	Dynamic	3/4	1	1	0					p									
39	39	114	114	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	324									57	
39	39	229/2	229/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	325									57	
39	39	115	115	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	326									57	
39	39	231/2	231/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	327									57	
39	39	116	116	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	328									57	
39	39	233/2	233/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	329										
39	39	114	114	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	330										
40	40	117	117	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	331										
40	40	471/4	471/4	0.0		3/16	3/16	Chord	3/4	1	1	0	grace16	1/16	1	332										
40	40	471/4	471/4	0.0		3/16	3/16	Chord	3/4	1	1	0	grace16	1/16	1	333										
40	40	471/4	471/4	0.0		3/16	3/16	Chord	3/4	1	1	0	grace16	1/16	1	334										
40	40	471/4	471/4	0.0		3/16	3/16	Chord	3/4	1	1	0	grace16	1/16	1	335										
40	40	471/4	471/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	336										
40	40	118	118	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	337									58	
40	40	119	119	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	338										
40	40	117	117	0.75		0	0	Chord	3/4	2	1	3/16		1/8	3/2	339										
40	40	471/4	471/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	340										
40	40	118	118	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	341									59	
40	40	119	119	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	342										
40	40	118	118	2.0		1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	343										
41	41	120	120	0.0		0	0	Dynamic	3/4	1	1	0					f									
41	41	120	120	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	344										
41	41	120	120	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	345										
41	41	120	120	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	346		articStaccatoAbove								
41	41	121	121	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	347										
41	41	120	120	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	348									60	
41	41	241/2	241/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	349									60	
41	41	121	121	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	350									60	
41	41	243/2	243/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	351									60	
41	41	122	122	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	352									60	
41	41	245/2	245/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	353										
42	42	123	123	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	354									61	
42	42	493/4	493/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	355									61	
42	42	247/2	247/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	356									61	
42	42	495/4	495/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	357										
42	42	124	124	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	358									62	
42	42	497/4	497/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	359									62	
42	42	249/2	249/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	360									62	
42	42	499/4	499/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	361										
42	42	125	125	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	362									63	
42	42	501/4	501/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	363									63	
42	42	251/2	251/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	364									63	
42	42	503/4	503/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	365										
42	42	123	123	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	366									64	
42	42	247/2	247/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	367									64	
42	42	124	124	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	368									64	
42	42	249/2	249/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	369									64	
42	42	125	125	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	370									64	
42	42	251/2	251/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	371										
43	43	126	126	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	372										
43	43	505/4	505/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	373										
43	43	253/2	253/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	374										
43	43	507/4	507/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	375										
43	43	127	127	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	376										
43	43	257/2	257/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	377										
43	43	126	126	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	378									65	
43	43	253/2	253/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	379									65	
43	43	127	127	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	380									65	
43	43	255/2	255/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	381									65	
43	43	128	128	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	382									65	
43	43	257/2	257/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	383										
44	44	129	129	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	384									66	
44	44	517/4	517/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	385									66	
44	44	259/2	259/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	386									66	
44	44	519/4	519/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	387										
44	44	130	130	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	388									67	
44	44	521/4	521/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	389									67	
44	44	261/2	261/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	390									67	
44	44	523/4	523/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	391										
44	44	131	131	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	392									68	
44	44	525/4	525/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	393									68	
44	44	263/2	263/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	394									68	
44	44	527/4	527/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	395										
44	44	129	129	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	396									69	
44	44	259/2	259/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	397									69	
44	44	130	130	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	398									69	
44	44	261/2	261/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	399									69	
44	44	131	131	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	400									69	
44	44	263/2	263/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	401										
45	45	132	132	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	402										
45	45	529/4	529/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	403										
45	45	265/2	265/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	404										
45	45	531/4	531/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	405										
45	45	133	133	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	406										
45	45	533/4	533/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	407										
45	45	267/2	267/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	408										
45	45	535/4	535/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	409										
45	45	134	134	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	410										
45	45	537/4	537/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	411										
45	45	269/2	269/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	412										
45	45	539/4	539/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	413										
45	45	132	132	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	414										
45	45	133	133	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	415										
45	45	134	134	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	416										
46	46	135	135	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	417									70	
46	46	541/4	541/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	418									70	
46	46	271/2	271/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	419									70	
46	46	543/4	543/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	420										
46	46	136	136	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	421									71	
46	46	545/4	545/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	422									71	
46	46	273/2	273/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	423									71	
46	46	547/4	547/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	424										
46	46	137	137	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	425									72	
46	46	549/4	549/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	426									72	
46	46	275/2	275/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	427									72	
46	46	551/4	551/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	428										
46	46	135	135	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	429										
47	47	138	138	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	430		ornamentTrill								
47	47	555/4	555/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	431										
47	47	1111/8	1111/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	432										
47	47	139	139	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	433										
47	47	140	140	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	434										
47	47	140	140	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	435										
47	47	138	138	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	436										
47	47	139	139	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	437									73	
47	47	140	140	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	438										
47	47	138	138	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	439										
47	47	139	139	2.0		1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	440										
48	48	141	141	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	441										
48	48	141	141	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	442										
48	48	142	142	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	443										
49	49	144	144	0.0		0	0	Dynamic	3/4	1	1	0					p									
49	49	144	144	0.0		0	0	SystemText	3/4	1	1	0							"<font size=""16""/>TRIO"							
49	49	144	144	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	444									74	
49	49	289/2	289/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	445									74	
49	49	145	145	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	446									74	
49	49	291/2	291/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	447									74	
49	49	146	146	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	448									74	
49	49	293/2	293/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	449									74	
49	49	144	144	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	450										
50	50	147	147	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	451									74	
50	50	295/2	295/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	452									74	
50	50	148	148	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	453									74	
50	50	297/2	297/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	454									74	
50	50	149	149	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	455									74	
50	50	299/2	299/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	456										
50	50	147	147	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	457										
51	51	150	150	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	458									75	
51	51	301/2	301/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	459									75	
51	51	151	151	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	460									75	
51	51	303/2	303/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	461									75	
51	51	152	152	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	462									75	
51	51	305/2	305/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	463									75	
51	51	152	152	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	464									76	
52	52	153	153	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	465									75	
52	52	307/2	307/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	466										
52	52	154	154	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	467									77	
52	52	309/2	309/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	468									77	
52	52	155	155	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	469									77	
52	52	311/2	311/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	470										
52	52	153	153	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	471										
52	52	154	154	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	472									78	
52	52	309/2	309/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	473									78	
52	52	155	155	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	474									78	
52	52	311/2	311/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	475										
53	53	156	156	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	476									79	
53	53	313/2	313/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	477									79	
53	53	157	157	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	478									79	
53	53	315/2	315/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	479									79	
53	53	158	158	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	480									79	
53	53	317/2	317/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	481									79	
53	53	156	156	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	482									80	
53	53	157	157	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	483									80	
53	53	158	158	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	484										
54	54	159	159	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	485									79	
54	54	319/2	319/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	486										
54	54	160	160	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	487									81	
54	54	321/2	321/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	488									81	
54	54	161	161	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	489									81	
54	54	323/2	323/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	490										
54	54	159	159	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	491										
55	55	162	162	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	492									82	
55	55	325/2	325/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	493									82	
55	55	163	163	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	494									82	
55	55	327/2	327/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	495									82	
55	55	164	164	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	496									82	
55	55	329/2	329/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	497										
55	55	162	162	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	498									83	
55	55	163	163	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	499									83	
55	55	164	164	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	500										
56	56	165	165	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	501									84	
56	56	331/2	331/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	502										
56	56	166	166	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	503									85	
56	56	333/2	333/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	504									85	
56	56	167	167	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	505									85	
56	56	335/2	335/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	506										
56	56	165	165	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	507										
56	56	166	166	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	508									86	
56	56	333/2	333/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	509									86	
56	56	167	167	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	510									86	
56	56	335/2	335/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	511										
57	57	168	168	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	512									87	
57	57	337/2	337/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	513									87	
57	57	169	169	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	514									87	
57	57	339/2	339/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	515									87	
57	57	170	170	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	516									87	
57	57	341/2	341/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	517										
57	57	168	168	0.0		0	0	Chord	3/4	2	1	0	grace16	1/16	1	518										
57	57	168	168	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	519										
57	57	169	169	0.0		1/4	1/4	Chord	3/4	2	1	0	grace16	1/16	1	520										
57	57	169	169	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	521										
57	57	170	170	0.0		1/2	1/2	Chord	3/4	2	1	0	grace16	1/16	1	522										
57	57	170	170	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	523										
58	58	171	171	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	524									88	
58	58	343/2	343/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	525										
58	58	172	172	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	526									89	
58	58	345/2	345/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	527									89	
58	58	173	173	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	528									89	
58	58	347/2	347/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	529										
58	58	172	172	2.0		1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	530									90	
58	58	171	171	0.0		0	0	Chord	3/4	2	1	0	grace16	1/16	1	531										
58	58	171	171	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	532										
58	58	172	172	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	533									91	
58	58	345/2	345/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	534									91	
58	58	173	173	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	535									91	
58	58	347/2	347/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	536										
59	59	174	174	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	537									92	
59	59	349/2	349/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	538									92	
59	59	175	175	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	539									92	
59	59	351/2	351/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	540									92	
59	59	176	176	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	541									92	
59	59	353/2	353/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	542										
59	59	174	174	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	543										
59	59	175	175	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	544										
59	59	176	176	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	545										
59	59	174	174	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	546										
59	59	175	175	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	547										
59	59	176	176	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	548										
60	60	177	177	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	549									93	
60	60	355/2	355/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	550										
60	60	178	178	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	551									94	
60	60	357/2	357/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	552									94	
60	60	179	179	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	553									94	
60	60	359/2	359/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	554										
60	60	177	177	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	555										
60	60	178	178	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	556									95	
60	60	357/2	357/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	557									95	
60	60	179	179	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	558									95	
60	60	359/2	359/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	559										
61	61	180	180	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	560									96	
61	61	361/2	361/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	561									96	
61	61	181	181	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	562									96	
