mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
94	94	281	281	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	857									135	
94	94	563/2	563/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	858										
94	94	280	280	2.0		1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	859									136	
94	94	279	279	0.0		0	0	Chord	3/4	2	1	0	grace16	1/16	1	860										
94	94	279	279	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	861										
94	94	280	280	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	862									137	
94	94	561/2	561/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	863									137	
94	94	281	281	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	864									137	
94	94	563/2	563/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	865										
95	95	282	282	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	866									138	
95	95	283	283	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	867									138	
95	95	284	284	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	868										
95	95	282	282	0.5		0	0	Chord	3/4	1	2	1/8		1/8	1	869									139	
95	95	565/2	565/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	870									139	
95	95	283	283	0.5		1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	871									139	
95	95	567/2	567/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	872									139	
95	95	284	284	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	873									139	
95	95	569/2	569/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	874										
95	95	282	282	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	875										
95	95	283	283	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	876										
95	95	284	284	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	877										
96	96	285	285	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	878									140	
96	96	571/2	571/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	879										
96	96	286	286	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	880									141	
96	96	573/2	573/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	881									141	
96	96	287	287	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	882									141	
96	96	575/2	575/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	883										
96	96	285	285	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	884										
96	96	285	285	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	885										
96	96	286	286	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	886									142	
96	96	573/2	573/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	887									142	
96	96	287	287	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	888									142	
96	96	575/2	575/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	889										
97	97	288	288	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	890									143	
97	97	577/2	577/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	891									143	
97	97	289	289	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	892									143	
97	97	579/2	579/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	893									143	
97	97	290	290	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	894									143	
97	97	581/2	581/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	895										
97	97	288	288	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	896									144	
97	97	289	289	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	897									144	
97	97	290	290	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	898										
98	98	291	291	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	899									145	
98	98	583/2	583/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	900										
98	98	292	292	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	901									146	
98	98	585/2	585/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	902									146	
98	98	293	293	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	903									146	
98	98	587/2	587/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	904										
98	98	292	292	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	905										
98	98	291	291	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	906										
98	98	292	292	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	907										
98	98	293	293	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	908										
99	99	294	294	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	909									147	
99	99	589/2	589/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	910										
99	99	295	295	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	911									148	
99	99	591/2	591/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	912									148	
99	99	296	296	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	913									148	
99	99	593/2	593/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	914										
99	99	295	295	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	915										
99	99	294	294	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	916										
99	99	295	295	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	917										
99	99	296	296	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	918										
100	100		297	0.5	1	0	0	Chord	3/4	1	1	1/8		1/8	1	919									149	
100	100		595/2	0.5	1	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	920									149	
100	100		298	0.5	1	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	921									149	
100	100		597/2	0.5	1	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	922									149	
100	100		299	0.5	1	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	923									149	
100	100		599/2	0.5	1	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	924										
100	100		297	1.0	1	0	0	Chord	3/4	2	1	1/4		1/4	1	925										
101	100	297	300	1.0	2	0	0	Chord	3/4	1	1	1/4		1/4	1	926										
101	100	297	300	1.0	2	0	0	Chord	3/4	2	1	1/4		1/4	1	927										
101	100	298	301	1.0	2	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	928										
