mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
41	40	158	158	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	566									71
41	40	633/4	633/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	567									
41	40	317/2	317/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	568									72
41	40	319/2	319/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	569									
41	40	160	160	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	570		articStaccatissimoAbove							
41	40	313/2	313/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	571									73
41	40	157	157	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	572									73
41	40	315/2	315/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	573									73
41	40	158	158	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	574									73
41	40	317/2	317/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	575									73
41	40	159	159	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	576									73
41	40	319/2	319/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	577									73
41	40	160	160	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	578									
42	41	321/2	321/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	579									
42	41	643/4	643/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	580									
42	41	161	161	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	581									
42	41	645/4	645/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	582									
42	41	323/2	323/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	583									
42	41	647/4	647/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	584									
42	41	162	162	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	585									
42	41	649/4	649/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	586									
42	41	325/2	325/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	587									
42	41	651/4	651/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	588									
42	41	163	163	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	589									
42	41	653/4	653/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	590									
42	41	327/2	327/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	591									
42	41	655/4	655/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	592									
42	41	164	164	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	593									
42	41	657/4	657/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	594									
42	41	321/2	321/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	595									
42	41	325/2	325/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	596									
43	42	329/2	329/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	597									
43	42	659/4	659/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	598									
43	42	165	165	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	599									
43	42	661/4	661/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	600									
43	42	331/2	331/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	601									
43	42	663/4	663/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	602									
43	42	166	166	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	603									
43	42	665/4	665/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	604									
43	42	333/2	333/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	605									74
43	42	335/2	335/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	606									
43	42	329/2	329/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	607									
43	42	331/2	331/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	608									
43	42	333/2	333/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	609									75
43	42	335/2	335/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	610									
43	42	329/2	329/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	611									
43	42	333/2	333/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	612									
43	42	335/2	335/2	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	613									
44	42	168	168	0.25	0	7/8	Chord	4/4	1	1	1/16		1/16	1	614									76
44	42	673/4	673/4	0.25	1/16	15/16	Chord	4/4	1	1	1/16		1/16	1	615									76
45	43	337/2	337/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	616									
45	43	170	170	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	617									77
45	43	681/4	681/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	618									77
45	43	341/2	341/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	619									
45	43	172	172	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	620									78
45	43	689/4	689/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	621									78
45	43	169	169	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	622									
45	43	339/2	339/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	623									
45	43	171	171	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	624									
45	43	343/2	343/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	625									
46	44	345/2	345/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	626									
46	44	173	173	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	627									79
46	44	347/2	347/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	628									79
46	44	174	174	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	629									
46	44	349/2	349/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	630									80
46	44	175	175	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	631									80
46	44	351/2	351/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	632									80
46	44	176	176	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	633									
47	45	353/2	353/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	634									
47	45	177	177	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	635									
47	45	355/2	355/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	636									
47	45	178	178	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	637									
47	45	357/2	357/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	638									
47	45	179	179	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	639									
47	45	359/2	359/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	640									
47	45	180	180	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	641									
47	45	355/2	355/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	642									
47	45	359/2	359/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	643									
48	46	361/2	361/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	644									
48	46	181	181	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	645									
48	46	363/2	363/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	646									
48	46	182	182	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	647									
48	46	365/2	365/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	648									81
48	46	183	183	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	649									
48	46	367/2	367/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	650		articStaccatoBelow							
48	46	184	184	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	651		articStaccatoBelow							
48	46	363/2	363/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	652									82
48	46	365/2	365/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	653									
49	47	369/2	369/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	654		articStaccatoAbove							
49	47	185	185	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	655		articStaccatoAbove							
49	47	371/2	371/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	656		articStaccatoAbove							
49	47	186	186	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	657		articStaccatoAbove							
49	47	373/2	373/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	658		articStaccatoAbove							
49	47	187	187	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	659		articStaccatoAbove							
49	47	375/2	375/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	660		articStaccatoAbove							
49	47	188	188	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	661		articStaccatoAbove							
49	47	185	185	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	662		articStaccatoBelow							
49	47	371/2	371/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	663		articStaccatoBelow							
49	47	186	186	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	664		articStaccatoBelow							
49	47	373/2	373/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	665		articStaccatoBelow							
49	47	187	187	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	666		articStaccatoBelow							
49	47	375/2	375/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	667									
49	47	375/2	375/2	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	668		articStaccatoBelow							
49	47	188	188	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	669		articStaccatoBelow							
50	48	377/2	377/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	670		articStaccatoAbove							
50	48	189	189	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	671		articStaccatoAbove							
50	48	379/2	379/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	672		articStaccatoAbove							
50	48	190	190	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	673		articStaccatoAbove							
50	48	381/2	381/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	674									
50	48	377/2	377/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	675									
50	48	379/2	379/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	676									
50	48	381/2	381/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	677		articStaccatoAbove							
50	48	191	191	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	678		articStaccatoAbove							
50	48	383/2	383/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	679		articStaccatoAbove							
50	48	192	192	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	680		articStaccatoAbove							
50	48	377/2	377/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	681									
51	49	193	193	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	682									83
51	49	387/2	387/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	683									83
51	49	194	194	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	684									83
51	49	389/2	389/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	685									83
51	49	195	195	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	686									83
51	49	391/2	391/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	687									83
51	49	196	196	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	688									83
51	49	385/2	385/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	689		articStaccatoAbove							
51	49	193	193	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	690		articStaccatoAbove							
51	49	387/2	387/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	691		articStaccatoAbove							
51	49	194	194	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	692		articStaccatoAbove							
51	49	389/2	389/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	693		articStaccatoAbove							
51	49	195	195	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	694		articStaccatoAbove							
51	49	391/2	391/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	695		articStaccatoAbove							
51	49	196	196	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	696		articStaccatoAbove							
52	50	393/2	393/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	697									
52	50	197	197	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	698									84
52	50	395/2	395/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	699									84
52	50	198	198	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	700									84
52	50	397/2	397/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	701									84
52	50	199	199	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	702									84
52	50	399/2	399/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	703									84
52	50	200	200	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	704									84
52	50	393/2	393/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	705		articStaccatoAbove							
52	50	197	197	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	706		articStaccatoAbove							
52	50	395/2	395/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	707		articStaccatoAbove							
52	50	198	198	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	708		articStaccatoAbove							
52	50	397/2	397/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	709		articStaccatoAbove							
52	50	199	199	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	710		articStaccatoAbove							
52	50	399/2	399/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	711		articStaccatoAbove							
52	50	200	200	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	712		articStaccatoAbove							
53	51	401/2	401/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	713									
53	51	201	201	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	714									85
53	51	403/2	403/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	715									85
53	51	202	202	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	716									85
53	51	405/2	405/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	717									85
53	51	203	203	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	718									85
53	51	407/2	407/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	719									
53	51	204	204	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	720									86
53	51	401/2	401/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	721		articStaccatoAbove							
53	51	201	201	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	722		articStaccatoAbove							
53	51	403/2	403/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	723		articStaccatoAbove							
53	51	202	202	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	724		articStaccatoAbove							
53	51	405/2	405/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	725		articStaccatoBelow							
53	51	203	203	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	726		articStaccatoBelow							
53	51	407/2	407/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	727		articStaccatoBelow							
53	51	204	204	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	728		articStaccatoBelow							
54	52	409/2	409/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	729									86
54	52	205	205	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	730									86
54	52	411/2	411/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	731									86
54	52	206	206	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	732									
54	52	413/2	413/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	733									87
54	52	207	207	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	734									87
54	52	415/2	415/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	735									87
54	52	208	208	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	736									
54	52	409/2	409/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	737									88
54	52	205	205	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	738									88
54	52	411/2	411/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	739									88
54	52	206	206	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	740									
54	52	413/2	413/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	741		articStaccatissimoBelow							
55	53	417/2	417/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	742									
55	53	209	209	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	743									
55	53	419/2	419/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	744									
55	53	210	210	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	745									
55	53	421/2	421/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	746									
55	53	211	211	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	747									
55	53	423/2	423/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	748									
55	53	212	212	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	749									
55	53	419/2	419/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	750									
55	53	423/2	423/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	751									
56	54	425/2	425/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	752									
56	54	213	213	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	753									
56	54	427/2	427/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	754									
56	54	214	214	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	755									
56	54	429/2	429/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	756									89
56	54	215	215	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	757									
56	54	431/2	431/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	758		articStaccatoBelow							
56	54	216	216	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	759		articStaccatoBelow							
56	54	427/2	427/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	760									90
56	54	429/2	429/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	761									
57	55	433/2	433/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	762		articStaccatoAbove							
57	55	217	217	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	763		articStaccatoAbove							
57	55	435/2	435/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	764		articStaccatoAbove							
57	55	218	218	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	765		articStaccatoAbove							
57	55	437/2	437/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	766		articStaccatoAbove							
57	55	219	219	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	767		articStaccatoAbove							
57	55	439/2	439/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	768		articStaccatoAbove							
57	55	220	220	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	769		articStaccatoAbove							
57	55	217	217	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	770		articStaccatoBelow							
57	55	435/2	435/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	771		articStaccatoBelow							
57	55	218	218	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	772		articStaccatoBelow							
57	55	437/2	437/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	773		articStaccatoBelow							
57	55	219	219	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	774		articStaccatoBelow							
57	55	439/2	439/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	775									
57	55	439/2	439/2	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	776		articStaccatoBelow							
57	55	220	220	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	777		articStaccatoBelow							
58	56	441/2	441/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	778		articStaccatoAbove							
58	56	221	221	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	779		articStaccatoAbove							
58	56	443/2	443/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	780		articStaccatoAbove							
58	56	222	222	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	781		articStaccatoAbove							
58	56	445/2	445/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	782									
58	56	441/2	441/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	783									
58	56	443/2	443/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	784									
58	56	445/2	445/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	785		articStaccatoAbove							
58	56	223	223	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	786		articStaccatoAbove							
58	56	447/2	447/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	787		articStaccatoAbove							
58	56	224	224	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	788		articStaccatoAbove							
58	56	441/2	441/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	789									
59	57	226	226	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	790									91
59	57	453/2	453/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	791									91
59	57	227	227	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	792									91
59	57	455/2	455/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	793									91
59	57	228	228	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	794									
59	57	449/2	449/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	795		articStaccatissimoBelow							
59	57	225	225	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	796									92
59	57	451/2	451/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	797									92
59	57	226	226	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	798									92
59	57	453/2	453/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	799									92
59	57	227	227	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	800									92
59	57	455/2	455/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	801									92
59	57	228	228	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	802									
60	58	457/2	457/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	803		articStaccatissimoAbove							
60	58	229	229	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	804									93
60	58	459/2	459/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	805									93
60	58	230	230	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	806									93
60	58	461/2	461/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	807									93
60	58	231	231	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	808									93
60	58	463/2	463/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	809									93
60	58	232	232	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	810									
60	58	457/2	457/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	811									
60	58	230	230	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	812									94
60	58	461/2	461/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	813									94
60	58	231	231	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	814									94
60	58	463/2	463/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	815									94
60	58	232	232	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	816									
61	59	465/2	465/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	817		articStaccatoAbove							
61	59	233	233	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	818		articStaccatoAbove							
61	59	467/2	467/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	819		articStaccatoAbove							
61	59	234	234	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	820		articStaccatoAbove							
61	59	469/2	469/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	821		articStaccatoAbove							
61	59	235	235	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	822		articStaccatoAbove							
61	59	471/2	471/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	823		articStaccatoAbove							
61	59	236	236	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	824		articStaccatoAbove							
61	59	465/2	465/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	825		articStaccatoAbove							
61	59	233	233	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	826		articStaccatoAbove							
61	59	467/2	467/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	827		articStaccatoAbove							
61	59	234	234	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	828		articStaccatoAbove							
61	59	469/2	469/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	829		articStaccatoBelow							
61	59	235	235	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	830		articStaccatoBelow							
61	59	471/2	471/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	831		articStaccatoBelow							
61	59	236	236	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	832		articStaccatoBelow							
62	60	237	237	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	833									95
62	60	475/2	475/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	834									95
62	60	238	238	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	835									
62	60	477/2	477/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	836									96
62	60	239	239	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	837									
62	60	479/2	479/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	838		articStaccatoAbove							
62	60	240	240	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	839		articStaccatoAbove							
