mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
16	16	125/2	125/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	141									
16	16	127/2	127/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	142									
16	16	60	60	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	143									38
16	16	61	61	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	144									38
16	16	62	62	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	145									38
16	16	63	63	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	146									
17	17	64	64	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	147		articStaccatissimoAbove							
17	17	129/2	129/2	0.16666666666666666		1/8	1/8	Chord	2/2	1	1	1/24		1/16	2/3	148									41
17	17	194/3	194/3	0.16666666666666666		1/6	1/6	Chord	2/2	1	1	1/24		1/16	2/3	149									41
17	17	389/6	389/6	0.16666666666666666		5/24	5/24	Chord	2/2	1	1	1/24		1/16	2/3	150									41
17	17	65	65	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	151									
17	17	131/2	131/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	152		articStaccatissimoAbove							
17	17	66	66	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	153		articStaccatissimoAbove							
17	17	133/2	133/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	154		articStaccatissimoAbove							
17	17	67	67	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	155		articStaccatissimoAbove							
17	17	135/2	135/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	156		articStaccatissimoAbove							
17	17	64	64	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	157									
18	18	68	68	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	158									42
18	18	139/2	139/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	159									42
18	18	279/4	279/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	160									42
18	18	70	70	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	161									
18	18	141/2	141/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	162		articStaccatoAbove							43
18	18	71	71	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	163		articStaccatoAbove							43
18	18	143/2	143/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	164		articStaccatoAbove							
18	18	68	68	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	165									44
18	18	70	70	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	166									
19	19	72	72	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	167									45
19	19	74	74	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	168									
19	19	72	72	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	169									46
19	19	73	73	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	170									46
19	19	74	74	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	171									46
19	19	75	75	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	172									
20	20	76	76	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	173		articStaccatoAbove							
20	20	229/3	229/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	174		articStaccatoAbove							
20	20	230/3	230/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	175		articStaccatoAbove							
20	20	77	77	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	176		articStaccatoAbove							
20	20	232/3	232/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	177		articStaccatoAbove							
20	20	233/3	233/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	178		articStaccatoAbove							
20	20	78	78	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	179		articStaccatissimoAbove							
20	20	76	76	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	180									
20	20	77	77	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	181									
20	20	78	78	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	182									
20	20	79	79	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	183									
20	20	76	76	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	184									
20	20	78	78	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	185									
21	21	80	80	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	186									47
21	21	161/2	161/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	187									
21	21	163/2	163/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	188									
21	21	82	82	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	189									48
21	21	165/2	165/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	190									
21	21	167/2	167/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	191									
21	21	80	80	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	192									49
21	21	81	81	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	193									49
21	21	82	82	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	194									49
21	21	83	83	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	195									
22	22	84	84	0.25		0	0	Chord	2/2	1	1	1/16		1/16	1	196									50
22	22	337/4	337/4	0.25		1/16	1/16	Chord	2/2	1	1	1/16		1/16	1	197									50
22	22	169/2	169/2	0.25		1/8	1/8	Chord	2/2	1	1	1/16		1/16	1	198									50
22	22	339/4	339/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	199									50
22	22	85	85	0.25		1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	200									50
22	22	341/4	341/4	0.25		5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	201									50
22	22	171/2	171/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	202									50
22	22	343/4	343/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	203									50
22	22	86	86	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	204									
22	22	84	84	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	205									
22	22	85	85	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	206									
22	22	86	86	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	207									
22	22	87	87	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	208									
22	22	84	84	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	209									
22	22	86	86	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	210									
23	23	88	88	0.75		0	0	Chord	2/2	1	1	3/16		1/8	3/2	211									51
23	23	355/4	355/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	212									
23	23	89	89	2.0		1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	213									52
23	23	91	91	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	214									
23	23	89	89	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	215									
23	23	90	90	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	216									53
23	23	91	91	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	217									
24	24	92	92	0.75		0	0	Chord	2/2	1	1	3/16		1/8	3/2	218									54
24	24	371/4	371/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	219									
24	24	93	93	2.0		1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	220									55
24	24	95	95	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	221									
24	24	93	93	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	222									
24	24	94	94	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	223									56
24	24	95	95	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	224									
25	25	96	96	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	225									57
25	25	193/2	193/2	0.25		1/8	1/8	Chord	2/2	1	1	1/16		1/16	1	226									57
25	25	387/4	387/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	227									57
25	25	97	97	0.25		1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	228									57
25	25	389/4	389/4	0.25		5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	229									57
25	25	195/2	195/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	230									57
25	25	391/4	391/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	231									
25	25	98	98	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	232		articStaccatissimoAbove							
25	25	99	99	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	233		articStaccatissimoAbove							
25	25	96	96	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	234									58
25	25	98	98	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	235									
25	25	99	99	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	236									
26	26	100	100	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	237									59
26	26	203/2	203/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	238									
26	26	102	102	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	239									
26	26	100	100	2.0		0	0	Chord	2/2	1	2	1/2		1/2	1	240									
26	26	100	100	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	241									
26	26	101	101	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	242									
26	26	102	102	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	243									
26	26	103	103	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	244									
27	27	104	104	0.25		0	0	Chord	2/2	1	1	1/16		1/16	1	245									60
27	27	417/4	417/4	0.25		1/16	1/16	Chord	2/2	1	1	1/16		1/16	1	246									60
27	27	209/2	209/2	0.25		1/8	1/8	Chord	2/2	1	1	1/16		1/16	1	247									60
27	27	419/4	419/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	248									
27	27	105	105	2.0		1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	249									61
27	27	107	107	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	250									61
27	27	215/2	215/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	251									
27	27	105	105	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	252									
27	27	106	106	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	253									62
27	27	107	107	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	254									
28	28	108	108	0.25		0	0	Chord	2/2	1	1	1/16		1/16	1	255									63
28	28	433/4	433/4	0.25		1/16	1/16	Chord	2/2	1	1	1/16		1/16	1	256									63
28	28	217/2	217/2	0.25		1/8	1/8	Chord	2/2	1	1	1/16		1/16	1	257									63
28	28	435/4	435/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	258									
28	28	109	109	1.5		1/4	1/4	Chord	2/2	1	1	3/8		1/4	3/2	259									64
28	28	221/2	221/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	260									
28	28	111	111	0.25		3/4	3/4	Chord	2/2	1	1	1/16		1/16	1	261									65
28	28	445/4	445/4	0.25		13/16	13/16	Chord	2/2	1	1	1/16		1/16	1	262									65
28	28	223/2	223/2	0.25		7/8	7/8	Chord	2/2	1	1	1/16		1/16	1	263									65
28	28	447/4	447/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	264									
28	28	109	109	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	265									
28	28	110	110	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	266									66
28	28	111	111	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	267									
29	29	112	112	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	268									67
29	29	225/2	225/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	269									
29	29	113	113	0.0		1/4	1/4	Chord	2/2	1	1	0	grace16	1/16	1	270									
29	29	113	113	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	271									68
29	29	227/2	227/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	272									68
29	29	455/4	455/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	273									
29	29	114	114	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	274									69
29	29	115	115	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	275									69
29	29	231/2	231/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	276									
29	29	113	113	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	277									
29	29	114	114	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	278									
29	29	115	115	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	279									
29	29	114	114	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	280									
30	30	116	116	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	281									
30	30	235/2	235/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	282									70
30	30	471/4	471/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	283									70
30	30	118	118	0.25		1/2	1/2	Chord	2/2	1	1	1/16		1/16	1	284									70
30	30	473/4	473/4	0.25		9/16	9/16	Chord	2/2	1	1	1/16		1/16	1	285									70
30	30	237/2	237/2	0.25		5/8	5/8	Chord	2/2	1	1	1/16		1/16	1	286									70
30	30	475/4	475/4	0.25		11/16	11/16	Chord	2/2	1	1	1/16		1/16	1	287									70
