mc	mn	onset	label
177	177	1/4	V(64)
177	177	3/8	V7
178	178	0	I6
179	179	0	ii65
180	180	0	V(64)
180	180	1/4	V7
181	181	0	I6
182	182	0	ii65
183	183	0	V(64)
183	183	1/4	V7
184	184	0	I[I\\
184	184	1/4	IV
185	185	0	I6
185	185	1/4	viio6
186	186	0	I
186	186	1/4	IV6
187	187	0	I64
187	187	1/4	viio6
188	188	0	I6]\\
188	188	1/4	I
