mc	mn	onset	chords
94	93	0	I
96	95	0	I(64)
98	97	0	I
99	98	0	V6
99	98	3/8	V65
100	99	0	I
100	99	1/8	I6
100	99	1/4	viio6
100	99	3/8	I
101	100	0	V(64)
101	100	1/4	V
102	101	0	I
104	103	0	I(64)
106	105	0	I
106	105	1/4	V65/ii
107	106	0	ii
107	106	1/4	V65
108	107	0	I
108	107	1/8	ii6
108	107	1/4	V(64)
108	107	3/8	V
109	108	0	#viio/ii
109	108	1/4	V65/ii
110	109	0	ii
110	109	1/4	V65
111	110	0	I
111	110	3/16	IV
111	110	3/8	V7
112	111	0	I\\
112	111	1/4	IV.V6
112	111	3/8	I
113	112	0	V43
113	112	1/4	V6
113	112	3/8	I
114	113	0	V43
114	113	1/4	V6
114	113	3/8	I
115	114	0	V43
115	114	1/4	V6
115	114	3/8	I
116	115	0	V43
117	116	0	I
118	117	0	V6
118	117	1/4	V7
119	118	0	I
120	119	0	V(6)
120	119	1/8	V
120	119	1/4	V7
121	120	0	I
122	121	0	V6
122	121	1/4	V65
123	122	0	I
123	122	1/4	V7
124	123	0	I\\
124	123	1/4	V65
125	124	0	I
126	125	0	V6
126	125	1/4	V7
127	126	0	I
128	127	0	V(6)
128	127	1/8	V
128	127	1/4	V7
129	128	0	I
130	129	0	I6
131	130	0	IV
131	130	1/4	V(64)
131	130	3/8	V7
132	131	0	I\\
133	132	0	I.IV
134	133	0	#viio65/ii
135	134	0	V65/ii
136	135	0	ii
136	135	1/4	I
136	135	3/8	I6
137	136	0	ii6
137	136	3/8	V65/V
138	137	0	V\\
138	137	3/8	V7
139	138	0	V(64)
140	139	0	V6
140	139	1/4	V
140	139	3/8	viio6
141	140	0	I6
141	140	5/24	I
141	140	3/8	vii%7/V
142	141	0	V\\
143	142	1/8	V6
143	142	1/4	I
143	142	3/8	V43
144	143	0	I
146	145	0	ii2
147	146	0	ii%2
148	147	0	V65
150	149	0	I
152	151	0	I6
154	153	0	ii65
156	155	0	V65/V
158	157	0	V7
158	157	1/8	V7(b2)
158	157	1/4	V7
158	157	3/8	V7(b2)
159	158	0	V7
159	158	1/8	V7(b2)
159	158	1/4	V7
159	158	3/8	V7(b2)
160	159	0	V7
160	159	1/8	V7(b2)
160	159	1/4	V7
160	159	3/8	V7(b2)
161	160	0	V
161	160	1/8	V7(b2)
161	160	1/4	V
161	160	3/8	V7(b2)
162	161	0	V7
162	161	1/8	V7(b2)
162	161	1/4	V
162	161	3/8	V2
163	162	0	I6
163	162	1/4	I
163	162	3/8	V65
164	163	0	I
164	163	3/8	V65
165	164	0	I
165	164	3/8	V65
166	165	0	I
166	165	3/8	V65
167	166	0	I
168	167	0	ii6
169	168	0	V
169	168	1/4	#viio7/vi
170	169	0	vi\\
171	170	0	V65/V
172	171	0	V(64)
173	172	0	V7
174	173	0	i
174	173	3/8	V65
175	174	0	i
175	174	3/8	V65
176	175	0	I
176	175	3/8	V65
177	176	0	I
177	176	3/8	V65
178	177	0	I
178	177	1/8	V7/vi
179	178	0	IV
179	178	1/8	#viio43/ii
180	179	0	ii6
181	180	3/8	#viio65/ii
182	181	0	ii6
183	182	3/8	#viio65/ii
184	183	0	ii65
185	184	1/4	V65/V
186	185	0	V\\
187	186	1/8	V7
190	189	0	I
192	191	0	I(64)
194	193	0	I
194	193	1/4	V65/ii
195	194	0	ii
195	194	1/4	V65
196	195	0	I
196	195	1/4	viio6
196	195	3/8	I
197	196	0	V(64)
197	196	1/4	V\\
198	197	0	I
200	199	0	I(64)
201	200	0	I(64)
202	201	0	I6
202	201	1/4	V65/ii
203	202	0	V2/V
203	202	1/4	V65
204	203	0	I
204	203	1/8	ii6
204	203	1/4	V(64)
204	203	3/8	V7
205	204	0	I\\
205	204	3/8	#viio7/ii
206	205	0	ii
206	205	1/4	V7
207	206	0	I
207	206	1/8	ii6
207	206	1/4	V(64)
207	206	3/8	V
208	207	0	I\\
208	207	3/8	V6/vi
209	208	0	vi
209	208	1/4	I6
209	208	3/8	V6/ii
210	209	0	ii
210	209	1/4	iv
210	209	3/8	V6/V
211	210	0	V\\
214	213	0	V7
216	215	0	#viio7/vi
216	215	1/4	vi
217	216	0	ii6
217	216	3/8	V7
218	217	0	I\\
220	219	0	#viio2/vi
220	219	1/4	#viio65/ii
221	220	0	ii6
221	220	1/4	V(64)
221	220	3/8	V
222	221	0	I
222	221	3/8	V65
223	222	0	I
223	222	3/8	V65
224	223	0	I
224	223	3/8	V65
225	224	0	I
225	224	3/8	V65
226	225	0	I
226	225	1/8	#viio/ii
227	226	0	ii
227	226	1/8	#viio7/vi
228	227	0	vi
228	227	1/8	viio7/V
229	228	0	V(64)
231	230	0	viio7/V
233	232	0	V(64)
234	233	0	V(4)
234	233	1/4	V
235	234	0	I\\
236	235	0	V(64)
236	235	1/4	V7
237	236	0	I
238	237	0	V(64)
238	237	1/4	V7
239	238	0	I
240	239	0	V(64)
240	239	1/4	V
241	240	0	I
241	240	3/8	V7
242	241	0	I
242	241	3/8	V7
243	242	0	I
243	242	3/8	V
244	243	0	I
244	243	3/8	V
245	244	0	I
246	245	0	I[I6
247	246	1/4	V65/IV
248	247	0	IV
250	249	0	V
252	251	0	I64]\\
