mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
56	56	165	1.0	0	0	3/4	2	1		V|HC	A	I		V		V					HC		M	0	0	1, 5, 2		1	1
56	56	166	0.5	1/4	1/4	3/4	2	1		IV6	A	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
56	56	333/2	0.5	3/8	3/8	3/4	2	1		iii6	A	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
56	56	167	0.5	1/2	1/2	3/4	2	1		ii6	A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
56	56	335/2	0.5	5/8	5/8	3/4	2	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
57	57	168	1.0	0	0	3/4	2	1		V64	A	I		V64		V		64					M	0	0	2, 1, 5		1	2
57	57	169	1.0	1/4	1/4	3/4	2	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
57	57	170	1.0	1/2	1/2	3/4	2	1		V(64)	A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
58	58	171	1.0	0	0	3/4	2	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
58	58	172	2.0	1/4	1/4	3/4	2	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
59	59	174	1.0	0	0	3/4	2	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
59	59	175	1.0	1/4	1/4	3/4	2	1		V(64)	A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
59	59	176	1.0	1/2	1/2	3/4	2	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
60	60	177	3.0	0	0	3/4	2	1		I|PAC	A	I		I		I					PAC		M	0	0	0, 4, 1		0	0
61	61	180	2.0	0	0	3/4	2	1		V(64)	A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
61	61	182	1.0	1/2	1/2	3/4	2	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
62	62	183	1.0	0	0	3/4	2	1		I}	A	I		I		I						}	M	0	0	0, 4, 1		0	0
62	62	184	1.0	1/4	1/4	3/4	2	1		ii6	A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
62	62	185	1.0	1/2	1/2	3/4	2	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	63	186	1.0	0	0	3/4	2	1		I|PAC	A	I		I		I					PAC		M	0	0	0, 4, 1		0	0
63	63	187	1.0	1/4	1/4	3/4	2	1		ii6	A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
63	63	188	1.0	1/2	1/2	3/4	2	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
64	64	189	2.0	0	0	3/4	2	1		I|PAC	A	I		I		I					PAC		M	0	0	0, 4, 1		0	0
64	64	191	1.0	1/2	1/2	3/4	2	1		V7/IV	A	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
65	65	192	2.0	0	0	3/4	2	1		v.V7{	A	v		V7		V		7				{	Mm7	0	1	1, 5, 2, -1		1	1
65	65	194	1.0	1/2	1/2	3/4	2	1		V(64)	A	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
66	66	195	2.0	0	0	3/4	2	1		V7	A	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
66	66	197	1.0	1/2	1/2	3/4	2	1		V(64)	A	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
67	67	198	2.0	0	0	3/4	2	1		V7	A	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
67	67	200	1.0	1/2	1/2	3/4	2	1		V(64)	A	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
68	68	201	3.0	0	0	3/4	2	1		V7	A	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
69	69	204	12.0	0	0	3/4	2	1		i}	A	v		i		i						}	m	0	1	0, -3, 1		0	0
73	73	216	2.0	0	0	3/4	2	1		bIII.I{	A	bIII		I		I						{	M	0	0	0, 4, 1		0	0
73	73	218	1.0	1/2	1/2	3/4	2	1		V65	A	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
74	74	219	2.0	0	0	3/4	2	1		I	A	bIII		I		I							M	0	0	0, 4, 1		0	0
74	74	221	1.0	1/2	1/2	3/4	2	1		V65	A	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
75	75	222	2.0	0	0	3/4	2	1		I	A	bIII		I		I							M	0	0	0, 4, 1		0	0
75	75	224	1.0	1/2	1/2	3/4	2	1		V65	A	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
76	76	225	3.0	0	0	3/4	2	1		I	A	bIII		I		I							M	0	0	0, 4, 1		0	0
77	77	228	3.0	0	0	3/4	2	1		V2/IV	A	bIII		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
78	78	231	3.0	0	0	3/4	2	1		IV.V7	A	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
79	79	234	2.0	0	0	3/4	2	1		V(b64)	A	IV		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
79	79	236	1.0	1/2	1/2	3/4	2	1		V65/V	A	IV		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
80	80	237	3.0	0	0	3/4	2	1		V|HC}	A	IV		V		V					HC	}	M	0	0	1, 5, 2		1	1
81	81	240	3.0	0	0	3/4	2	1		Ger6	A	IV		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
82	82	243	2.0	0	0	3/4	2	1		V|HC	A	IV		V		V					HC		M	0	0	1, 5, 2		1	1
82	82	245	1.0	1/2	1/2	3/4	2	1		V(b64)	A	IV		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
83	83	246	2.0	0	0	3/4	2	1		V	A	IV		V		V							M	0	0	1, 5, 2		1	1
83	83	248	1.0	1/2	1/2	3/4	2	1		V(b64)	A	IV		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
84	84	249	3.0	0	0	3/4	2	1		V	A	IV		V		V							M	0	0	1, 5, 2		1	1
85	85	252	2.0	0	0	3/4	2	1		I[I{	A	IV	I	I		I						{	M	0	0	0, 4, 1		0	0
85	85	254	1.0	1/2	1/2	3/4	2	1		V7	A	IV	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
86	86	255	3.0	0	0	3/4	2	1		I]	A	IV	I	I		I							M	0	0	0, 4, 1		0	0
87	87	258	1.0	0	0	3/4	2	1		IV6	A	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
87	87	259	1.0	1/4	1/4	3/4	2	1		I64	A	IV		I64		I		64					M	0	0	1, 0, 4		0	1
87	87	260	1.0	1/2	1/2	3/4	2	1		IV	A	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
88	88	261	3.0	0	0	3/4	2	1		I	A	IV		I		I							M	0	0	0, 4, 1		0	0
89	89	264	1.0	0	0	3/4	2	1		ii2	A	IV		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
89	89	265	1.0	1/4	1/4	3/4	2	1		I	A	IV		I		I							M	0	0	0, 4, 1		0	0
89	89	266	1.0	1/2	1/2	3/4	2	1		IV64	A	IV		IV64		IV		64					M	0	0	0, -1, 3		-1	0
90	90	267	3.0	0	0	3/4	2	1		I	A	IV		I		I							M	0	0	0, 4, 1		0	0
91	91	270	1.0	0	0	3/4	2	1		V	A	IV		V		V							M	0	0	1, 5, 2		1	1
91	91	271	1.0	1/4	1/4	3/4	2	1		I6	A	IV		I6		I		6					M	0	0	4, 1, 0		0	4
91	91	272	1.0	1/2	1/2	3/4	2	1		I	A	IV		I		I							M	0	0	0, 4, 1		0	0
92	92	273	1.0	0	0	3/4	2	1		V|HC	A	IV		V		V					HC		M	0	0	1, 5, 2		1	1
92	92	274	2.0	1/4	1/4	3/4	2	1		I	A	IV		I		I							M	0	0	0, 4, 1		0	0
93	93	276	1.0	0	0	3/4	2	1		V	A	IV		V		V							M	0	0	1, 5, 2		1	1
93	93	277	2.0	1/4	1/4	3/4	2	1		V(64)	A	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
94	94	279	1.0	0	0	3/4	2	1		V6	A	IV		V6		V		6					M	0	0	5, 2, 1		1	5
94	94	280	2.0	1/4	1/4	3/4	2	1		IV6	A	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
95	95	282	1.0	0	0	3/4	2	1		I6	A	IV		I6		I		6					M	0	0	4, 1, 0		0	4
95	95	283	1.0	1/4	1/4	3/4	2	1		ii	A	IV		ii		ii							m	0	0	2, -1, 3		2	2
95	95	284	1.0	1/2	1/2	3/4	2	1		V	A	IV		V		V							M	0	0	1, 5, 2		1	1
96	96	285	1.0	0	0	3/4	2	1		I|IAC	A	IV		I		I					IAC		M	0	0	0, 4, 1		0	0
96	96	286	2.0	1/4	1/4	3/4	2	1		IV	A	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
97	97	288	1.0	0	0	3/4	2	1		I	A	IV		I		I							M	0	0	0, 4, 1		0	0
97	97	289	1.0	1/4	1/4	3/4	2	1		ii64	A	IV		ii64		ii		64					m	0	0	3, 2, -1		2	3
97	97	290	1.0	1/2	1/2	3/4	2	1		V	A	IV		V		V							M	0	0	1, 5, 2		1	1
98	98	291	1.0	0	0	3/4	2	1		I|IAC}	A	IV		I		I					IAC	}	M	0	0	0, 4, 1		0	0
98	98	292	1.0	1/4	1/4	3/4	2	1		IV	A	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
98	98	293	1.0	1/2	1/2	3/4	2	1		V7	A	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
99	99	294	1.0	0	0	3/4	2	1		I|PAC	A	IV		I		I					PAC		M	0	0	0, 4, 1		0	0
99	99	295	1.0	1/4	1/4	3/4	2	1		IV	A	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
99	99	296	1.0	1/2	1/2	3/4	2	1		V7	A	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
100	100			0	0	3/4	2	1	1	I|PAC	A	IV		I		I					PAC		M	0	0	0, 4, 1		0	0
101	100	297	3.0	0	0	3/4	2	1	2	I|PAC	A	IV		I		I					PAC		M	0	0	0, 4, 1		0	0
