ix	mn	onset	chords
310	197	0	I
311	199	0	I(64)
312	200	0	I(64)
313	201	0	I6
314	201	1/4	V65/ii
315	202	0	V2/V
316	202	1/4	V65
317	203	0	I
318	203	1/8	ii6
319	203	1/4	V(64)
320	203	3/8	V7
321	204	0	I\\
322	204	3/8	#viio7/ii
323	205	0	ii
324	205	1/4	V7
325	206	0	I
326	206	1/8	ii6
327	206	1/4	V(64)
328	206	3/8	V
329	207	0	I\\
330	207	3/8	V6/vi
331	208	0	vi
332	208	1/4	I6
333	208	3/8	V6/ii
334	209	0	ii
335	209	1/4	iv
336	209	3/8	V6/V
337	210	0	V\\
338	213	0	V7
339	215	0	#viio7/vi
340	215	1/4	vi
341	216	0	ii6
342	216	3/8	V7
343	217	0	I\\
344	219	0	#viio2/vi
345	219	1/4	#viio65/ii
346	220	0	ii6
347	220	1/4	V(64)
348	220	3/8	V
349	221	0	I
350	221	3/8	V65
351	222	0	I
352	222	3/8	V65
353	223	0	I
354	223	3/8	V65
355	224	0	I
356	224	3/8	V65
357	225	0	I
358	225	1/8	#viio/ii
359	226	0	ii
360	226	1/8	#viio7/vi
361	227	0	vi
362	227	1/8	viio7/V
363	228	0	V(64)
364	230	0	viio7/V
365	232	0	V(64)
366	233	0	V(4)
367	233	1/4	V
368	234	0	I\\
369	235	0	V(64)
370	235	1/4	V7
371	236	0	I
372	237	0	V(64)
373	237	1/4	V7
374	238	0	I
375	239	0	V(64)
376	239	1/4	V
377	240	0	I
378	240	3/8	V7
379	241	0	I
380	241	3/8	V7
381	242	0	I
382	242	3/8	V
383	243	0	I
384	243	3/8	V
385	244	0	I
386	245	0	I[I6
387	246	1/4	V65/IV
388	247	0	IV
389	249	0	V
390	251	0	I64]\\
