ix	mn	onset	chords
40	38	1/4	V\\
41	38	1/2	V43
42	39	0	I
43	39	1/4	vi6
44	39	1/2	I
45	40	0	V.viio
46	41	0	V
47	41	3/4	V7
48	42	0	I\\
0	42	0	I.viio43/ii
1	43	0	V65
2	43	1/4	II
3	43	1/2	V65
4	43	3/4	I
5	44	0	IV6
6	44	1/8	IV
7	44	9/16	I6
8	44	5/8	ii
9	45	0	V43
10	45	1/2	I
11	45	3/4	vi
12	45	7/8	viio6/V
13	46	0	V(#74)
14	46	1/4	V\\
15	46	1/2	V
16	47	1/2	V43
17	48	0	I
18	48	1/2	V43/IV
19	49	0	IV
20	49	1/4	ii6
21	49	1/2	viio
22	50	0	V
23	50	3/4	V7
24	51	0	I\\
25	51	0	I
26	52	0	I6
27	52	1/8	V65
28	52	1/4	I
29	52	3/8	#viio/vi
30	52	1/2	vi
31	53	0	V43-ii
32	53	1/8	I6
33	53	1/4	ii6
34	53	3/8	viio/V
35	53	1/2	V
36	53	3/4	V7
37	54	0	I
38	54	1/2	ii6
39	55	0	V(64)
40	55	1/4	V\\
41	55	1/2	I
42	56	0	I6
43	56	1/8	V65
44	56	1/4	I
45	56	3/8	#viio/vi
46	56	1/2	vi
47	56	5/8	V.#viio6/ii
48	56	3/4	ii6
49	56	7/8	viio/V
50	57	0	V\\
51	57	1/2	V65
52	58	0	I
53	58	1/4	ii6
54	58	1/2	V(64)
55	58	3/4	V
56	59	0	I\\
0	59	0	I.#viio43/ii
1	60	1/4	V65/V
2	60	1/2	viio43
3	60	3/4	I6
4	61	0	vi
5	61	1/8	V
6	61	1/4	IV
7	61	5/8	I6
8	61	3/4	V43
9	61	7/8	I
10	62	0	ii
11	62	1/4	V65
12	62	1/2	I
13	62	3/4	IV6
14	63	0	V(64)
15	63	1/2	V\\
16	64	1/8	V
17	65	0	I6
18	65	1/8	V65
19	65	1/4	I
20	65	3/8	#viio/vi
21	65	1/2	vi
22	66	0	#viio7/vi
23	66	1/2	V7
24	67	0	I
25	67	1/4	ii6
26	67	1/2	V(64)
27	67	3/4	V7
28	68	0	I\\
29	68	0	V
30	69	0	I
31	69	1/2	vi
32	70	0	ii6
33	70	1/2	V
34	71	0	I6
35	71	1/2	IV
36	72	0	V(64)
37	72	1/4	V\\
38	72	1/2	V
39	73	0	I
40	73	1/2	vi
41	74	0	V.viio
42	74	1/2	V7
43	75	0	I6
44	75	1/2	IV
45	75	3/4	V7
46	76	0	I\\
0	76	0	I.iiio
1	77	0	V65/ii
2	77	1/4	ii
3	77	1/2	V65
4	77	3/4	I
5	78	0	vi
6	78	1/4	IV
7	78	1/2	ii
8	78	3/4	V6
9	78	15/16	V6/V
10	79	0	V
11	79	1/4	V65
12	79	1/2	I
13	79	3/4	I6
14	80	0	V\\
15	82	0	I
16	82	1/2	vi
17	83	0	ii6
18	83	1/2	V
19	84	0	I6
20	84	1/2	IV
21	84	3/4	V7
22	85	0	I\\
23	85	0	V
24	86	0	I
25	86	1/2	vi
26	87	0	ii65
27	87	1/2	V7
28	88	0	I
29	88	1/4	V2/IV
30	88	1/2	IV6
31	88	3/4	ii6
32	89	0	V(64)
33	89	1/4	V\\
34	89	1/2	V
35	90	0	I
36	90	1/4	I6
37	90	1/2	I
38	90	3/4	vi
39	91	0	V.viio
40	91	1/4	V
41	91	1/2	viio
42	91	3/4	V65
43	92	0	I
44	92	1/4	ii6
45	92	1/2	V(64)
46	92	3/4	V7
47	93	0	I\\
0	93	0	I.#viio43/ii
1	94	1/8	II6
2	94	1/2	viio43
3	94	5/8	I6
4	95	0	vi
5	95	1/4	IV
6	95	3/8	I6
7	95	1/2	IV
8	95	5/8	I6
9	95	3/4	ii7
10	95	7/8	I
11	96	0	V65
12	96	1/4	I
13	96	1/2	V6
14	96	3/4	viio6/V
15	97	0	V(64)
16	97	1/4	V\\
17	97	1/2	V/V
18	98	1/4	V
19	99	0	I64
20	99	1/8	V7
21	99	1/4	I
22	99	3/8	IV
23	99	1/2	I[I
24	99	5/8	IV
25	99	3/4	viio6
26	99	7/8	I
27	100	0	IV
28	100	1/8	V]
29	100	1/4	IV
30	100	1/2	ii6
31	100	3/4	vii%7
32	101	0	I
33	101	1/4	ii6
34	101	1/2	V(64)
35	101	3/4	V7
36	102	0	I\\
37	102	0	I
38	103	1/2	vi6
39	103	3/4	V6/ii
40	104	0	ii
41	104	1/4	V/V
42	104	1/2	viio
43	104	3/4	V7
44	105	0	I
45	105	1/2	ii65
46	106	0	V(64)
47	106	1/4	V\\
48	106	3/4	I
49	107	1/2	vi6
50	107	3/4	I6
51	108	0	V.V7
52	108	1/4	viio6
53	108	1/2	V
54	108	3/4	viio64
55	109	0	I6
56	109	1/2	V
57	110	0	V2
58	110	1/4	I6\\
0	110	0	I.iiio6
1	111	0	V65/ii
2	111	1/4	V2/V
3	111	1/2	V65
4	111	3/4	V2/IV
5	112	0	IV
6	112	1/4	viio
7	112	1/2	I6
8	112	3/4	vi
9	113	0	ii
10	113	1/4	V7
11	113	1/2	V(64)
12	113	3/4	viio/V
13	114	0	V(64)
14	114	1/4	V\\
15	114	1/2	V
16	115	1/2	I
17	116	1/2	vi6
18	116	3/4	V6/ii
19	117	0	ii
20	117	1/4	V/V
21	117	1/2	viio
22	117	3/4	V7
23	118	0	I
24	118	1/4	IV
25	118	1/2	V(64)
26	118	3/4	V
27	119	0	V2
28	119	1/4	I6\\
29	119	0	i.V
30	120	0	i
31	121	0	iio6
32	121	1/2	V7
33	122	0	i
34	122	1/4	V2/IV
35	122	1/2	IV6
36	122	3/4	.It6
37	123	0	V(64)
38	123	1/4	V\\
39	123	1/2	V
40	124	0	i6
41	125	0	v.Ger6
42	126	0	V(64)
43	126	1/2	V7(4)
44	126	15/16	V7
45	127	0	i\\
0	127	0	V
1	128	0	i.#viio7/iv
2	128	1/4	IV
3	128	1/2	#viio65
4	128	3/4	i6
5	129	0	iv6
6	129	1/4	III6
7	129	1/2	.bII6
8	129	3/4	i6
9	130	0	#viio6
10	130	1/2	i6
11	131	0	V\\
12	131	1/2	V/V
13	132	0	V
14	133	0	i6
15	133	1/2	ii%65
16	134	0	V43/IV
17	134	1/2	IV6
18	135	0	.It6
19	135	1/4	V(64)
20	135	15/16	V7
21	136	0	i\\
22	136	0	I.V
23	137	0	I
24	138	0	V7
25	139	0	I
26	139	1/2	IV
27	140	0	V(64)
28	140	1/4	V\\
29	140	1/2	V
30	141	0	I
31	142	0	V.V7
32	142	1/2	V65
33	142	3/4	I
34	142	7/8	V43
35	143	0	I
36	143	1/4	ii6
37	143	1/2	V(64)
38	143	3/4	V
39	144	0	I\\
0	144	0	I
1	145	0	I.#viio7/ii
2	145	1/4	II
3	145	1/2	viio7
4	145	3/4	I
5	146	1/4	vi
6	146	3/4	IV
7	147	0	viio
8	147	1/4	I
9	147	1/2	viio
10	147	3/4	vi
11	148	0	V(64)
12	149	0	V\\
13	149	1/2	V
14	150	0	I
15	151	0	ii6
16	151	1/2	vii%43
17	152	0	I
18	152	1/4	ii6
19	152	1/2	V(64)
20	152	3/4	V
21	153	0	I\\
22	153	0	V
23	154	0	I
24	154	1/2	vi
25	155	0	IV
26	155	1/2	V7
27	156	0	I6(2)
28	156	3/8	I
29	156	1/2	IV6(2)
30	156	3/4	IV6
31	157	0	V7\\
32	157	1/2	I6
33	157	3/4	I
34	158	1/8	viio
35	158	1/4	vi
36	158	1/2	V.viio
37	158	5/8	I
38	158	3/4	viio6
39	159	1/8	I6
40	159	1/4	ii6
41	159	3/8	V6/V
42	159	1/2	V\\
43	160	0	I6
44	160	1/4	V/ii
45	160	1/2	ii
46	160	3/4	V7
47	161	0	I(97)
48	161	1/8	I\\
0	161	0	I
1	162	0	I.#viio7/ii
2	162	1/8	V65
3	162	1/4	V2/V
4	162	1/2	V65
5	162	3/4	V2/IV
6	163	0	IV6-vi
7	163	1/2	IV
8	164	0	ii
9	164	1/4	V65
10	164	1/2	I(4)
11	164	5/8	I
12	164	3/4	viio/V
13	165	0	V(9)
14	165	1/8	V\\
15	166	1/2	I6
16	166	3/4	I
17	167	1/4	V2/IV
18	167	1/2	IV6
19	167	3/4	IV
20	168	1/8	I6
21	168	1/4	ii
22	168	1/2	V7
23	168	5/8	V(64)
24	168	3/4	V7
25	168	7/8	viio64
26	169	0	I6
27	169	1/4	V7/ii
28	169	1/2	ii
29	169	3/4	V7
30	170	0	I(97)
31	170	1/8	I\\
32	170	0	V
33	171	0	I6
34	171	1/2	I64
35	171	3/4	I
36	172	0	V6
37	172	3/8	I
38	172	1/2	V43
39	173	0	I
40	173	1/4	I+
41	173	1/2	IV
42	173	3/4	ii6
43	174	0	V(64)
44	174	1/4	V\\
45	174	1/2	V
46	174	3/4	viio64
47	175	0	I6
48	175	1/4	V43
49	175	1/2	I
50	175	3/4	V.V43/ii
51	176	0	ii
52	176	1/4	viio43/V
53	176	1/2	V6
54	176	3/4	V7
55	177	0	I
56	177	1/4	I6
57	177	1/2	V
58	178	0	I\\
0	178	0	I.ii%2
1	179	0	viio7
2	179	1/4	I
3	179	1/2	I.viio7
4	179	3/4	I
5	180	0	viio/V
6	180	1/8	V
7	180	1/4	viio/IV
8	180	3/8	IV
9	180	1/2	viio/III
10	180	5/8	III
11	180	3/4	viio/II
12	180	7/8	II
13	181	0	V7
14	181	1/4	vi
15	181	1/2	ii6
16	181	3/4	viio/V
17	182	0	V\\
18	183	1/2	V
19	183	3/4	viio64
20	184	0	I6
21	184	1/4	V43
22	184	1/2	I
23	184	3/4	V43/vi
24	185	0	vi
25	185	1/4	V43/IV
26	185	1/2	IV
27	185	3/4	V+6/IV
28	186	0	IV
29	186	1/4	ii6
30	186	1/2	V7
31	187	0	I\\
0	187	0	V43
1	188	0	I
2	188	1/2	vi
3	189	0	ii6
4	189	1/2	V7
5	190	0	I
6	190	1/4	I6
7	190	1/2	IV
8	190	3/4	ii6
9	191	0	V(64)
10	191	1/4	V\\
11	192	0	I6
12	192	1/2	i6
13	193	0	V.V7
14	193	1/2	V
15	193	3/4	V65
16	194	0	I
17	194	1/4	IV
18	194	1/2	V(64)
19	194	3/4	V7
20	195	0	I(94)
21	195	1/4	I\\
0	195	0	I.V43
1	196	0	I
2	196	1/2	vi
3	197	0	ii6
4	197	1/2	V7
5	198	0	I
6	198	1/4	I6
7	198	1/2	IV
8	198	3/4	ii6
9	199	0	V(64)
10	199	1/4	V\\
11	200	0	I6
12	200	1/2	i6
13	201	0	V.V7
14	201	1/4	V
15	201	3/4	V65
16	202	0	I
17	202	1/4	IV
18	202	1/2	V(64)
19	202	3/4	V7
20	203	0	I(94)
21	203	1/4	I\\
0	203	0	II.ii%2
1	204	0	viio43
2	204	1/4	I6
3	204	1/2	I.viio43
4	204	3/4	I6
5	205	0	IV6-vi
6	205	3/16	V(+4)
7	205	5/16	IV
8	205	7/16	V+6/IV
9	205	9/16	IV
10	205	11/16	I6
11	205	13/16	viio6(2)
12	205	15/16	I
13	206	0	V65
14	206	1/4	I
15	206	1/2	V6
16	206	3/4	V43/V
17	207	0	V\\
18	207	1/2	vi
19	208	0	V
20	208	1/2	V43
21	209	0	I
22	209	1/2	vi
23	210	0	ii6
24	210	1/2	V7
25	211	0	I
26	211	1/2	V(4)
27	211	3/4	V
28	212	0	I(94)
29	212	1/4	I\\
0	212	0	II.ii%2
1	213	0	viio43
2	213	1/4	I6
3	213	1/2	I.viio43
4	213	3/4	I6
5	214	0	IV6-vi
6	214	3/16	V(+4)
7	214	5/16	IV
8	214	7/16	V+6/IV
9	214	9/16	IV
10	214	11/16	I6
11	214	13/16	viio6(2)
12	214	15/16	I
13	215	0	V65
14	215	1/4	I
15	215	1/2	V6
16	215	3/4	V43/V
17	216	0	V\\
18	216	1/2	vi
19	217	0	V
20	217	3/4	V7
21	218	0	I
22	218	1/2	vi
23	219	0	ii6
24	219	1/2	V7
25	220	0	I
26	220	1/2	V(4)
27	220	3/4	V
28	221	0	I(94)
29	221	1/4	I\\
30	221	0	V6
31	222	0	I
32	223	0	V65
33	223	1/2	V43
34	224	0	I
35	224	1/2	ii6
36	225	0	V(64)
37	225	1/4	V\\
38	225	1/2	V6
39	226	0	I6
40	226	1/2	i6
41	227	0	V.V7
42	229	0	I\\
43	229	1/2	I.V6
44	230	0	I
45	230	1/4	vi
46	230	1/2	I6
47	231	0	ii6
48	231	1/4	ii
49	231	1/2	V
50	232	0	I6
51	232	1/4	vi
52	232	1/2	ii6
53	233	0	V(64)
54	233	1/4	V\\
55	234	0	I6
56	234	1/4	I
57	234	1/2	vi
58	235	0	V.viio
59	235	1/4	viio6
60	235	1/2	V7
61	236	0	I
62	236	1/4	I6
63	236	1/2	V7
64	237	0	I\\
65	237	1/2	II.iio
66	238	0	viio43
67	238	1/8	I6
68	238	1/2	I.viio43
69	238	5/8	I6
70	239	0	vi
71	239	1/4	V
72	239	1/2	IV
73	240	0	I6
74	240	1/4	V43
75	240	1/2	I
76	241	0	V(64)
77	242	0	V\\
78	242	1/2	V6
79	243	0	I6
80	244	0	ii65
81	245	0	V
82	245	1/2	viio
83	246	0	I\\
84	246	1/2	I
85	247	0	#viio/ii
86	247	1/8	ii
87	247	1/4	#viio43/ii
88	247	3/8	ii6
89	247	1/2	viio
90	247	5/8	I
91	248	0	viio43
92	248	1/8	I6
93	248	1/4	I
94	248	1/2	V65/IV
95	249	0	iv
96	249	1/4	I64
97	249	1/2	.It6
98	250	0	V\\
99	250	1/4	V
100	252	0	I
101	252	1/4	vi
102	252	1/2	I6
103	253	0	ii6
104	253	1/4	ii
105	253	1/2	V
106	254	0	I6
107	254	1/4	IV
108	254	1/2	V
109	255	0	viio6/V
110	255	1/4	V
111	255	1/2	vii%43
112	256	0	I6
113	256	1/4	ii6
114	256	1/2	V
115	257	0	viio6/V
116	257	1/4	V
117	257	1/2	vii%43
118	258	0	I6
119	258	1/4	ii6
120	258	1/2	V
121	259	0	I\\
