mc	mn	onset	chords
114	115	3/8	ii6
114	115	1/2	V(64)
114	115	3/4	V
115	116	0	I\\
117	118	0	V6
119	120	0	V65/V
121	122	0	V[V64
121	122	1/2	V6
122	123	0	I
122	123	1/2	vii%7/V
123	124	0	V]
124	125	0	I
124	125	1/2	viio/V
125	126	0	V\\
127	128	0	V2
127	128	1/4	I6
127	128	1/2	V2
127	128	3/4	V43
128	129	0	I6
128	129	1/2	I
129	130	0	V43
129	130	1/2	V6
130	131	0	I
130	131	1/4	I6
130	131	1/2	V64
131	132	0	I6
131	132	1/4	viio/V
131	132	1/2	V\\
132	133	0	I
132	133	1/2	I6
133	134	0	V2
133	134	1/2	V43
134	135	0	I6
134	135	1/4	I
134	135	1/2	V43
134	135	3/4	V6
135	136	0	I
135	136	1/4	viio6/V
135	136	1/2	V\\
136	137	0	I6
137	138	0	IV
138	139	0	V(64)
138	139	1/2	V7
139	140	0	I6
140	141	0	IV6
141	142	0	I64
141	142	1/4	IV6
141	142	1/2	I64
141	142	3/4	IV
142	143	0	I64
142	143	1/4	IV6
142	143	1/2	I64
142	143	3/4	IV
143	144	0	#viio65/ii
144	145	0	ii6
145	146	0	V(64)
146	147	0	V7
147	148	0	I\\
147	148	1/2	ii
147	148	3/4	viio
148	149	0	I(4)
148	149	1/8	I
148	149	1/4	vi
148	149	1/2	ii6(2)
148	149	5/8	ii6
148	149	3/4	V
149	150	0	I6(2)
149	150	1/8	I6
149	150	1/4	#viio/ii
149	150	1/2	ii
149	150	3/4	viio
150	151	0	I
150	151	1/4	iv
150	151	1/2	ii6
150	151	3/4	V
151	152	0	I
152	153	0	I6
152	153	1/2	I
152	153	3/4	V7
153	154	0	I
153	154	1/4	V7
153	154	1/2	I
153	154	3/4	V7
154	155	0	I\\
