ix	mn	onset	chords
139	112	1/4	V65/vi
140	112	1/2	vi
141	112	5/8	viio7/V
142	113	0	V(64)
143	113	1/2	V7
144	114	0	I\\
145	115	0	vii%7
146	115	1/4	V65
147	116	0	I
148	116	1/8	ii6
149	116	1/4	V(64)
150	116	1/2	#viio7/vi
151	117	0	vi\\
152	117	1/2	V43/IV
153	118	0	IV
154	118	1/4	#viio65/ii
155	119	0	#viio2/vi
156	119	1/8	V43
157	119	1/4	V(64)
158	119	1/2	V7
159	120	0	I\\
160	120	1/2	V7
161	121	0	I
162	121	1/2	V7
163	122	0	I(974)
164	122	1/4	I\\
