ix	mn	onset	chords
113	47	0	V(64)
114	47	1/4	V\\
115	47	1/2	V65/ii
116	48	0	ii
117	48	1/4	ii6
118	48	3/4	V65
119	49	0	I
120	49	1/4	I6
121	50	0	IV
122	50	1/4	IV6
123	50	1/2	V(4)
124	50	3/4	V
125	51	0	I\\
0	52	0	vi.i
1	53	0	#viio65
2	54	0	#viio43
3	55	0	i6
4	55	1/4	#viio
5	55	1/2	i
6	55	3/4	#viio6
7	56	0	i6
8	56	3/4	V65/iv
9	57	0	iv
10	57	3/4	I64
11	58	0	.Ger6
12	59	0	V(#764)
13	59	1/2	V\\
0	60	0	V
1	60	1/2	V65
2	61	0	i
3	61	1/2	V2
4	62	0	i6
5	62	7/8	.It6
6	63	0	V(#764)
7	63	1/2	V\\
8	64	0	i6
9	64	3/4	V65/iv
10	65	0	iv
11	65	1/4	#viio43\\
12	66	0	V(64)
13	66	1/2	V7
14	67	0	i(9#74)
15	67	1/2	i\\
0	68	0	#viio43/iv
1	68	1/2	IV6
2	69	0	.It6
3	69	1/2	V
4	70	0	I.V43
5	71	1/2	V65/ii
6	72	0	ii
7	72	1/2	V65
8	73	0	I
9	73	3/4	I6
10	74	0	IV
11	74	1/4	I6
12	74	1/2	#viio6
13	74	3/4	I
14	75	0	V(64)
15	75	1/4	V\\
16	75	1/2	V65/ii
17	76	0	ii
18	76	1/4	ii6
19	76	3/4	V65
20	77	0	I
21	77	1/4	I6
22	77	3/4	I6
23	78	0	IV
24	78	1/4	IV6
25	78	1/2	V(4)
26	78	3/4	V
27	79	0	I\\
28	79	1/4	I
29	79	1/2	ii
30	79	3/4	#viio
31	80	0	I
32	80	1/4	I6
33	80	1/2	ii
34	80	3/4	viio/V
35	81	0	V
36	81	1/4	I
37	81	1/2	ii
38	81	3/4	#viio
39	82	0	I
40	82	1/4	IV
41	82	1/2	V7
42	83	0	I
43	83	1/4	I+6
44	83	1/2	IV
45	83	3/4	I+6
46	84	0	IV
47	84	1/2	V(64)
48	84	3/4	V7
49	85	0	I
50	85	1/4	I+6
51	85	1/2	IV
52	85	3/4	I+6
53	86	0	IV
54	86	1/2	V(64)
55	86	3/4	V7
56	87	0	I\\
57	87	1/4	V7
58	87	1/2	I
59	87	3/4	V7
60	88	0	I
61	89	0	V7/IV
62	90	0	IV.I
63	91	0	V43
64	92	0	IV
65	93	0	V43
66	94	0	I
67	94	1/2	IV6
68	94	3/4	I64
69	95	0	ii6
70	96	0	V
71	96	1/4	I6
72	96	1/2	ii6
73	96	3/4	V2
74	97	0	I6
75	97	1/2	I
76	98	0	I
77	98	1/2	IV6
78	98	3/4	I64
79	99	0	ii6
80	99	3/4	V65
81	100	0	V7
82	100	1/8	V2
83	100	1/4	I6
84	100	1/2	ii
85	100	3/4	V
86	101	0	I\\
87	102	0	#viio65/vi
88	103	0	vi6
89	103	1/2	ii
90	104	0	viio65/V
91	105	0	V6
92	106	0	I.ii65
93	106	1/2	V43/IV
94	107	0	IV6
95	107	1/2	V65/IV
96	108	0	IV
97	108	1/2	ii6
98	109	0	V(64)
99	109	1/4	V\\
100	110	0	viio6/V
101	111	0	V
102	112	0	viio6/V
103	113	0	V\\
104	114	1/2	V65/ii
105	115	0	ii
106	115	1/2	V65
107	116	0	I
108	116	1/2	I6
109	117	0	#viio6
110	117	1/4	IV64
111	117	1/2	V6
112	117	3/4	viio6/V
113	118	0	V\\
114	119	1/2	V[V65/ii
115	120	0	ii
116	120	1/2	V65
117	121	0	I
118	122	0	V
119	122	1/2	V
120	122	3/4	viio6/V
121	123	0	V]
122	124	0	I
123	124	1/2	V65
124	125	0	V43
125	125	1/2	I6
126	126	0	I
127	126	1/2	V65
128	127	0	V2
129	127	1/2	I6
130	127	3/4	I
131	128	0	I6
132	129	0	IV
133	130	0	I6
134	130	1/4	IV6
135	130	1/2	ii6
136	130	3/4	V7
137	131	0	I6
138	132	0	IV
139	134	0	vi
140	135	0	vi6
141	135	1/4	I6
142	135	1/2	ii65
143	135	3/4	V
144	136	0	I[I\\
145	136	1/4	V7/IV
146	137	0	IV
147	137	1/4	#viio6
148	138	0	I
149	138	1/4	V7/IV
150	139	0	IV
151	139	1/4	#viio6
152	140	0	I6]
153	140	1/2	V6
154	141	0	I
155	141	1/2	#viio6
156	142	0	I6
157	142	1/2	V65/ii
158	143	0	ii
159	143	1/2	V65
160	144	0	I
161	144	3/4	I6
162	145	0	IV
163	145	1/4	I6
164	145	1/2	#viio6
165	145	3/4	I
166	146	0	V(64)
167	146	1/4	V\\
168	146	1/2	V65/ii
169	147	0	ii
170	147	1/4	ii6
171	147	3/4	V65
172	148	0	I
173	148	1/4	I6
174	148	3/4	I6
175	149	0	IV
176	149	1/4	IV6
177	149	1/2	V(4)
178	149	3/4	V
179	150	0	I\\
180	150	1/4	I
181	150	1/2	ii
182	150	3/4	#viio
183	151	0	I
184	151	1/4	I6
185	151	1/2	ii
186	151	3/4	viio/V
187	152	0	V
188	152	1/4	I
189	152	1/2	ii
190	152	3/4	#viio
191	153	0	I
192	153	1/4	IV
193	153	1/2	V7
194	154	0	I\\
195	154	1/4	I+6
196	154	1/2	IV
197	154	3/4	I+6
198	155	0	IV
199	155	1/2	V(64)
200	155	3/4	V7
201	156	0	I
202	156	1/4	I+6
203	156	1/2	IV
204	156	3/4	I+6
205	157	0	IV
206	157	1/2	V(64)
207	157	3/4	V7
208	158	0	I\\
209	158	1/4	V7
210	158	1/2	I
211	158	3/4	V7
212	159	0	I
213	159	3/4	V7
214	160	0	I
215	160	3/4	V7
216	161	0	I
217	161	3/4	V
218	162	0	I
