mc	mn	onset	chords
87	86	0	V[i
88	87	0	#viio6(2)
88	87	3/8	#viio6
89	88	0	#viio/iv
89	88	3/8	V65/iv]
90	89	0	iv
91	90	0	V7(4)/iv
91	90	3/8	V7/iv
92	91	0	I.viio2/V
92	91	3/8	V7/V
93	92	0	V[V6
94	93	0	.bVI6
94	93	3/8	V65/ii
95	94	0	v43
95	94	3/8	V43
96	95	0	I6
96	95	3/8	.It6
97	96	0	V64
97	96	3/8	I
98	97	0	viio]
100	99	0	I
101	100	5/8	V2
102	101	0	I6
102	101	1/4	V6
102	101	3/8	I
102	101	5/8	ii6
103	102	0	V(64)
103	102	3/8	V\\
104	103	0	ii
105	104	5/8	#viio6/ii
106	105	0	ii6
106	105	5/8	V
107	106	0	I(94)
107	106	3/8	I\\
109	108	0	V(4)
109	108	1/4	V
109	108	5/8	V2
110	109	0	I6
110	109	3/8	IV.V
111	110	0	I
112	111	0	V6
112	111	3/8	V
112	111	5/8	V43
113	112	0	I
113	112	1/4	V2
113	112	3/8	I6(4)
113	112	7/16	I6
113	112	5/8	V43
114	113	0	I
114	113	1/4	V2
114	113	3/8	v.V43(6)
114	113	7/16	V43
115	114	0	i
115	114	1/4	#viio64
115	114	3/8	i6(4)
115	114	7/16	i6
115	114	5/8	V43
116	115	0	i
116	115	3/8	vi.V43(6)
116	115	7/16	V43
117	116	0	i
117	116	1/4	V2
117	116	3/8	i6(4)
117	116	7/16	i6
118	117	0	#viio65(6)
118	117	1/16	#viio65
118	117	1/4	V7
118	117	3/8	I.V43(6)
118	117	7/16	V43
119	118	0	I
119	118	1/4	viio6
119	118	3/8	vi6
119	118	5/8	V6
120	119	0	IV6
120	119	1/4	iii6
120	119	3/8	ii6
120	119	5/8	V65/V
121	120	0	V[V\\
121	120	1/4	I
121	120	3/8	V6
121	120	5/8	I
122	121	0	V]
123	122	0	V7
124	123	0	V7(4)
124	123	3/8	V7
124	123	5/8	V2
125	124	0	I6
125	124	5/8	I
126	125	0	V(64)
126	125	3/8	V\\
127	126	0	V7
128	127	0	V7(4)
128	127	3/8	V7
128	127	5/8	V2
129	128	0	I6
129	128	1/4	IV6
129	128	3/8	V(64)
129	128	5/8	V7
130	129	0	I(974)
130	129	3/8	I\\
131	130	0	V7
132	131	0	V7(4)
132	131	3/8	V7
132	131	5/8	viio6/V
133	132	0	V65(2)
133	132	1/8	V65
133	132	3/8	I
134	133	0	V(64)
134	133	3/8	V\\
135	134	0	V7
136	135	0	V2
137	136	0	.It6/V
137	136	3/8	V7/V
138	137	0	vi.VI6
138	137	3/8	V6\\
139	138	0	i
141	140	0	I.ii
143	142	0	V
144	143	0	viio
144	143	1/2	V6
145	144	0	I
146	145	0	V6
146	145	3/8	V65
146	145	1/2	I
146	145	5/8	V6
147	146	0	I
148	147	0	V6
148	147	1/4	I
148	147	3/8	V65
148	147	1/2	I
148	147	5/8	V6
149	148	0	I
149	148	1/2	V43
149	148	5/8	I6
150	149	0	ii6
150	149	3/8	V43
150	149	1/2	I6
150	149	5/8	ii6
151	150	0	V(64)
153	152	0	viio7/V
154	153	1/4	I64
154	153	3/8	iv6
154	153	5/8	viio6/V
155	154	0	V(64)
155	154	3/8	V7
156	155	0	I\\
157	156	0	V
157	156	3/8	V7
158	157	0	I
159	158	0	V7
160	159	0	I\\
