mc	mn	onset	chords
47	47	0	V65/ii
47	47	1/2	ii
48	48	0	V65
48	48	1/2	I
49	49	0	V65/V
49	49	1/2	V(64)
49	49	3/4	V7
50	50	0	I[I\\
50	50	1/4	viio
50	50	3/8	viio64/V
50	50	1/2	IV6
50	50	5/8	I
50	50	3/4	viio
50	50	7/8	viio64/IV
51	51	0	IV6
51	51	1/8	I
51	51	1/4	viio
51	51	3/8	viio64/IV
51	51	1/2	IV6
51	51	5/8	viio/IV
51	51	3/4	IV
51	51	7/8	viio6]
52	52	0	I6
52	52	1/2	ii6
53	53	0	V(64)
53	53	1/2	V7
54	54	0	I[I\\
54	54	1/4	viio
54	54	5/16	viio64/IV
54	54	1/2	IV6
54	54	5/8	I
54	54	3/4	viio
54	54	7/8	viio64/IV
55	55	0	IV6
55	55	1/8	I
55	55	1/4	viio
55	55	3/8	viio64/IV
55	55	1/2	IV6
55	55	5/8	I6
55	55	3/4	IV
55	55	7/8	viio6]
56	56	0	I6
56	56	1/2	ii6
57	57	0	V(64)
58	58	0	V7
59	59	0	I\\
59	59	1/2	viio6
59	59	5/8	I
59	59	3/4	V6
59	59	7/8	V2/IV
60	60	0	I[IV6
60	60	1/4	iv6
60	60	1/2	V
61	61	0	I]
61	61	1/8	I
61	61	1/2	viio6
61	61	5/8	I
61	61	3/4	V6
61	61	7/8	V2/IV
62	62	0	IV6
62	62	1/4	IV
62	62	1/2	V(64)
62	62	3/4	V7
63	63	0	I(94)
63	63	1/2	I\\
65	64	0	I
66	65	0	viio6
68	67	0	#viio65/ii
69	68	0	ii6
69	68	1/2	V7
70	69	0	viio65/V
71	70	0	V(64)
71	70	1/2	V7
72	71	0	v.i\\
73	72	0	i
73	72	1/2	ii.iio6
74	73	0	V7
76	75	0	V[I
76	75	1/4	i]
77	76	0	i.iv6
78	77	0	V7
80	79	0	V65/vi
81	80	0	vi.i
81	80	1/4	v6
81	80	1/2	#vi%7
81	80	3/4	.Ger6
82	81	0	V\\
82	81	3/4	V7
83	82	0	VI
83	82	1/2	.Ger6
84	83	0	V
84	83	3/4	V7
85	84	0	VI
85	84	1/2	.Ger6
86	85	0	V
86	85	1/4	V(64)
86	85	1/2	V
86	85	3/4	V(64)
87	86	0	V\\
88	87	0	I.V43
89	88	0	V7(4)
89	88	1/4	V7
90	89	1/2	V7(b2)
91	90	0	V7(4)
91	90	1/4	V7
91	90	1/2	V7(b2)
92	91	0	V7
92	91	1/4	V7(b2)
92	91	1/2	V7
92	91	3/4	V7(b2)
93	92	0	V7\\
95	94	0	I
95	94	1/2	vi6
96	95	0	ii(4)
96	95	1/4	ii
97	96	0	V(4)
97	96	1/4	V7
98	97	0	I(97)
98	97	1/4	I
99	98	0	ii6
99	98	1/4	I6
99	98	1/2	ii6
99	98	3/4	viio6
100	99	0	I6
101	100	0	ii6
101	100	1/4	I6
101	100	1/2	ii6
101	100	3/4	viio6
102	101	0	I6
103	102	0	V65
103	102	1/4	I
103	102	1/2	ii6
103	102	3/4	V(64)
103	102	7/8	V
104	103	0	I\\
105	104	0	I
106	105	0	V7/IV
108	107	0	V65/ii
109	108	0	viio43/V
110	109	0	V6
111	110	0	I
112	111	0	V2
112	111	1/2	I6
113	112	0	V2
113	112	1/2	I6
114	113	0	ii6
114	113	1/2	viio/V
115	114	0	V
115	114	1/4	vi7
115	114	1/2	V6
115	114	3/4	I
116	115	0	V65
116	115	1/2	I
116	115	3/4	vi7
117	116	0	V
117	116	1/4	vi7
117	116	1/2	V6
117	116	3/4	I
118	117	0	V65
118	117	1/2	I
118	117	3/4	V43/V
119	118	0	V\\
120	119	0	I
121	120	0	IV
121	120	3/4	I6
122	121	0	V65/V
122	121	1/4	V(64)
122	121	1/2	V65
122	121	3/4	V(64)
123	122	0	vi7
123	122	1/4	viio
123	122	1/2	I
124	123	0	ii6
125	124	0	I6
126	125	0	ii
126	125	1/4	viio
126	125	1/2	I
126	125	3/4	vi
127	126	0	V\\
128	127	0	I
129	128	0	IV
129	128	3/4	I6
130	129	0	V65/V
130	129	1/4	V(64)
130	129	1/2	V65/V
130	129	3/4	V(64)
131	130	0	vi7
131	130	1/4	viio
131	130	1/2	I\\
132	131	0	vi
132	131	3/8	#viio64/ii
132	131	1/2	ii6
132	131	7/8	I6
133	132	0	vii6
133	132	1/8	vi6
133	132	1/4	V6
133	132	3/8	V7
133	132	1/2	I
133	132	3/4	I6
134	133	0	ii6
134	133	1/2	V(64)
134	133	3/4	V
135	134	0	I\\
136	135	0	V65
136	135	1/4	V2
136	135	1/2	V65
136	135	3/4	V2
137	136	0	I6
137	136	1/8	V6
137	136	1/4	I
137	136	3/8	V43
137	136	1/2	I6
138	137	0	V65
138	137	1/4	V2
138	137	1/2	V65
138	137	3/4	V2
139	138	0	I6
139	138	1/8	V6
139	138	1/4	I
139	138	3/8	V43
139	138	1/2	I6
140	139	0	IV
140	139	1/2	V
141	140	0	#viio7/vi
141	140	1/2	vi
142	141	1/4	ii6
142	141	1/2	V(64)
142	141	3/4	V7
143	142	0	I\\
143	142	1/2	V7/IV
144	143	0	V65/ii
144	143	1/2	ii
145	144	0	V65
145	144	1/2	I
146	145	0	IVM65
146	145	1/2	viio
147	146	0	V65/vi
147	146	1/2	vi
148	147	0	V65/V
148	147	1/2	I64
149	148	0	IV6
149	148	1/2	.It6
150	149	0	V(64)
150	149	1/4	I+6
150	149	1/2	IV
150	149	3/4	V43
151	150	0	I
151	150	1/4	I6
151	150	1/2	IV
151	150	3/4	ii6
152	151	0	I6
152	151	1/2	ii65
152	151	3/4	V
153	152	0	I[I
153	152	1/4	viio
153	152	3/8	viio64/IV
153	152	1/2	IV6
153	152	3/4	viio
153	152	7/8	viio64/IV
154	153	0	IV6
154	153	1/4	viio
154	153	3/8	viio64/IV
154	153	1/2	IV6
154	153	5/8	viio/IV
154	153	3/4	IV
154	153	7/8	viio6]
155	154	0	I6
155	154	1/2	ii6
156	155	0	V(64)
156	155	1/2	V7
157	156	0	I[I\\
157	156	1/4	viio
157	156	3/8	viio64/IV
157	156	1/2	IV6
157	156	5/8	I
157	156	3/4	viio
157	156	7/8	viio64/IV
158	157	0	IV6
158	157	1/8	I
158	157	1/4	viio
158	157	3/8	viio64/IV
158	157	1/2	IV6
158	157	5/8	I6
158	157	3/4	IV
158	157	7/8	viio6]
159	158	0	I6
159	158	1/2	ii6
160	159	0	V(64)
161	160	0	V7
162	161	0	I[I
162	161	3/4	V6
162	161	7/8	viio64/IV
163	162	0	IV6
163	162	1/4	iv6
163	162	1/2	V
163	162	3/4	viio
164	163	0	I]
164	163	1/2	viio6
164	163	5/8	I
164	163	3/4	V6
164	163	7/8	viio64/IV
165	164	0	IV6
165	164	1/4	IV
165	164	1/2	V(64)
165	164	3/4	V7
166	165	0	I(94)
166	165	1/2	I\\
