mc	mn	onset	chords
193	194	0	V6(#7)
193	194	1/4	V6
194	195	0	viio7
195	196	0	#viio43/iv
195	196	3/8	IV6
196	197	0	.Ger6
196	197	3/8	i64
197	198	0	viio43
197	198	3/8	i6
198	199	0	V(64)
198	199	3/8	V7
199	200	0	I.I\\
199	200	3/8	V7
200	201	0	I
200	201	3/8	V7
201	202	0	I
201	202	3/8	V7
202	203	0	I
202	203	3/8	V7
203	204	0	I
205	206	0	viio6/V
205	206	3/8	iv43
206	207	0	viio7
206	207	3/8	viio43
207	208	0	I6
207	208	3/8	IV
208	209	0	V(64)
208	209	3/8	V7
209	210	0	I\\
209	210	3/8	V7
210	211	0	I
210	211	3/8	V7
211	212	0	I
211	212	3/8	V7
212	213	0	I
212	213	3/8	V7
213	214	0	I
215	216	0	viio6/V
215	216	3/8	iv43
216	217	0	viio7
216	217	3/8	viio43
217	218	0	I6
217	218	3/8	IV
218	219	0	V(64)
218	219	3/8	V2
219	220	0	I6
219	220	3/8	ii6
220	221	0	V(64)
220	221	3/8	V7
221	222	0	I
221	222	3/8	V7
222	223	0	I
222	223	3/8	V7
223	224	0	I
223	224	3/8	V7
224	225	0	I
226	227	0	V65/IV
227	228	0	IV
228	229	0	viio7/V
229	230	0	V(64)
230	231	0	V7
231	232	0	I\\
231	232	3/8	ii6
232	233	0	I64
232	233	3/8	IV6
233	234	0	V2
234	235	0	I6
234	235	3/8	V(64)
234	235	5/8	#viio7/vi
235	236	0	vi(64)
235	236	3/8	vi\\
236	237	3/8	ii6
237	238	0	I64
237	238	3/8	IV6
238	239	0	V2
239	240	0	I6
239	240	3/8	IV
240	241	0	V(64)
240	241	3/8	V7
241	242	0	I[I\\
241	242	3/8	V43
242	243	0	I6
242	243	3/8	V43
243	244	0	I6
244	245	0	I(94)
244	245	3/8	I]
