ix	mn	onset	chords
126	46	0	iii6(2)
127	46	1/8	iii6
128	46	1/4	ii6(2)
129	46	3/8	ii6
130	46	1/2	I6(2)
131	46	5/8	I6
132	47	0	IV+
133	47	1/8	ii6
134	47	1/4	ii
135	47	1/2	V7
136	48	0	I\\
137	48	3/16	vi6
138	48	1/4	V6(2)
139	48	7/16	V6
140	48	1/2	IV6(2)
141	48	11/16	IV6
142	49	0	iii6(2)
143	49	3/16	iii6
144	49	1/4	ii6(2)
145	49	7/16	ii6
146	49	1/2	I6(2)
147	49	11/16	I6
148	50	0	ii6
149	50	1/4	V(64)
150	50	1/2	V7
151	51	0	I[I\\
152	51	3/8	viio/IV
153	51	1/2	IV64
154	51	5/8	viio6
155	52	0	I6
156	52	3/8	viio/IV
157	52	1/2	IV64
158	52	5/8	viio6
159	53	0	I]
0	54	0	I
1	55	0	viio6
2	56	0	I6
3	57	0	ii6
4	57	1/2	V
5	58	0	I
6	59	1/4	viio6(2)
7	59	1/2	viio6
8	60	1/4	I6
9	61	0	ii6
10	61	1/2	V
11	62	0	I\\
12	63	0	I.V[I
13	64	0	V7
14	66	0	I
15	67	0	I6
16	67	1/2	V7
17	68	0	V]\\
18	70	0	V7
19	72	0	I
20	73	0	V43
21	74	0	V65
22	75	0	I
23	75	3/8	V6/ii
24	75	1/2	ii
25	77	0	V43/ii
26	78	0	V65/ii
27	79	0	ii
28	80	0	IV.IV6
29	80	1/2	V65
30	81	0	I(#9)
31	81	1/4	I
32	81	1/2	I6
33	82	0	I
34	83	0	V6
35	84	0	I
36	84	3/8	vi
37	85	0	ii
38	85	3/8	viio
39	85	5/8	viio6
40	86	0	I6
41	86	1/4	I
42	86	1/2	I6
43	86	5/8	I.viio
44	87	0	I
45	87	1/4	vi
46	87	1/2	vi6
47	88	0	I6
48	88	1/4	I
49	88	1/2	I.I6
50	88	5/8	viio/V
51	89	0	V\\
52	90	0	I6
53	90	1/4	V43
54	90	1/2	I(4)
55	90	5/8	I
56	91	0	V6(6)
57	91	1/8	V6
58	91	1/4	vi7(4)
59	91	3/8	vi7
60	91	1/2	V(4)
61	91	5/8	V
62	92	0	vi7(4)
63	92	1/16	vi7
64	92	1/4	V6(6)
65	92	5/16	V6
66	92	1/2	I(4)
67	92	9/16	I
68	93	0	V43
69	93	1/4	V6
70	93	1/2	V
71	94	0	I6
72	94	1/4	V43
73	94	1/2	I
74	95	0	V6
75	95	1/4	vi7
76	95	1/2	V
77	96	0	vi7
78	96	1/4	V6
79	96	1/2	I
80	97	0	V64
81	97	1/4	V6
82	97	1/2	V
83	98	0	I\\
84	98	1/2	viio
85	98	5/8	I
86	99	1/2	vii%7
87	99	5/8	I
88	100	1/2	viio/V
89	100	5/8	V
90	101	0	viio/IV
91	101	1/8	IV
92	101	1/4	viio43/V
93	101	3/8	V6
94	101	1/2	viio43/IV
95	101	5/8	IV6
96	102	0	V7
97	102	1/2	V2
98	103	0	I6
99	104	0	ii6
100	104	1/4	V(64)
101	104	1/2	V7
102	105	0	I\\
103	105	1/2	viio/V
104	105	5/8	V
105	106	0	viio/IV
106	106	1/8	IV
107	106	1/4	viio43/V
108	106	3/8	V6
109	106	1/2	viio43/IV
110	106	5/8	IV6
111	107	0	V7
112	107	1/2	V2
113	108	0	I6
114	109	0	ii6
115	109	1/4	V(64)
116	109	1/2	V7
117	110	0	I
118	110	1/2	IV6
119	110	5/8	viio
120	111	0	I
121	111	1/2	IV6
122	111	5/8	viio
123	112	0	I
124	112	1/8	vi6
125	112	1/4	V6(2)
126	112	3/8	V6
127	112	1/2	IV6(2)
128	112	5/8	IV6
129	113	0	iii6(2)
130	113	1/8	iii6
131	113	1/4	ii6(2)
132	113	3/8	ii6
133	113	1/2	I6(2)
134	113	5/8	I6
135	114	0	IV+
136	114	1/8	ii6
137	114	1/4	ii
138	114	1/2	V(64)
139	114	5/8	V
140	115	0	I
141	115	3/16	vi6
142	115	1/4	V6(2)
143	115	7/16	V6
144	115	1/2	IV6(2)
145	115	11/16	IV6
146	116	0	iii6(2)
147	116	3/16	iii6
148	116	1/4	ii6(2)
149	116	7/16	ii6
150	116	1/2	I6(2)
151	116	11/16	I6
152	117	0	IV
153	117	1/4	V(64)
154	117	1/2	V7
155	118	0	I[I\\
156	118	3/8	viio6/IV
157	118	1/2	IV6
158	118	5/8	viio
159	119	0	I
160	119	3/8	viio/IV
161	119	1/2	IV
162	119	5/8	viio6
163	120	0	I]
