mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
43	39	0	0	2/4	2	1	V7		a	#iii		V7		V		7					Mm7	1	1	8, 12, 9, 6		8	8	2	13	0.13333333333333333	0.125	1.25	0.09090909090909091
44	40	0	0	2/4	2	1	i|PAC}		a	#iii		i		i					PAC	}	m	1	1	7, 4, 8		7	7	0	3	0.0	0.0	0.75	0.0
45	40	0	1/4	2/4	2	1	I.V{		a	I		V		V						{	M	1	0	4, 8, 5		4	4	2	2	0.5	0.125	0.125	0.5
46	41	0	0	2/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	4	11	0.26666666666666666	0.25	1.125	0.18181818181818182
47	42	0	0	2/4	2	1	V43		a	I		V43		V		43					Mm7	1	0	5, 2, 4, 8		4	5	2	5	0.2857142857142857	0.125	0.5	0.2
47	42	1/4	1/4	2/4	2	1	V65		a	I		V65		V		65					Mm7	1	0	8, 5, 2, 4		4	8	1	6	0.14285714285714285	0.0625	0.5625	0.1
48	43	0	0	2/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	4	11	0.26666666666666666	0.25	1.125	0.18181818181818182
49	44	0	0	2/4	2	1	V7|HC		a	I		V7		V		7			HC		Mm7	1	0	4, 8, 5, 2		4	4	2	11	0.15384615384615385	0.1875	1.1875	0.13636363636363635
50	45	0	0	2/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	4	11	0.26666666666666666	0.25	1.125	0.18181818181818182
51	46	0	0	2/4	2	1	V43		a	I		V43		V		43					Mm7	1	0	5, 2, 4, 8		4	5	2	5	0.2857142857142857	0.125	0.5	0.2
51	46	1/4	1/4	2/4	2	1	V65		a	I		V65		V		65					Mm7	1	0	8, 5, 2, 4		4	8	1	6	0.14285714285714285	0.0625	0.5625	0.1
52	47	0	0	2/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	0	3	0.0	0.0	0.25	0.0
52	47	1/8	1/8	2/4	2	1	vi		a	I		vi		vi							m	1	0	6, 3, 7		6	6	0	3	0.0	0.0	0.25	0.0
52	47	1/4	1/4	2/4	2	1	ii6		a	I		ii6		ii		6					m	1	0	2, 6, 5		5	2	0	3	0.0	0.0	0.25	0.0
52	47	3/8	3/8	2/4	2	1	V		a	I		V		V							M	1	0	4, 8, 5		4	4	0	3	0.0	0.0	0.25	0.0
53	48	0	0	2/4	2	1	I|PAC}		a	I		I		I					PAC	}	M	1	0	3, 7, 4		3	3	0	3	0.0	0.0	0.5	0.0
53	48	1/4	1/4	2/4	2	1	#vi.V{		a	#vi		V		V						{	M	1	1	7, 11, 8		7	7	2	2	0.5	0.125	0.125	0.5
54	49	0	0	2/4	2	1	i		a	#vi		i		i							m	1	1	6, 3, 7		6	6	3	12	0.2	0.1875	1.1875	0.13636363636363635
55	50	0	0	2/4	2	1	V43		a	#vi		V43		V		43					Mm7	1	1	8, 5, 7, 11		7	8	2	13	0.13333333333333333	0.125	1.25	0.09090909090909091
56	51	0	0	2/4	2	1	i		a	#vi		i		i							m	1	1	6, 3, 7		6	6	4	11	0.26666666666666666	0.25	1.125	0.18181818181818182
57	52	0	0	2/4	2	1	V		a	#vi		V		V							M	1	1	7, 11, 8		7	7	2	5	0.2857142857142857	0.125	0.5	0.2
57	52	1/4	1/4	2/4	2	1	iio64/iv		a	#vi		iio64/iv		ii	o	64		iv			o	1	1	1, 7, 4		7	1	1	3	0.25	0.0625	0.3125	0.16666666666666666
57	52	3/8	3/8	2/4	2	1	V/iv		a	#vi		V/iv		V				iv			M	1	1	6, 10, 7		6	6	0	4	0.0	0.0	0.375	0.0
58	53	0	0	2/4	2	1	iv		a	#vi		iv		iv							m	1	1	5, 2, 6		5	5	4	11	0.26666666666666666	0.25	1.125	0.18181818181818182
59	54	0	0	2/4	2	1	iio6		a	#vi		iio6		ii	o	6					o	1	1	5, 2, 8		8	5	3	12	0.2	0.1875	1.1875	0.13636363636363635
60	55	0	0	2/4	2	1	V(64)		a	#vi		V(64)		V			64				M	1	1	7, 6, 3		7	7	1	6	0.14285714285714285	0.0625	0.5625	0.1
60	55	1/4	1/4	2/4	2	1	V7		a	#vi		V7		V		7					Mm7	1	1	7, 11, 8, 5		7	7	1	6	0.14285714285714285	0.0625	0.5625	0.1
61	56	0	0	2/4	2	1	i|PAC}		a	#vi		i		i					PAC	}	m	1	1	6, 3, 7		6	6	0	3	0.0	0.0	0.75	0.0
62	56	0	1/4	2/4	2	1	I.I{		a	I		I		I						{	M	1	0	3, 7, 4		3	3	8	24	0.25	1.0	2.5	0.2857142857142857
65	59	0	0	2/4	2	1	IV		a	I		IV		IV							M	1	0	2, 6, 3		2	2	2	7	0.2222222222222222	0.25	0.5	0.3333333333333333
65	59	1/4	1/4	2/4	2	1	V65/V		a	I		V65/V		V		65		V			Mm7	1	0	9, 6, 3, 5		5	9	0	9	0.0	0.0	0.75	0.0
66	60	0	0	2/4	2	1	V|HC		a	I		V		V					HC		M	1	0	4, 8, 5		4	4	2	13	0.13333333333333333	0.25	1.25	0.16666666666666666
67	61	0	0	2/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	6	22	0.21428571428571427	0.75	2.25	0.25
69	63	0	0	2/4	2	1	ii65		a	I		ii65		ii		65					mm7	1	0	2, 6, 3, 5		5	2	0	9	0.0	0.0	0.75	0.0
69	63	1/4	1/4	2/4	2	1	V		a	I		V		V							M	1	0	4, 8, 5		4	4	0	9	0.0	0.0	0.75	0.0
70	64	0	0	2/4	2	1	I|PAC}		a	I		I		I					PAC	}	M	1	0	3, 7, 4		3	3	0	3	0.0	0.0	0.75	0.0
71	64	0	1/4	2/4	2	1	i.i{		a	i		i		i						{	m	1	1	3, 0, 4		3	3	10	42	0.19230769230769232	0.3125	5.0625	0.05813953488372093
76	69	0	0	2/4	2	1	v.i		a	v		i		i							m	1	1	4, 1, 5		4	4	13	27	0.325	1.25	3.0	0.29411764705882354
78	71	1/4	1/4	2/4	2	1	V(64)		a	v		V(64)		V			64				M	1	1	5, 4, 1		5	5	0	3	0.0	0.0	0.375	0.0
78	71	3/8	3/8	2/4	2	1	V		a	v		V		V							M	1	1	5, 9, 6		5	5	0	3	0.0	0.0	0.375	0.0
79	72	0	0	2/4	2	1	i|PAC}		a	v		i		i					PAC	}	m	1	1	4, 1, 5		4	4	0	2	0.0	0.0	0.5	0.0
80	72	0	1/4	2/4	2	1	i.III{		a	i		III		III						{	M	1	1	0, 4, 1		0	0	2	8	0.2	0.25	1.0	0.2
81	73	1/4	1/4	2/4	2	1	III6		a	i		III6		III		6					M	1	1	4, 1, 0		0	4	2	4	0.3333333333333333	0.0625	0.4375	0.125
82	74	0	0	2/4	2	1	V/III|HC		a	i		V/III		V				III	HC		M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	0.75	0.0
82	74	1/4	1/4	2/4	2	1	III		a	i		III		III							M	1	1	0, 4, 1		0	0	2	8	0.2	0.25	1.0	0.2
83	75	1/4	1/4	2/4	2	1	III6		a	i		III6		III		6					M	1	1	4, 1, 0		0	4	2	4	0.3333333333333333	0.0625	0.4375	0.125
84	76	0	0	2/4	2	1	V/III|HC		a	i		V/III		V				III	HC		M	1	1	1, 5, 2		1	1	0	3	0.0	0.0	0.75	0.0
84	76	1/4	1/4	2/4	2	1	i		a	i		i		i							m	1	1	3, 0, 4		3	3	2	8	0.2	0.25	1.0	0.2
85	77	1/4	1/4	2/4	2	1	i6		a	i		i6		i		6					m	1	1	0, 4, 3		3	0	2	4	0.3333333333333333	0.0625	0.4375	0.125
86	78	0	0	2/4	2	1	V|HC		a	i		V		V					HC		M	1	1	4, 8, 5		4	4	0	4	0.0	0.0	0.75	0.0
86	78	1/4	1/4	2/4	2	1	i		a	i		i		i							m	1	1	3, 0, 4		3	3	2	8	0.2	0.25	1.0	0.2
87	79	1/4	1/4	2/4	2	1	i6		a	i		i6		i		6					m	1	1	0, 4, 3		3	0	2	4	0.3333333333333333	0.0625	0.4375	0.125
88	80	0	0	2/4	2	1	V|HC}		a	i		V		V					HC	}	M	1	1	4, 8, 5		4	4	0	3	0.0	0.0	0.75	0.0
88	80	1/4	1/4	2/4	2	1	i{		a	i		i		i						{	m	1	1	3, 0, 4		3	3	10	32	0.23809523809523808	0.3125	3.6875	0.078125
92	84	0	0	2/4	2	1	Ger6		a	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-1, 3, 0, 9		9	-1	1	9	0.1	0.125	1.25	0.09090909090909091
93	85	0	0	2/4	2	1	V(64)		a	i		V(64)		V			64				M	1	1	4, 3, 0		4	4	1	4	0.2	0.125	0.5	0.2
93	85	1/4	1/4	2/4	2	1	#viio43		a	i		#viio43		#vii	o	43					o7	1	1	2, -1, 8, 5		8	2	1	4	0.2	0.125	0.5	0.2
94	86	0	0	2/4	2	1	i6		a	i		i6		i		6					m	1	1	0, 4, 3		3	0	0	5	0.0	0.0	0.625	0.0
94	86	1/4	1/4	2/4	2	1	iio6		a	i		iio6		ii	o	6					o	1	1	2, -1, 5		5	2	0	5	0.0	0.0	0.625	0.0
95	87	0	0	2/4	2	1	V(64)		a	i		V(64)		V			64				M	1	1	4, 3, 0		4	4	0	5	0.0	0.0	0.75	0.0
95	87	1/4	1/4	2/4	2	1	V		a	i		V		V							M	1	1	4, 8, 5		4	4	1	6	0.14285714285714285	0.03125	0.71875	0.041666666666666664
96	88	0	0	2/4	2	1	i|PAC}		a	i		i		i					PAC	}	m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.75	0.0
97	88	0	1/4	2/4	2	1	I.I{		a	I		I		I						{	M	1	0	3, 7, 4		3	3	8	24	0.25	0.5	1.625	0.23529411764705882
100	91	0	0	2/4	2	1	IV		a	I		IV		IV							M	1	0	2, 6, 3		2	2	2	7	0.2222222222222222	0.125	0.375	0.25
100	91	1/4	1/4	2/4	2	1	V65/V		a	I		V65/V		V		65		V			Mm7	1	0	9, 6, 3, 5		5	9	0	9	0.0	0.0	0.5	0.0
101	92	0	0	2/4	2	1	V|HC		a	I		V		V					HC		M	1	0	4, 8, 5		4	4	2	13	0.13333333333333333	0.125	0.875	0.125
102	93	0	0	2/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	6	22	0.21428571428571427	0.375	1.5	0.2
104	95	0	0	2/4	2	1	ii65		a	I		ii65		ii		65					mm7	1	0	2, 6, 3, 5		5	2	0	9	0.0	0.0	0.5	0.0
104	95	1/4	1/4	2/4	2	1	V		a	I		V		V							M	1	0	4, 8, 5		4	4	0	9	0.0	0.0	0.5	0.0
105	96	0	0	2/4	2	1	I|PAC}	1	a	I		I		I					PAC	}	M	1	0	3, 7, 4		3	3	0	3	0.0	0.0	0.75	0.0
106	96	0	0	2/4	2	1	I|PAC}{	2	a	I		I		I					PAC	}{	M	1	0	3, 7, 4		3	3	4	45	0.08163265306122448	0.25	5.75	0.041666666666666664
110	100	0	0	2/4	2	1	IV		a	I		IV		IV							M	1	0	2, 6, 3		2	2	0	10	0.0	0.0	2.0	0.0
111	101	0	0	2/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	4	19	0.17391304347826086	0.0	2.0	0.0
112	102	0	0	2/4	2	1	V|HC		a	I		V		V					HC		M	1	0	4, 8, 5		4	4	0	11	0.0	0.0	2.0	0.0
113	103	0	0	2/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	4	33	0.10810810810810811	0.25	4.25	0.05555555555555555
116	106	0	0	2/4	2	1	IV		a	I		IV		IV							M	1	0	2, 6, 3		2	2	0	10	0.0	0.0	2.0	0.0
117	107	0	0	2/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	1	10	0.09090909090909091	0.0	2.0	0.0
118	108	0	0	2/4	2	1	V		a	I		V		V							M	1	0	4, 8, 5		4	4	4	19	0.17391304347826086	0.0	2.0	0.0
119	109	0	0	2/4	2	1	I|PAC}{		a	I		I		I					PAC	}{	M	1	0	3, 7, 4		3	3	4	47	0.0784313725490196	0.25	3.75	0.0625
123	113	0	0	2/4	2	1	IV64		a	I		IV64		IV		64					M	1	0	3, 2, 6		2	3	0	9	0.0	0.0	1.0	0.0
124	114	0	0	2/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	4	12	0.25	0.0	1.0	0.0
125	115	0	0	2/4	2	1	V|HC		a	I		V		V					HC		M	1	0	4, 8, 5		4	4	0	10	0.0	0.0	1.0	0.0
126	116	0	0	2/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	4	33	0.10810810810810811	0.25	4.25	0.05555555555555555
129	119	0	0	2/4	2	1	IV		a	I		IV		IV							M	1	0	2, 6, 3		2	2	0	10	0.0	0.0	2.0	0.0
130	120	0	0	2/4	2	1	I		a	I		I		I							M	1	0	3, 7, 4		3	3	1	10	0.09090909090909091	0.0	2.0	0.0
131	121	0	0	2/4	2	1	V		a	I		V		V							M	1	0	4, 8, 5		4	4	4	19	0.17391304347826086	0.0	2.0	0.0
132	122	0	0	2/4	2	1	I|PAC}		a	I		I		I					PAC	}	M	1	0	3, 7, 4		3	3	0	67	0.0	0.0	10.0	0.0
