mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
69	69	1/4	1/4	3/4	2	1	IV		Eb	I		IV	IV							M	0	0	-4, 0, -3		-4	-4	4	11	0.26666666666666666	0.25	1.125	0.18181818181818182
70	70	0	0	3/4	2	1	I6		Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	2	3	0.4	0.08333333333333333	0.2916666666666667	0.2222222222222222
70	70	1/8	1/8	3/4	2	1	IV		Eb	I		IV	IV							M	0	0	-4, 0, -3		-4	-4	2	3	0.4	0.08333333333333333	0.2916666666666667	0.2222222222222222
70	70	1/4	1/4	3/4	2	1	V(64)		Eb	I		V(64)	V			64				M	0	0	-2, -3, 1		-2	-2	0	6	0.0	0.0	0.75	0.0
70	70	1/2	1/2	3/4	2	1	V7		Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	2	7	0.2222222222222222	0.125	0.875	0.125
71	71	0	0	3/4	2	1	I|PAC}{		Eb	I		I	I					PAC	}{	M	0	0	-3, 1, -2		-3	-3	0	6	0.0	0.0	0.5625	0.0
71	71	1/4	1/4	3/4	2	1	V2		Eb	I		V2	V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	0	2	0.0	0.0	0.125	0.0
71	71	3/8	3/8	3/4	2	1	I6		Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.375	0.0
71	71	1/2	1/2	3/4	2	1	V64		Eb	I		V64	V		64					M	0	0	-1, -2, 2		-2	-1	0	4	0.0	0.0	0.375	0.0
71	71	5/8	5/8	3/4	2	1	I		Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	0.375	0.0
72	72	0	0	3/4	2	1	V65		Eb	I		V65	V		65					Mm7	0	0	2, -1, -4, -2		-2	2	8	13	0.38095238095238093	0.5625	1.1875	0.32142857142857145
72	72	5/8	5/8	3/4	2	1	V2		Eb	I		V2	V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	0	4	0.0	0.0	0.375	0.0
73	73	0	0	3/4	2	1	I6		Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	1	11	0.08333333333333333	0.03125	0.96875	0.03125
73	73	3/8	3/8	3/4	2	1	I		Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	0.5	0.0
73	73	1/2	1/2	3/4	2	1	viio6		Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2	-1	0	4	0.0	0.0	0.5	0.0
73	73	5/8	5/8	3/4	2	1	I6		Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.5	0.0
74	74	0	0	3/4	2	1	ii6		Eb	I		ii6	ii		6					m	0	0	-4, 0, -1		-1	-4	1	11	0.08333333333333333	0.03125	1.34375	0.022727272727272728
74	74	1/2	1/2	3/4	2	1	V(64)		Eb	I		V(64)	V			64				M	0	0	-2, -3, 1		-2	-2	0	4	0.0	0.0	0.625	0.0
74	74	5/8	5/8	3/4	2	1	V7		Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	3	0.0	0.0	0.375	0.0
75	75	0	0	3/4	2	1	I(974)}		Eb	I		I(974)	I			974			}	M	0	0	-3, -4, -2	-1, 2	-3	-3	1	4	0.2	0.0625	0.9375	0.0625
75	75	1/4	1/4	3/4	2	1	I|IAC		Eb	I		I	I					IAC		M	0	0	-3, 1, -2		-3	-3	0	5	0.0	0.0	0.4375	0.0
75	75	3/8	3/8	3/4	2	1	I6{		Eb	I		I6	I		6				{	M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.375	0.0
75	75	1/2	1/2	3/4	2	1	V2		Eb	I		V2	V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	1	3	0.25	0.0625	0.3125	0.16666666666666666
75	75	5/8	5/8	3/4	2	1	I		Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	1	3	0.25	0.0625	0.3125	0.16666666666666666
76	76	0	0	3/4	2	1	V65		Eb	I		V65	V		65					Mm7	0	0	2, -1, -4, -2		-2	2	8	13	0.38095238095238093	0.5625	1.1875	0.32142857142857145
76	76	5/8	5/8	3/4	2	1	V2		Eb	I		V2	V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	0	4	0.0	0.0	0.375	0.0
77	77	0	0	3/4	2	1	I6		Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	3	7	0.3	0.15625	0.59375	0.20833333333333334
77	77	1/4	1/4	3/4	2	1	I		Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	0	6	0.0	0.0	0.75	0.0
77	77	1/2	1/2	3/4	2	1	viio6		Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2	-1	0	4	0.0	0.0	0.5	0.0
77	77	5/8	5/8	3/4	2	1	I6		Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.5	0.0
78	78	0	0	3/4	2	1	ii6		Eb	I		ii6	ii		6					m	0	0	-4, 0, -1		-1	-4	4	7	0.36363636363636365	0.125	0.875	0.125
78	78	1/2	1/2	3/4	2	1	V7		Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	6	0.0	0.0	0.90625	0.0
79	79	0	0	3/4	2	1	I|PAC}{		Eb	I		I	I					PAC	}{	M	0	0	-3, 1, -2		-3	-3	0	7	0.0	0.0	0.625	0.0
79	79	3/8	3/8	3/4	2	1	viio/IV		Eb	I		viio/IV	vii	o			IV			o	0	0	1, -2, -5		1	1	0	3	0.0	0.0	0.25	0.0
79	79	1/2	1/2	3/4	2	1	ii6		Eb	I		ii6	ii		6					m	0	0	-4, 0, -1		-1	-4	0	3	0.0	0.0	0.25	0.0
79	79	5/8	5/8	3/4	2	1	V2		Eb	I		V2	V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	0	3	0.0	0.0	0.25	0.0
80	80	0	0	3/4	2	1	I6		Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	2	4	0.3333333333333333	0.1875	0.3125	0.375
80	80	1/4	1/4	3/4	2	1	I		Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	1	1	0.5	0.0625	0.0625	0.5
80	80	3/8	3/8	3/4	2	1	viio/IV		Eb	I		viio/IV	vii	o			IV			o	0	0	1, -2, -5		1	1	0	3	0.0	0.0	0.25	0.0
80	80	1/2	1/2	3/4	2	1	ii6		Eb	I		ii6	ii		6					m	0	0	-4, 0, -1		-1	-4	0	3	0.0	0.0	0.25	0.0
80	80	5/8	5/8	3/4	2	1	V7		Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	4	0.0	0.0	0.375	0.0
81	81	0	0	3/4	2	1	I(94)}	1	Eb	I		I(94)	I			94			}	M	0	0	-3, -4, -2	-1	-3	-3	0	3	0.0	0.0	0.875	0.0
81	81	1/4	1/4	3/4	2	1	I|PAC	1	Eb	I		I	I					PAC		M	0	0	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.25	0.0
81	81	3/8	3/8	3/4	2	1	V2	1	Eb	I		V2	V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	0	3	0.0	0.0	0.375	0.0
81	81	1/2	1/2	3/4	2	1	I6	1	Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	0	3	0.0	0.0	0.375	0.0
81	81	5/8	5/8	3/4	2	1	viio6	1	Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2	-1	0	3	0.0	0.0	0.375	0.0
82	81	0	0	3/4	2	1	I(94)}	2	Eb	I		I(94)	I			94			}	M	0	0	-3, -4, -2	-1	-3	-3	0	3	0.0	0.0	0.875	0.0
82	81	1/4	1/4	3/4	2	1	I|PAC	2	Eb	I		I	I					PAC		M	0	0	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.25	0.0
82	81	3/8	3/8	3/4	2	1	V	2	Eb	I		V	V							M	0	0	-2, 2, -1		-2	-2	2	2	0.5	0.25	0.25	0.5
82	81	5/8	5/8	3/4	2	1	V7	2	Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	3	0.0	0.0	0.375	0.0
83	82	0	0	3/4	2	1	I(974)		Eb	I		I(974)	I			974				M	0	0	-3, -4, -2	-1, 2	-3	-3	0	5	0.0	0.0	2.5	0.0
83	82	1/2	1/2	3/4	2	1	I|PAC		Eb	I		I	I					PAC		M	0	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	0.5	0.0
