mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
10	10	0	0	2/2	2	1	V43			F	I		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	0	4	0.0	0.0	1.0	0.0
10	10	1/4	1/4	2/2	2	1	V65			F	I		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	0	3	0.0	0.0	0.5	0.0
10	10	1/2	1/2	2/2	2	1	I			F	I		I		I							M	0	0	-1, 3, 0		-1	-1	1	3	0.25	0.125	0.625	0.16666666666666666
10	10	3/4	3/4	2/2	2	1	vi			F	I		vi		vi							m	0	0	2, -1, 3		2	2	0	3	0.0	0.0	0.5	0.0
11	11	0	0	2/2	2	1	IV			F	I		IV		IV							M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	1.125	0.0
11	11	3/8	3/8	2/2	2	1	ii6			F	I		ii6		ii		6					m	0	0	-2, 2, 1		1	-2	0	1	0.0	0.0	0.125	0.0
11	11	1/2	1/2	2/2	2	1	V(64)			F	I		V(64)		V			64				M	0	0	0, -1, 3		0	0	0	3	0.0	0.0	1.0	0.0
11	11	3/4	3/4	2/2	2	1	V7			F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	3	0.0	0.0	0.75	0.0
12	12	0	0	2/2	2	1	I(74)}			F	I		I(74)		I			74			}	M	0	0	-1, -2, 0	4	-1	-1	0	4	0.0	0.0	1.5	0.0
12	12	1/2	1/2	2/2	2	1	I|PAC			F	I		I		I					PAC		M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.75	0.0
13	13	0	0	2/2	2	1	V.I6{			F	V		I6		I		6				{	M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	1.0	0.0
13	13	1/2	1/2	2/2	2	1	IV			F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	1.0	0.0
14	14	0	0	2/2	2	1	V7			F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	5	0.16666666666666666	0.125	0.875	0.125
14	14	1/2	1/2	2/2	2	1	vi			F	V		vi		vi							m	0	0	3, 0, 4		3	3	0	3	0.0	0.0	1.0	0.0
15	15	0	0	2/2	2	1	I6			F	V		I6		I		6					M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	1.0	0.0
15	15	1/2	1/2	2/2	2	1	IV			F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1	1	4	0.2	0.125	0.75	0.14285714285714285
16	16	0	0	2/2	2	1	V7			F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	5	0.0	0.0	0.875	0.0
16	16	1/2	1/2	2/2	2	1	vi			F	V		vi		vi							m	0	0	3, 0, 4		3	3	1	4	0.2	0.125	0.75	0.14285714285714285
17	17	0	0	2/2	2	1	ii6			F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	5	7	0.4166666666666667	0.4583333333333333	1.5416666666666667	0.22916666666666666
18	18	0	0	2/2	2	1	V(64)}			F	V		V(64)		V			64			}	M	0	0	1, 0, 4		1	1	1	4	0.2	0.0625	1.4375	0.041666666666666664
18	18	1/2	1/2	2/2	2	1	V|HC			F	V		V		V					HC		M	0	0	1, 5, 2		1	1	2	4	0.3333333333333333	0.25	0.75	0.25
19	19	0	0	2/2	2	1	IV6{			F	V		IV6		IV		6				{	M	0	0	3, 0, -1		-1	3	0	3	0.0	0.0	1.0	0.0
19	19	1/2	1/2	2/2	2	1	I64			F	V		I64		I		64					M	0	0	1, 0, 4		0	1	0	3	0.0	0.0	1.0	0.0
20	20	0	0	2/2	2	1	V2			F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	2	7	0.2222222222222222	0.16666666666666666	1.3333333333333333	0.1111111111111111
20	20	1/2	1/2	2/2	2	1	I6			F	V		I6		I		6					M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	1.25	0.0
21	21	0	0	2/2	2	1	IV6			F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3	1	4	0.2	0.125	0.75	0.14285714285714285
21	21	1/2	1/2	2/2	2	1	I64			F	V		I64		I		64					M	0	0	1, 0, 4		0	1	1	4	0.2	0.125	0.75	0.14285714285714285
22	22	0	0	2/2	2	1	V2			F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	4	7	0.36363636363636365	0.25	1.25	0.16666666666666666
22	22	1/2	1/2	2/2	2	1	I6			F	V		I6		I		6					M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	1.25	0.0
23	23	0	0	2/2	2	1	viio6/V			F	V		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3	0	7	0.0	0.0	1.75	0.0
23	23	3/4	3/4	2/2	2	1	V			F	V		V		V							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.75	0.0
24	24	0	0	2/2	2	1	V65			F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	1	8	0.1111111111111111	0.1875	2.0625	0.08333333333333333
24	24	3/4	3/4	2/2	2	1	I			F	V		I		I							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	1.0	0.0
25	25	0	0	2/2	2	1	IV6			F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3	4	6	0.4	0.25	1.75	0.125
25	25	1/2	1/2	2/2	2	1	V(64)			F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1	0	4	0.0	0.0	1.0	0.0
25	25	3/4	3/4	2/2	2	1	V			F	V		V		V							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.75	0.0
26	26	0	0	2/2	2	1	I(97)}			F	V		I(97)		I			97			}	M	0	0	0, 4, 1	2, 5	0	0	1	4	0.2	0.125	1.375	0.08333333333333333
26	26	1/2	1/2	2/2	2	1	I|IAC			F	V		I		I					IAC		M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	1.0	0.0
27	27	0	0	2/2	2	1	V7/V{			F	V		V7/V		V		7		V		{	Mm7	0	0	2, 6, 3, 0		2	2	1	10	0.09090909090909091	0.0625	2.1875	0.027777777777777776
27	27	3/4	3/4	2/2	2	1	V			F	V		V		V							M	0	0	1, 5, 2		1	1	1	3	0.25	0.125	0.625	0.16666666666666666
28	28	0	0	2/2	2	1	V7			F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	4	8	0.3333333333333333	0.3125	1.9375	0.1388888888888889
28	28	3/4	3/4	2/2	2	1	I			F	V		I		I							M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
29	29	0	0	2/2	2	1	ii6			F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	3	6	0.3333333333333333	0.1875	1.0625	0.15
29	29	1/2	1/2	2/2	2	1	V(64)			F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1	0	4	0.0	0.0	1.25	0.0
29	29	3/4	3/4	2/2	2	1	V7			F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	3	0.25	0.125	0.625	0.16666666666666666
30	30	0	0	2/2	2	1	I|PAC}{			F	V		I		I					PAC	}{	M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	1.5	0.0
30	30	1/4	1/4	2/2	2	1	V[I			F	V	V	I		I							M	0	0	0, 4, 1		0	0	5	8	0.38461538461538464	0.3125	1.0625	0.22727272727272727
31	31	0	0	2/2	2	1	V7			F	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	2	9	0.18181818181818182	0.25	2.75	0.08333333333333333
32	32	0	0	2/2	2	1	I			F	V	V	I		I							M	0	0	0, 4, 1		0	0	6	11	0.35294117647058826	0.4375	2.4375	0.15217391304347827
33	33	0	0	2/2	2	1	V7]			F	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	2	9	0.18181818181818182	0.25	2.75	0.08333333333333333
34	34	0	0	2/2	2	1	I}			F	V		I		I						}	M	0	0	0, 4, 1		0	0	7	12	0.3684210526315789	0.5625	1.8125	0.23684210526315788
35	35	3/8	3/8	2/2	2	1	I.V7			F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	18	29	0.3829787234042553	1.5208333333333333	6.729166666666667	0.18434343434343434
39	39	0	0	2/2	2	1	I6{			F	I		I6		I		6				{	M	0	0	3, 0, -1		-1	3	2	5	0.2857142857142857	0.0625	0.9375	0.0625
39	39	1/2	1/2	2/2	2	1	I			F	I		I		I							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	1.0	0.0
40	40	0	0	2/2	2	1	V2			F	I		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	1	5	0.16666666666666666	0.125	0.875	0.125
40	40	1/2	1/2	2/2	2	1	I6			F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	1.0	0.0
41	41	0	0	2/2	2	1	V2			F	I		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	1	5	0.16666666666666666	0.125	0.875	0.125
41	41	1/2	1/2	2/2	2	1	I6			F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	1	4	0.2	0.125	0.875	0.125
42	42	0	0	2/2	2	1	V64			F	I		V64		V		64					M	0	0	1, 0, 4		0	1	1	3	0.25	0.125	1.375	0.08333333333333333
42	42	1/4	1/4	2/2	2	1	V65			F	I		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	0	3	0.0	0.0	0.5	0.0
42	42	1/2	1/2	2/2	2	1	I			F	I		I		I							M	0	0	-1, 3, 0		-1	-1	2	1	0.6666666666666666	0.25	0.25	0.5
42	42	3/4	3/4	2/2	2	1	I6			F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	3	0.0	0.0	0.5	0.0
43	43	0	0	2/2	2	1	IV			F	I		IV		IV							M	0	0	-2, 2, -1		-2	-2	3	5	0.375	0.20833333333333334	0.7916666666666666	0.20833333333333334
43	43	1/2	1/2	2/2	2	1	vi		IV6	F	I		vi		vi							m	0	0	2, -1, 3		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
43	43	3/4	3/4	2/2	2	1	V65/V			F	I		V65/V		V		65		V			Mm7	0	0	5, 2, -1, 1		1	5	1	3	0.25	0.125	0.625	0.16666666666666666
44	44	0	0	2/2	2	1	V(4)}			F	I		V(4)		V			4			}	M	0	0	0, -1, 1		0	0	0	3	0.0	0.0	1.25	0.0
44	44	1/4	1/4	2/2	2	1	V			F	I		V		V							M	0	0	0, 4, 1		0	0	5	6	0.45454545454545453	0.3125	0.9375	0.25
45	45	0	0	2/2	2	1	I6{			F	I		I6		I		6				{	M	0	0	3, 0, -1		-1	3	3	5	0.375	0.0625	0.9375	0.0625
45	45	1/2	1/2	2/2	2	1	I			F	I		I		I							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	1.0	0.0
46	46	0	0	2/2	2	1	V2			F	I		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	0	6	0.0	0.0	1.0	0.0
46	46	1/2	1/2	2/2	2	1	I6			F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	1.0	0.0
47	47	0	0	2/2	2	1	V2			F	I		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	2	8	0.2	0.125	0.875	0.125
47	47	1/2	1/2	2/2	2	1	I6			F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	1.0	0.0
48	48	0	0	2/2	2	1	V64			F	I		V64		V		64					M	0	0	1, 0, 4		0	1	1	3	0.25	0.125	0.875	0.125
48	48	1/4	1/4	2/2	2	1	V65			F	I		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	0	3	0.0	0.0	0.5	0.0
48	48	1/2	1/2	2/2	2	1	I			F	I		I		I							M	0	0	-1, 3, 0		-1	-1	2	2	0.5	0.25	0.5	0.3333333333333333
48	48	3/4	3/4	2/2	2	1	vi			F	I		vi		vi							m	0	0	2, -1, 3		2	2	0	3	0.0	0.0	0.5	0.0
49	49	0	0	2/2	2	1	IV			F	I		IV		IV							M	0	0	-2, 2, -1		-2	-2	2	5	0.2857142857142857	0.08333333333333333	1.0416666666666667	0.07407407407407407
49	49	3/8	3/8	2/2	2	1	ii6			F	I		ii6		ii		6					m	0	0	-2, 2, 1		1	-2	0	1	0.0	0.0	0.125	0.0
49	49	1/2	1/2	2/2	2	1	V(64)			F	I		V(64)		V			64				M	0	0	0, -1, 3		0	0	0	3	0.0	0.0	1.0	0.0
49	49	3/4	3/4	2/2	2	1	V7			F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	3	0.0	0.0	0.75	0.0
50	50	0	0	2/2	2	1	I(74)}			F	I		I(74)		I			74			}	M	0	0	-1, -2, 0	4	-1	-1	0	4	0.0	0.0	1.5	0.0
50	50	1/2	1/2	2/2	2	1	I|PAC			F	I		I		I					PAC		M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.75	0.0
51	51	0	0	2/2	2	1	vi.i{			F	vi		i		i						{	m	0	1	2, -1, 3		2	2	2	22	0.08333333333333333	0.08333333333333333	3.5416666666666665	0.022988505747126436
52	52	0	0	2/2	2	1	V43			F	vi		V43		V		43					Mm7	0	1	4, 1, 3, 7		3	4	0	4	0.0	0.0	0.5	0.0
52	52	1/4	1/4	2/2	2	1	i			F	vi		i		i							m	0	1	2, -1, 3		2	2	0	4	0.0	0.0	0.5	0.0
52	52	1/2	1/2	2/2	2	1	V6			F	vi		V6		V		6					M	0	1	7, 4, 3		3	7	0	4	0.0	0.0	0.5	0.0
53	53	0	0	2/2	2	1	#viio43			F	vi		#viio43		#vii	o	43					o7	0	1	1, -2, 7, 4		7	1	2	22	0.08333333333333333	0.08333333333333333	3.5416666666666665	0.022988505747126436
54	54	0	0	2/2	2	1	i6			F	vi		i6		i		6					m	0	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.375	0.0
54	54	1/4	1/4	2/2	2	1	#viio6			F	vi		#viio6		#vii	o	6					o	0	1	4, 1, 7		7	4	0	4	0.0	0.0	0.5	0.0
54	54	1/2	1/2	2/2	2	1	i}			F	vi		i		i						}	m	0	1	2, -1, 3		2	2	0	4	0.0	0.0	0.5	0.0
55	55	0	0	2/2	2	1	V2{			F	vi		V2		V		2				{	Mm7	0	1	1, 3, 7, 4		3	1	1	5	0.16666666666666666	0.125	0.875	0.125
55	55	1/2	1/2	2/2	2	1	i6			F	vi		i6		i		6					m	0	1	-1, 3, 2		2	-1	0	4	0.0	0.0	1.0	0.0
56	56	0	0	2/2	2	1	V2			F	vi		V2		V		2					Mm7	0	1	1, 3, 7, 4		3	1	1	5	0.16666666666666666	0.125	0.875	0.125
56	56	1/2	1/2	2/2	2	1	i6			F	vi		i6		i		6					m	0	1	-1, 3, 2		2	-1	1	4	0.2	0.125	0.875	0.125
57	57	0	0	2/2	2	1	V64			F	vi		V64		V		64					M	0	1	4, 3, 7		3	4	1	3	0.25	0.125	1.125	0.1
57	57	1/4	1/4	2/2	2	1	V65			F	vi		V65		V		65					Mm7	0	1	7, 4, 1, 3		3	7	0	3	0.0	0.0	0.5	0.0
57	57	1/2	1/2	2/2	2	1	I			F	vi		I		I							M	0	1	2, 6, 3		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
57	57	3/4	3/4	2/2	2	1	Ger6			F	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-2, 2, -1, 8		8	-2	0	4	0.0	0.0	0.75	0.0
58	58	0	0	2/2	2	1	V|HC}			F	vi		V		V					HC	}	M	0	1	3, 7, 4		3	3	0	10	0.0	0.0	1.5	0.0
59	59	0	0	2/2	2	1	i{			F	vi		i		i						{	m	0	1	2, -1, 3		2	2	2	22	0.08333333333333333	0.08333333333333333	3.5416666666666665	0.022988505747126436
60	60	0	0	2/2	2	1	V43			F	vi		V43		V		43					Mm7	0	1	4, 1, 3, 7		3	4	0	4	0.0	0.0	0.5	0.0
60	60	1/4	1/4	2/2	2	1	i			F	vi		i		i							m	0	1	2, -1, 3		2	2	0	4	0.0	0.0	0.5	0.0
60	60	1/2	1/2	2/2	2	1	V6			F	vi		V6		V		6					M	0	1	7, 4, 3		3	7	0	4	0.0	0.0	0.5	0.0
61	61	0	0	2/2	2	1	#viio43			F	vi		#viio43		#vii	o	43					o7	0	1	1, -2, 7, 4		7	1	2	22	0.08333333333333333	0.08333333333333333	3.5416666666666665	0.022988505747126436
62	62	0	0	2/2	2	1	i6			F	vi		i6		i		6					m	0	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.375	0.0
62	62	1/4	1/4	2/2	2	1	#viio6			F	vi		#viio6		#vii	o	6					o	0	1	4, 1, 7		7	4	0	4	0.0	0.0	0.5	0.0
62	62	1/2	1/2	2/2	2	1	i}			F	vi		i		i						}	m	0	1	2, -1, 3		2	2	0	4	0.0	0.0	0.5	0.0
63	63	0	0	2/2	2	1	bII6{			F	vi		bII6		bII		6				{	M	0	1	1, -2, -3		-3	1	2	4	0.3333333333333333	0.0625	0.4375	0.125
63	63	1/4	1/4	2/2	2	1	#viio2			F	vi		#viio2		#vii	o	2					o7	0	1	-2, 7, 4, 1		7	-2	0	3	0.0	0.0	0.5	0.0
63	63	1/2	1/2	2/2	2	1	i6			F	vi		i6		i		6					m	0	1	-1, 3, 2		2	-1	1	4	0.2	0.125	0.875	0.125
64	64	0	0	2/2	2	1	bII6			F	vi		bII6		bII		6					M	0	1	1, -2, -3		-3	1	2	3	0.4	0.125	0.375	0.25
64	64	1/4	1/4	2/2	2	1	#viio2			F	vi		#viio2		#vii	o	2					o7	0	1	-2, 7, 4, 1		7	-2	0	5	0.0	0.0	0.5	0.0
64	64	1/2	1/2	2/2	2	1	i6			F	vi		i6		i		6					m	0	1	-1, 3, 2		2	-1	0	6	0.0	0.0	1.5	0.0
65	65	0	0	2/2	2	1	iio6			F	vi		iio6		ii	o	6					o	0	1	1, -2, 4		4	1	1	5	0.16666666666666666	0.125	1.5	0.07692307692307693
65	65	1/2	1/2	2/2	2	1	V(64)			F	vi		V(64)		V			64				M	0	1	3, 2, -1		3	3	0	3	0.0	0.0	1.0	0.0
65	65	3/4	3/4	2/2	2	1	V			F	vi		V		V							M	0	1	3, 7, 4		3	3	0	2	0.0	0.0	0.375	0.0
66	66	0	0	2/2	2	1	i(#74)}			F	vi		i(#74)		i			#74			}	m	0	1	2, 1, 3	7	2	2	2	9	0.18181818181818182	0.21875	3.78125	0.0546875
67	67	0	0	2/2	2	1	i|PAC			F	vi		i		i					PAC		m	0	1	2, -1, 3		2	2	3	7	0.3	0.125	1.125	0.1
67	67	1/2	1/2	2/2	2	1	IV.V2			F	IV		V2		V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	2	5	0.2857142857142857	0.21875	0.28125	0.4375
68	68	0	0	2/2	2	1	I{			F	IV		I		I						{	M	0	0	-2, 2, -1		-2	-2	0	13	0.0	0.0	2.0	0.0
69	69	0	0	2/2	2	1	V43			F	IV		V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	3	9	0.25	0.1875	0.8125	0.1875
69	69	1/2	1/2	2/2	2	1	V7			F	IV		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	5	0.0	0.0	0.75	0.0
70	70	0	0	2/2	2	1	I			F	IV		I		I							M	0	0	-2, 2, -1		-2	-2	7	16	0.30434782608695654	0.4375	1.5625	0.21875
71	71	0	0	2/2	2	1	V43			F	IV		V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	3	9	0.25	0.1875	0.8125	0.1875
71	71	1/2	1/2	2/2	2	1	V7			F	IV		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	5	0.0	0.0	0.75	0.0
72	72	0	0	2/2	2	1	I			F	IV		I		I							M	0	0	-2, 2, -1		-2	-2	5	14	0.2631578947368421	0.375	1.625	0.1875
73	73	0	0	2/2	2	1	I.V43/ii			F	I		V43/ii		V		43		ii			Mm7	0	0	3, 0, 2, 6		2	3	0	10	0.0	0.0	1.75	0.0
74	74	0	0	2/2	2	1	ii			F	I		ii		ii							m	0	0	1, -2, 2		1	1	4	7	0.36363636363636365	0.25	0.75	0.25
74	74	1/2	1/2	2/2	2	1	ii2			F	I		ii2		ii		2					mm7	0	0	-1, 1, -2, 2		1	-1	2	8	0.2	0.125	0.875	0.125
75	75	0	0	2/2	2	1	V65			F	I		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	0	5	0.0	0.0	1.0	0.0
75	75	1/2	1/2	2/2	2	1	V43			F	I		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	0	5	0.0	0.0	0.75	0.0
76	76	0	0	2/2	2	1	i			F	I		i		i							m	0	0	-1, -4, 0		-1	-1	6	15	0.2857142857142857	0.375	1.625	0.1875
77	77	0	0	2/2	2	1	bVI			F	I		bVI		bVI							M	0	0	-5, -1, -4		-5	-5	2	11	0.15384615384615385	0.3125	1.6875	0.15625
78	78	0	0	2/2	2	1	Ger6			F	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-5, -1, -4, 5		5	-5	4	9	0.3076923076923077	0.3125	3.6875	0.078125
79	79	0	0	2/2	2	1	V|HC}			F	I		V		V					HC	}	M	0	0	0, 4, 1		0	0	0	7	0.0	0.0	1.125	0.0
79	79	5/8	5/8	2/2	2	1	viio/V			F	I		viio/V		vii	o			V			o	0	0	5, 2, -1		5	5	0	3	0.0	0.0	0.375	0.0
80	80	0	0	2/2	2	1	V			F	I		V		V							M	0	0	0, 4, 1		0	0	0	1	0.0	0.0	0.125	0.0
80	80	1/8	1/8	2/2	2	1	viio/V			F	I		viio/V		vii	o			V			o	0	0	5, 2, -1		5	5	0	3	0.0	0.0	0.375	0.0
80	80	1/2	1/2	2/2	2	1	V			F	I		V		V							M	0	0	0, 4, 1		0	0	0	1	0.0	0.0	0.125	0.0
80	80	5/8	5/8	2/2	2	1	viio/V			F	I		viio/V		vii	o			V			o	0	0	5, 2, -1		5	5	0	3	0.0	0.0	0.375	0.0
81	81	0	0	2/2	2	1	V			F	I		V		V							M	0	0	0, 4, 1		0	0	1	3	0.25	0.125	0.375	0.25
81	81	1/2	1/2	2/2	2	1	IV			F	I		IV		IV							M	0	0	-2, 2, -1		-2	-2	1	3	0.25	0.125	0.375	0.25
82	82	0	0	2/2	2	1	I6			F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	1	0.0	0.0	0.125	0.0
82	82	1/8	1/8	2/2	2	1	V6/ii			F	I		V6/ii		V		6		ii			M	0	0	6, 3, 2		2	6	3	3	0.5	0.1875	0.1875	0.5
82	82	1/2	1/2	2/2	2	1	ii			F	I		ii		ii							m	0	0	1, -2, 2		1	1	0	1	0.0	0.0	0.125	0.0
82	82	5/8	5/8	2/2	2	1	V6			F	I		V6		V		6					M	0	0	4, 1, 0		0	4	3	3	0.5	0.1875	0.1875	0.5
83	83	0	0	2/2	2	1	I6{			F	I		I6		I		6				{	M	0	0	3, 0, -1		-1	3	2	5	0.2857142857142857	0.0625	0.9375	0.0625
83	83	1/2	1/2	2/2	2	1	I			F	I		I		I							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	1.0	0.0
84	84	0	0	2/2	2	1	V2			F	I		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	1	5	0.16666666666666666	0.125	0.875	0.125
84	84	1/2	1/2	2/2	2	1	I6			F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	1.0	0.0
85	85	0	0	2/2	2	1	V2			F	I		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	1	4	0.2	0.125	1.0	0.1111111111111111
85	85	1/2	1/2	2/2	2	1	I6			F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	0.875	0.0
86	86	0	0	2/2	2	1	V43			F	I		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	0	4	0.0	0.0	1.5	0.0
86	86	1/4	1/4	2/2	2	1	V6			F	I		V6		V		6					M	0	0	4, 1, 0		0	4	0	2	0.0	0.0	0.375	0.0
