mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
30	30	5/8	5/8	6/8	2	1	V|HC		A	I		V	V					HC		M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
31	31	0	0	6/8	2	1	I{		A	I		I	I						{	M	0	0	3, 7, 4		3	3	2	5	0.2857142857142857	0.125	0.4375	0.2222222222222222
31	31	3/8	3/8	6/8	2	1	I6		A	I		I6	I		6					M	0	0	7, 4, 3		3	7	2	5	0.2857142857142857	0.125	0.4375	0.2222222222222222
32	32	0	0	6/8	2	1	V6		A	I		V6	V		6					M	0	0	8, 5, 4		4	8	1	6	0.14285714285714285	0.0625	0.5	0.1111111111111111
32	32	3/8	3/8	6/8	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	1	6	0.14285714285714285	0.0625	0.5	0.1111111111111111
33	33	0	0	6/8	2	1	vi7		A	I		vi7	vi		7					mm7	0	0	6, 3, 7, 4		6	6	1	4	0.2	0.0625	0.375	0.14285714285714285
33	33	1/4	1/4	6/8	2	1	V6		A	I		V6	V		6					M	0	0	8, 5, 4		4	8	1	3	0.25	0.0625	0.3125	0.16666666666666666
33	33	3/8	3/8	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	1	4	0.2	0.0625	0.375	0.14285714285714285
33	33	5/8	5/8	6/8	2	1	ii6		A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	3	0.25	0.0625	0.3125	0.16666666666666666
34	34	0	0	6/8	2	1	V(64)		A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	1	4	0.2	0.0625	0.375	0.14285714285714285
34	34	1/4	1/4	6/8	2	1	V7		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.375	0.0
34	34	3/8	3/8	6/8	2	1	I(97)}		A	I		I(97)	I			97			}	M	0	0	3, 7, 4	5, 8	3	3	1	4	0.2	0.0625	0.6875	0.08333333333333333
34	34	5/8	5/8	6/8	2	1	I|IAC		A	I		I	I					IAC		M	0	0	3, 7, 4		3	3	0	13	0.0	0.0	1.375	0.0
35	35	1/4	1/4	6/8	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	0	5	0.0	0.0	0.5	0.0
35	35	3/8	3/8	6/8	2	1	I6		A	I		I6	I		6					M	0	0	7, 4, 3		3	7	0	9	0.0	0.0	0.875	0.0
35	35	5/8	5/8	6/8	2	1	IV		A	I		IV	IV							M	0	0	2, 6, 3		2	2	1	5	0.16666666666666666	0.03125	0.28125	0.1
36	36	0	0	6/8	2	1	V(64)		A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	0	10	0.0	0.0	1.0	0.0
36	36	1/4	1/4	6/8	2	1	V7		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	6	0.0	0.0	0.625	0.0
36	36	3/8	3/8	6/8	2	1	I|PAC}		A	I		I	I					PAC	}	M	0	0	3, 7, 4		3	3	2	11	0.15384615384615385	0.08333333333333333	1.0416666666666667	0.07407407407407407
37	37	1/4	1/4	6/8	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	2	4	0.3333333333333333	0.07291666666666667	0.17708333333333334	0.2916666666666667
37	37	3/8	3/8	6/8	2	1	I6		A	I		I6	I		6					M	0	0	7, 4, 3		3	7	2	5	0.2857142857142857	0.08333333333333333	0.2916666666666667	0.2222222222222222
37	37	5/8	5/8	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	3	4	0.42857142857142855	0.10416666666666667	0.14583333333333334	0.4166666666666667
38	38	0	0	6/8	2	1	V6		A	I		V6	V		6					M	0	0	8, 5, 4		4	8	2	6	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
38	38	1/4	1/4	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	2	4	0.3333333333333333	0.07291666666666667	0.17708333333333334	0.2916666666666667
38	38	3/8	3/8	6/8	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	2	5	0.2857142857142857	0.08333333333333333	0.2916666666666667	0.2222222222222222
38	38	5/8	5/8	6/8	2	1	V65		A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	2	5	0.2857142857142857	0.07291666666666667	0.17708333333333334	0.2916666666666667
39	39	0	0	6/8	2	1	vi7		A	I		vi7	vi		7					mm7	0	0	6, 3, 7, 4		6	6	4	10	0.2857142857142857	0.15625	0.59375	0.20833333333333334
39	39	3/8	3/8	6/8	2	1	V65		A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	1	13	0.07142857142857142	0.03125	0.71875	0.041666666666666664
40	40	0	0	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	0	8	0.0	0.0	0.5	0.0
40	40	1/4	1/4	6/8	2	1	ii6		A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	5	0.16666666666666666	0.03125	0.34375	0.08333333333333333
40	40	3/8	3/8	6/8	2	1	V(64)}		A	I		V(64)	V			64			}	M	0	0	4, 3, 7		4	4	0	8	0.0	0.0	0.75	0.0
40	40	5/8	5/8	6/8	2	1	V|HC		A	I		V	V					HC		M	0	0	4, 8, 5		4	4	0	5	0.0	0.0	0.375	0.0
41	41	0	0	6/8	2	1	I{		A	I		I	I						{	M	0	0	3, 7, 4		3	3	6	19	0.24	0.14583333333333334	1.1041666666666667	0.11666666666666667
42	42	0	0	6/8	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	3	9	0.25	0.08333333333333333	0.5416666666666666	0.13333333333333333
42	42	3/8	3/8	6/8	2	1	V7		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	2	11	0.15384615384615385	0.03125	0.59375	0.05
43	43	0	0	6/8	2	1	vi7		A	I		vi7	vi		7					mm7	0	0	6, 3, 7, 4		6	6	1	8	0.1111111111111111	0.0	0.5	0.0
43	43	1/4	1/4	6/8	2	1	V65		A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	1	4	0.2	0.0	0.25	0.0
43	43	3/8	3/8	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	1	8	0.1111111111111111	0.0	0.5	0.0
43	43	5/8	5/8	6/8	2	1	ii6		A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	4	0.2	0.0	0.25	0.0
44	44	0	0	6/8	2	1	V(64)		A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	1	8	0.1111111111111111	0.0	0.5	0.0
44	44	1/4	1/4	6/8	2	1	V7		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	4	0.2	0.0	0.25	0.0
44	44	3/8	3/8	6/8	2	1	I|PAC}		A	I		I	I					PAC	}	M	0	0	3, 7, 4		3	3	4	15	0.21052631578947367	0.20833333333333334	1.0416666666666667	0.16666666666666669
45	45	3/8	3/8	6/8	2	1	IV64		A	I		IV64	IV		64					M	0	0	3, 2, 6		2	3	5	21	0.19230769230769232	0.2708333333333333	1.1041666666666667	0.19696969696969696
46	46	3/8	3/8	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	2	24	0.07692307692307693	0.0625	1.21875	0.04878048780487805
47	47	3/8	3/8	6/8	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	0	12	0.0	0.0	0.65625	0.0
48	48	0	0	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	0	8	0.0	0.0	0.5	0.0
48	48	1/4	1/4	6/8	2	1	viio6/V		A	I		viio6/V	vii	o	6		V			o	0	0	6, 3, 9		9	6	0	4	0.0	0.0	0.25	0.0
48	48	3/8	3/8	6/8	2	1	V(64)}		A	I		V(64)	V			64			}	M	0	0	4, 3, 7		4	4	0	3	0.0	0.0	0.875	0.0
48	48	5/8	5/8	6/8	2	1	V|HC		A	I		V	V					HC		M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
49	49	0	0	6/8	2	1	I{		A	I		I	I						{	M	0	0	3, 7, 4		3	3	2	6	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
49	49	1/4	1/4	6/8	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	2	4	0.3333333333333333	0.07291666666666667	0.17708333333333334	0.2916666666666667
49	49	3/8	3/8	6/8	2	1	I6		A	I		I6	I		6					M	0	0	7, 4, 3		3	7	2	5	0.2857142857142857	0.08333333333333333	0.2916666666666667	0.2222222222222222
49	49	5/8	5/8	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	3	4	0.42857142857142855	0.10416666666666667	0.14583333333333334	0.4166666666666667
50	50	0	0	6/8	2	1	V6		A	I		V6	V		6					M	0	0	8, 5, 4		4	8	2	6	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
50	50	1/4	1/4	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	2	4	0.3333333333333333	0.07291666666666667	0.17708333333333334	0.2916666666666667
50	50	3/8	3/8	6/8	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	2	5	0.2857142857142857	0.08333333333333333	0.2916666666666667	0.2222222222222222
50	50	5/8	5/8	6/8	2	1	V65		A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	2	5	0.2857142857142857	0.07291666666666667	0.17708333333333334	0.2916666666666667
51	51	0	0	6/8	2	1	vi7		A	I		vi7	vi		7					mm7	0	0	6, 3, 7, 4		6	6	2	6	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
51	51	1/4	1/4	6/8	2	1	V65		A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	1	5	0.16666666666666666	0.03125	0.21875	0.125
51	51	3/8	3/8	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	0	8	0.0	0.0	0.5	0.0
51	51	5/8	5/8	6/8	2	1	ii6		A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	5	0.16666666666666666	0.03125	0.21875	0.125
52	52	0	0	6/8	2	1	V(64)		A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	0	8	0.0	0.0	0.5	0.0
52	52	1/4	1/4	6/8	2	1	V7		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	5	0.16666666666666666	0.03125	0.21875	0.125
52	52	3/8	3/8	6/8	2	1	I(974)}		A	I		I(974)	I			974			}	M	0	0	3, 2, 4	5, 8	3	3	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
52	52	5/8	5/8	6/8	2	1	I|IAC		A	I		I	I					IAC		M	0	0	3, 7, 4		3	3	1	11	0.08333333333333333	0.0	0.875	0.0
53	53	1/4	1/4	6/8	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	1	4	0.2	0.0	0.25	0.0
53	53	3/8	3/8	6/8	2	1	I6		A	I		I6	I		6					M	0	0	7, 4, 3		3	7	1	8	0.1111111111111111	0.0	0.5	0.0
53	53	5/8	5/8	6/8	2	1	ii65		A	I		ii65	ii		65					mm7	0	0	2, 6, 3, 5		5	2	1	4	0.2	0.0	0.25	0.0
54	54	0	0	6/8	2	1	V(64)		A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	1	8	0.1111111111111111	0.0	0.5	0.0
54	54	1/4	1/4	6/8	2	1	V7		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	4	0.2	0.0	0.25	0.0
54	54	3/8	3/8	6/8	2	1	I|PAC}		A	I		I	I					PAC	}	M	0	0	3, 7, 4		3	3	1	6	0.14285714285714285	0.0	0.5	0.0
55	55	0	0	6/8	2	1	i.i{		A	i		i	i						{	m	0	1	3, 0, 4		3	3	6	18	0.25	0.375	1.125	0.25
56	56	0	0	6/8	2	1	V		A	i		V	V							M	0	1	4, 8, 5		4	4	3	9	0.25	0.1875	0.5625	0.25
56	56	3/8	3/8	6/8	2	1	V7		A	i		V7	V		7					Mm7	0	1	4, 8, 5, 2		4	4	2	10	0.16666666666666666	0.125	0.625	0.16666666666666666
57	57	0	0	6/8	2	1	i		A	i		i	i							m	0	1	3, 0, 4		3	3	1	11	0.08333333333333333	0.0625	0.6875	0.08333333333333333
57	57	3/8	3/8	6/8	2	1	V43		A	i		V43	V		43					Mm7	0	1	5, 2, 4, 8		4	5	1	11	0.08333333333333333	0.0625	0.6875	0.08333333333333333
58	58	0	0	6/8	2	1	i6		A	i		i6	i		6					m	0	1	0, 4, 3		3	0	1	3	0.25	0.0625	0.1875	0.25
58	58	1/8	1/8	6/8	2	1	V64		A	i		V64	V		64					M	0	1	5, 4, 8		4	5	1	3	0.25	0.0625	0.1875	0.25
58	58	1/4	1/4	6/8	2	1	i		A	i		i	i							m	0	1	3, 0, 4		3	3	1	3	0.25	0.0625	0.1875	0.25
58	58	3/8	3/8	6/8	2	1	V(64)}		A	i		V(64)	V			64			}	M	0	1	4, 3, 0		4	4	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
58	58	5/8	5/8	6/8	2	1	V|HC		A	i		V	V					HC		M	0	1	4, 8, 5		4	4	0	4	0.0	0.0	0.375	0.0
59	59	0	0	6/8	2	1	i{		A	i		i	i						{	m	0	1	3, 0, 4		3	3	12	24	0.3333333333333333	0.75	1.5	0.3333333333333333
60	60	0	0	6/8	2	1	V		A	i		V	V							M	0	1	4, 8, 5		4	4	6	12	0.3333333333333333	0.375	0.75	0.3333333333333333
60	60	3/8	3/8	6/8	2	1	V7		A	i		V7	V		7					Mm7	0	1	4, 8, 5, 2		4	4	4	14	0.2222222222222222	0.25	0.875	0.2222222222222222
61	61	0	0	6/8	2	1	i		A	i		i	i							m	0	1	3, 0, 4		3	3	2	10	0.16666666666666666	0.125	0.625	0.16666666666666666
61	61	1/4	1/4	6/8	2	1	V65		A	i		V65	V		65					Mm7	0	1	8, 5, 2, 4		4	8	0	6	0.0	0.0	0.375	0.0
61	61	3/8	3/8	6/8	2	1	i		A	i		i	i							m	0	1	3, 0, 4		3	3	2	10	0.16666666666666666	0.125	0.625	0.16666666666666666
61	61	5/8	5/8	6/8	2	1	iv6		A	i		iv6	iv		6					m	0	1	-1, 3, 2		2	-1	0	6	0.0	0.0	0.375	0.0
62	62	0	0	6/8	2	1	V(64)		A	i		V(64)	V			64				M	0	1	4, 3, 0		4	4	2	10	0.16666666666666666	0.125	0.625	0.16666666666666666
62	62	1/4	1/4	6/8	2	1	V		A	i		V	V							M	0	1	4, 8, 5		4	4	2	4	0.3333333333333333	0.125	0.25	0.3333333333333333
62	62	3/8	3/8	6/8	2	1	i|PAC}		A	i		i	i					PAC	}	m	0	1	3, 0, 4		3	3	1	12	0.07692307692307693	0.0625	1.6875	0.03571428571428571
63	63	1/4	1/4	6/8	2	1	V7/iv		A	i		V7/iv	V		7		iv			Mm7	0	1	3, 7, 4, 1		3	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
63	63	3/8	3/8	6/8	2	1	iv64		A	i		iv64	iv		64					m	0	1	3, 2, -1		2	3	7	14	0.3333333333333333	0.4375	1.8125	0.19444444444444445
64	64	3/8	3/8	6/8	2	1	i		A	i		i	i							m	0	1	3, 0, 4		3	3	10	15	0.4	0.625	1.625	0.2777777777777778
65	65	3/8	3/8	6/8	2	1	#viio7		A	i		#viio7	#vii	o	7					o7	0	1	8, 5, 2, -1		8	8	5	7	0.4166666666666667	0.3125	0.4375	0.4166666666666667
65	65	5/8	5/8	6/8	2	1	#viio43		A	i		#viio43	#vii	o	43					o7	0	1	2, -1, 8, 5		8	2	0	4	0.0	0.0	0.375	0.0
66	66	0	0	6/8	2	1	i6		A	i		i6	i		6					m	0	1	0, 4, 3		3	0	1	3	0.25	0.0625	0.3125	0.16666666666666666
66	66	1/8	1/8	6/8	2	1	V6		A	i		V6	V		6					M	0	1	8, 5, 4		4	8	1	3	0.25	0.0625	0.3125	0.16666666666666666
66	66	1/4	1/4	6/8	2	1	i		A	i		i	i							m	0	1	3, 0, 4		3	3	1	3	0.25	0.0625	0.3125	0.16666666666666666
66	66	3/8	3/8	6/8	2	1	viio7/V		A	i		viio7/V	vii	o	7		V			o7	0	1	9, 6, 3, 0		9	9	2	4	0.3333333333333333	0.0	0.75	0.0
66	66	5/8	5/8	6/8	2	1	V|HC}		A	i		V	V					HC	}	M	0	1	4, 8, 5		4	4	0	3	0.0	0.0	0.375	0.0
