mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
126	124	0	0	4/4	2	1	V(64)		A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	1	3	0.25	0.0	0.375	0.0
126	124	1/4	1/4	4/4	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	1	3	0.25	0.0	0.375	0.0
126	124	1/2	1/2	4/4	2	1	I(974)}		A	I		I(974)	I			974			}	M	0	0	3, 2, 4	5, 8	3	3	1	5	0.16666666666666666	0.125	1.125	0.1
126	124	3/4	3/4	4/4	2	1	I|IAC		A	I		I	I					IAC		M	0	0	3, 7, 4		3	3	0	13	0.0	0.0	1.125	0.0
127	125	1/4	1/4	4/4	2	1	vii%65		A	I		vii%65	vii	%	65					%7	0	0	5, 2, 6, 8		8	5	0	8	0.0	0.0	0.5	0.0
127	125	1/2	1/2	4/4	2	1	I6		A	I		I6	I		6					M	0	0	7, 4, 3		3	7	0	8	0.0	0.0	0.5	0.0
127	125	3/4	3/4	4/4	2	1	IV		A	I		IV	IV							M	0	0	2, 6, 3		2	2	2	6	0.25	0.125	0.375	0.25
128	126	0	0	4/4	2	1	V(64)	1	A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	0	8	0.0	0.0	0.5	0.0
128	126	1/4	1/4	4/4	2	1	V7	1	A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	8	0.0	0.0	0.5	0.0
128	126	1/2	1/2	4/4	2	1	I|PAC}	1	A	I		I	I					PAC	}	M	0	0	3, 7, 4		3	3	0	10	0.0	0.0	1.0	0.0
129	126	0	0	4/4	2	1	V(64)	2	A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	0	8	0.0	0.0	0.5	0.0
129	126	1/4	1/4	4/4	2	1	V7	2	A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	8	0.0	0.0	0.5	0.0
129	126	1/2	1/2	4/4	2	1	I|PAC}{	2	A	I		I	I					PAC	}{	M	0	0	3, 7, 4		3	3	4	12	0.25	0.25	1.25	0.16666666666666666
130	127	0	0	4/4	2	1	I(64)		A	I		I(64)	I			64				M	0	0	3, 2, 6		3	3	4	11	0.26666666666666666	0.25	1.125	0.18181818181818182
130	127	1/2	1/2	4/4	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	2	13	0.13333333333333333	0.125	1.25	0.09090909090909091
131	128	0	0	4/4	2	1	I(64)		A	I		I(64)	I			64				M	0	0	3, 2, 6		3	3	4	11	0.26666666666666666	0.25	1.125	0.18181818181818182
131	128	1/2	1/2	4/4	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	2	7	0.2222222222222222	0.0	1.25	0.0
132	129	0	0	4/4	2	1	ii6		A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	2	5	0.2857142857142857	0.0	0.8125	0.0
132	129	1/2	1/2	4/4	2	1	V(64)		A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	2	5	0.2857142857142857	0.0	0.8125	0.0
133	130	0	0	4/4	2	1	V2		A	I		V2	V		2					Mm7	0	0	2, 4, 8, 5		4	2	2	5	0.2857142857142857	0.0	0.8125	0.0
133	130	1/2	1/2	4/4	2	1	I6		A	I		I6	I		6					M	0	0	7, 4, 3		3	7	3	6	0.3333333333333333	0.1875	0.75	0.2
134	131	0	0	4/4	2	1	ii6		A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	3	6	0.3333333333333333	0.1875	0.75	0.2
134	131	1/2	1/2	4/4	2	1	V(64)		A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	3	6	0.3333333333333333	0.1875	0.75	0.2
135	132	0	0	4/4	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	3	6	0.3333333333333333	0.1875	0.75	0.2
135	132	1/2	1/2	4/4	2	1	I|PAC}		A	I		I	I					PAC	}	M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.5	0.0
135	132	3/4	3/4	4/4	2	1	V65		A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	0	4	0.0	0.0	0.25	0.0
136	133	0	0	4/4	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	0	1	0.0	0.0	0.25	0.0
136	133	1/4	1/4	4/4	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	0	7	0.0	0.0	1.75	0.0
136	133	1/2	1/2	4/4	2	1	I|PAC		A	I		I	I					PAC		M	0	0	3, 7, 4		3	3	0	10	0.0	0.0	1.625	0.0
136	133	3/4	3/4	4/4	2	1	V65		A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	0	4	0.0	0.0	0.25	0.0
137	134	0	0	4/4	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	0	1	0.0	0.0	0.25	0.0
137	134	1/4	1/4	4/4	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	0	7	0.0	0.0	1.75	0.0
137	134	1/2	1/2	4/4	2	1	I|PAC		A	I		I	I					PAC		M	0	0	3, 7, 4		3	3	0	8	0.0	0.0	2.0	0.0
