mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
17	17	35	17b	103	49	0.5	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
17	17	35	17b	207/2	99/2	1.0	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	35	17b	209/2	101/2	0.5	5/8	5/8	6/8	2	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	18	36	18b	105	51	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
18	18	36	18b	106	52	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	18	36	18b	213/2	105/2	3.0	3/8	3/8	6/8	2	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
19	19	37	19a	108	54	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
19	19	37	19a	219/2	111/2	1.5	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
20	20	38	20a	111	57	1.5	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
20	20	38	20a	225/2	117/2	1.5	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
21	21	39	21a	114	60	1.5	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
21	21	39	21a	231/2	123/2	1.5	3/8	3/8	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
22	22	40	22a	117	63	1.0	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
22	22	40	22a	118	64	0.5	1/4	1/4	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
22	22	40	22a	237/2	129/2	1.5	3/8	3/8	6/8	2	1		V|HC}	A	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
23	23	41	23a	120	66	3.0	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
24	24	42	24a	123	69	1.0	0	0	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
24	24	42	24a	124	70	1.0	1/4	1/4	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
24	24	42	24a	125	71	1.0	1/2	1/2	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	43	25a	126	72	1.0	0	0	6/8	2	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
25	25	43	25a	127	73	0.5	1/4	1/4	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
25	25	43	25a	255/2	147/2	1.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
25	25	43	25a	257/2	149/2	0.5	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
26	26	44	26a	129	75	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
26	26	44	26a	130	76	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
26	26	44	26a	261/2	153/2	3.0	3/8	3/8	6/8	2	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
19	19	45	19b	132	54	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
19	19	45	19b	267/2	111/2	1.5	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
20	20	46	20b	135	57	1.5	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
20	20	46	20b	273/2	117/2	1.5	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
21	21	47	21b	138	60	1.5	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
21	21	47	21b	279/2	123/2	1.5	3/8	3/8	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
22	22	48	22b	141	63	1.0	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
22	22	48	22b	142	64	0.5	1/4	1/4	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
22	22	48	22b	285/2	129/2	1.5	3/8	3/8	6/8	2	1		V|HC}	A	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
23	23	49	23b	144	66	3.0	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
24	24	50	24b	147	69	1.0	0	0	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
24	24	50	24b	148	70	1.0	1/4	1/4	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
24	24	50	24b	149	71	1.0	1/2	1/2	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	51	25b	150	72	1.0	0	0	6/8	2	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
25	25	51	25b	151	73	0.5	1/4	1/4	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
25	25	51	25b	303/2	147/2	1.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
25	25	51	25b	305/2	149/2	0.5	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
26	26	52	26b	153	75	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
26	26	52	26b	154	76	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
26	26	52	26b	309/2	153/2	3.0	3/8	3/8	6/8	2	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
27	27	53	27a	156	78	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
27	27	53	27a	315/2	159/2	3.0	3/8	3/8	6/8	2	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
28	28	54	28a	321/2	165/2	3.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
29	29	55	29a	327/2	171/2	1.5	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
30	30	56	30a	165	87	1.0	0	0	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
30	30	56	30a	166	88	0.5	1/4	1/4	6/8	2	1		vii%7/V	A	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
30	30	56	30a	333/2	177/2	1.0	3/8	3/8	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
30	30	56	30a	335/2	179/2	0.5	5/8	5/8	6/8	2	1		V|HC	A	I		V	V					HC		M	0	0	1, 5, 2		1	1
31	31	57	31a	168	90	1.5	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
31	31	57	31a	339/2	183/2	1.5	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
32	32	58	32a	171	93	1.5	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
32	32	58	32a	345/2	189/2	1.5	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
33	33	59	33a	174	96	1.0	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
33	33	59	33a	175	97	0.5	1/4	1/4	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
33	33	59	33a	351/2	195/2	1.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
33	33	59	33a	353/2	197/2	0.5	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
34	34	60	34a	177	99	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
34	34	60	34a	178	100	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	34	60	34a	357/2	201/2	1.0	3/8	3/8	6/8	2	1		I(97)}	A	I		I(97)	I			97			}	M	0	0	0, 4, 1	2, 5	0	0
34	34	60	34a	359/2	203/2	1.5	5/8	5/8	6/8	2	1		I|IAC	A	I		I	I					IAC		M	0	0	0, 4, 1		0	0
35	35	61	35a	180	102	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
35	35	61	35a	181	103	0.5	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
35	35	61	35a	363/2	207/2	1.0	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
35	35	61	35a	365/2	209/2	0.5	5/8	5/8	6/8	2	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
36	36	62	36a	183	105	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
36	36	62	36a	184	106	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	36	62	36a	369/2	213/2	3.0	3/8	3/8	6/8	2	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
27	27	63	27b	186	78	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
27	27	63	27b	375/2	159/2	3.0	3/8	3/8	6/8	2	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
28	28	64	28b	381/2	165/2	3.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
29	29	65	29b	387/2	171/2	1.5	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
30	30	66	30b	195	87	1.0	0	0	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
30	30	66	30b	196	88	0.5	1/4	1/4	6/8	2	1		vii%7/V	A	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
30	30	66	30b	393/2	177/2	1.0	3/8	3/8	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
30	30	66	30b	395/2	179/2	0.5	5/8	5/8	6/8	2	1		V|HC	A	I		V	V					HC		M	0	0	1, 5, 2		1	1
31	31	67	31b	198	90	1.5	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
31	31	67	31b	399/2	183/2	1.5	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
32	32	68	32b	201	93	1.5	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
32	32	68	32b	405/2	189/2	1.5	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
33	33	69	33b	204	96	1.0	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
33	33	69	33b	205	97	0.5	1/4	1/4	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
33	33	69	33b	411/2	195/2	1.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
33	33	69	33b	413/2	197/2	0.5	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
34	34	70	34b	207	99	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
34	34	70	34b	208	100	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	34	70	34b	417/2	201/2	1.0	3/8	3/8	6/8	2	1		I(97)}	A	I		I(97)	I			97			}	M	0	0	0, 4, 1	2, 5	0	0
34	34	70	34b	419/2	203/2	1.5	5/8	5/8	6/8	2	1		I|IAC	A	I		I	I					IAC		M	0	0	0, 4, 1		0	0
35	35	71	35b	210	102	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
35	35	71	35b	211	103	0.5	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
35	35	71	35b	423/2	207/2	1.0	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
35	35	71	35b	425/2	209/2	0.5	5/8	5/8	6/8	2	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
36	36	72	36b	213	105	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
36	36	72	36b	214	106	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	36	72	36b	429/2	213/2	2.5	3/8	3/8	6/8	2	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
37	37	73	37a	216	108	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
37	37	73	37a	217	109	0.5	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
37	37	73	37a	435/2	219/2	1.0	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
37	37	73	37a	437/2	221/2	0.5	5/8	5/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
38	38	74	38a	219	111	1.0	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
38	38	74	38a	220	112	0.5	1/4	1/4	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
38	38	74	38a	441/2	225/2	1.0	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
38	38	74	38a	443/2	227/2	0.5	5/8	5/8	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
39	39	75	39a	222	114	1.5	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
39	39	75	39a	447/2	231/2	1.5	3/8	3/8	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
40	40	76	40a	225	117	1.0	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
40	40	76	40a	226	118	0.5	1/4	1/4	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
