mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
16	16	49	16b	192	60	2.0	0	0	4/4	2	1	#viio2/ii{	Eb	I		#viio2/ii		#vii	o	2		ii		{	o7	0	0	-2, 7, 4, 1		7	-2
16	16	49	16b	194	62	2.0	1/2	1/2	4/4	2	1	V7/ii	Eb	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
17	17	50	17b	196	64	1.5	0	0	4/4	2	1	II64	Eb	I		II64		II		64					M	0	0	3, 2, 6		2	3
17	17	50	17b	395/2	131/2	0.5	3/8	3/8	4/4	2	1	ii64	Eb	I		ii64		ii		64					m	0	0	3, 2, -1		2	3
17	17	50	17b	198	66	1.0	1/2	1/2	4/4	2	1	IV6	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
17	17	50	17b	199	67	1.0	3/4	3/4	4/4	2	1	iv6	Eb	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
18	18	51	18b	200	68	4.0	0	0	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	19	52	19b	204	72	1.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
19	19	52	19b	205	73	1.0	1/4	1/4	4/4	2	1	V2/IV	Eb	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
19	19	52	19b	206	74	1.0	1/2	1/2	4/4	2	1	IV6	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
19	19	52	19b	207	75	1.0	3/4	3/4	4/4	2	1	It6	Eb	I		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4
20	20	53	20b	208	76	1.0	0	0	4/4	2	1	V[V|HC}	Eb	I	V	V		V					HC	}	M	0	0	1, 5, 2		1	1
20	20	53	20b	209	77	1.0	1/4	1/4	4/4	2	1	viio6/V	Eb	I	V	viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
20	20	53	20b	210	78	1.0	1/2	1/2	4/4	2	1	V	Eb	I	V	V		V							M	0	0	1, 5, 2		1	1
20	20	53	20b	211	79	1.0	3/4	3/4	4/4	2	1	viio6/V	Eb	I	V	viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
21	21	54	21b	212	80	1.0	0	0	4/4	2	1	viio64/V	Eb	I	V	viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
21	21	54	21b	213	81	3.0	1/4	1/4	4/4	2	1	V]	Eb	I	V	V		V							M	0	0	1, 5, 2		1	1
22	22	55	22b	216	84	2.0	0	0	4/4	2	1	I{	Eb	I		I		I						{	M	0	0	0, 4, 1		0	0
22	22	55	22b	218	86	2.0	1/2	1/2	4/4	2	1	V2/IV	Eb	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
23	23	56	23b	220	88	2.0	0	0	4/4	2	1	IV6	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
23	23	56	23b	222	90	1.0	1/2	1/2	4/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
23	23	56	23b	223	91	1.0	3/4	3/4	4/4	2	1	V65/IV	Eb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
24	24	57	24b	224	92	2.0	0	0	4/4	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
24	24	57	24b	226	94	2.0	1/2	1/2	4/4	2	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
25	25	58	25b	228	96	2.0	0	0	4/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
25	25	58	25b	230	98	2.0	1/2	1/2	4/4	2	1	viio7/V	Eb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
26	26	59	26b	232	100	2.0	0	0	4/4	2	1	V|HC}	Eb	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
26	26	59	26b	234	102	1.0	1/2	1/2	4/4	2	1	V(#7b64)	Eb	I		V(#7b64)		V			#7b64				M	0	0	1, 0, -3	6	1	1
26	26	59	26b	235	103	1.0	3/4	3/4	4/4	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
27	27	60	27b	236	104	2.0	0	0	4/4	2	1	I{	Eb	I		I		I						{	M	0	0	0, 4, 1		0	0
27	27	60	27b	238	106	2.0	1/2	1/2	4/4	2	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
28	28	61	28b	240	108	2.0	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
28	28	61	28b	242	110	2.0	1/2	1/2	4/4	2	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
29	29	62	29b	244	112	1.5	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
29	29	62	29b	491/2	227/2	0.5	3/8	3/8	4/4	2	1	viio6	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
29	29	62	29b	246	114	2.0	1/2	1/2	4/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
30	30	63	30b	248	116	2.0	0	0	4/4	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
30	30	63	30b	250	118	1.0	1/2	1/2	4/4	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
30	30	63	30b	251	119	1.0	3/4	3/4	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	31	64	31b	252	120	2.0	0	0	4/4	2	1	vi|DC	Eb	I		vi		vi					DC		m	0	0	3, 0, 4		3	3
31	31	64	31b	254	122	2.0	1/2	1/2	4/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
32	32	65	32b	256	124	1.5	0	0	4/4	2	1	ii65	Eb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
32	32	65	32b	515/2	251/2	0.5	3/8	3/8	4/4	2	1	V65/V	Eb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
32	32	65	32b	258	126	1.0	1/2	1/2	4/4	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
32	32	65	32b	259	127	1.0	3/4	3/4	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
33	33	66	33b	260	128	1.0	0	0	4/4	2	1	I|PAC}	Eb	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
33	33	66	33b	261	129	1.0	1/4	1/4	4/4	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
33	33	66	33b	262	130	4.0	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
34	34	67	34a	264	132	0.0	0	0	4/4	2	1	{	Eb	I										{		0	0				
34	34	67	34a	266	134	1.0	1/2	1/2	4/4	2	1	V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
34	34	67	34a	267	135	0.5	3/4	3/4	4/4	2	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
34	34	67	34a	535/2	271/2	0.5	7/8	7/8	4/4	2	1	viio6/V	Eb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
35	35	68	35a	268	136	0.5	0	0	4/4	2	1	V(4)	Eb	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
35	35	68	35a	537/2	273/2	0.5	1/8	1/8	4/4	2	1	V|HC	Eb	I		V		V					HC		M	0	0	1, 5, 2		1	1
35	35	68	35a	269	137	1.0	1/4	1/4	4/4	2	1	vii%7	Eb	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
35	35	68	35a	270	138	1.0	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
35	35	68	35a	271	139	1.0	3/4	3/4	4/4	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
36	36	69	36a	272	140	1.5	0	0	4/4	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
