mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
19	18	19	18a	209/4	209/4	1.0	1/4	1/4	3/4	2	1	V	F	V		V	V							M	0	0	1, 5, 2		1	1
19	18	19	18a	213/4	213/4	1.0	1/2	1/2	3/4	2	1	vii%7	F	V		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
20	19	20	19a	217/4	217/4	1.0	0	0	3/4	2	1	I	F	V		I	I							M	0	0	0, 4, 1		0	0
20	19	20	19a	221/4	221/4	1.0	1/4	1/4	3/4	2	1	#viio7/vi	F	V		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
20	19	20	19a	225/4	225/4	1.0	1/2	1/2	3/4	2	1	vi	F	V		vi	vi							m	0	0	3, 0, 4		3	3
21	20	21	20a	229/4	229/4	1.0	0	0	3/4	2	1	ii6	F	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
21	20	21	20a	233/4	233/4	1.0	1/4	1/4	3/4	2	1	V(64)	F	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
21	20	21	20a	237/4	237/4	1.0	1/2	1/2	3/4	2	1	V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	21	22	21a	241/4	241/4	1.0	0	0	3/4	2	1	I|EC}{	F	V		I	I					EC	}{	M	0	0	0, 4, 1		0	0
22	21	22	21a	245/4	245/4	1.0	1/4	1/4	3/4	2	1	viio6	F	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
22	21	22	21a	249/4	249/4	1.0	1/2	1/2	3/4	2	1	I6	F	V		I6	I		6					M	0	0	4, 1, 0		0	4
23	22	23	22a	253/4	253/4	3.0	0	0	3/4	2	1	ii65	F	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
24	23	24	23a	265/4	265/4	3.0	0	0	3/4	2	1	viio7/V	F	V		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
25	24	25	24a	277/4	277/4	3.0	0	0	3/4	2	1	V(64)	F	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
26	25	26	25a	289/4	289/4	1.0	0	0	3/4	2	1	viio/V	F	V		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
26	25	26	25a	293/4	293/4	1.0	1/4	1/4	3/4	2	1	V(4)	F	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
26	25	26	25a	297/4	297/4	1.0	1/2	1/2	3/4	2	1	V	F	V		V	V							M	0	0	1, 5, 2		1	1
27	26	27	26a	301/4	301/4	2.0	0	0	3/4	2	1	I|PAC}{	F	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
27	26	27	26a	309/4	309/4	1.0	1/2	1/2	3/4	2	1	V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	27	28	27a	313/4	313/4	2.0	0	0	3/4	2	1	I|PAC	F	V		I	I					PAC		M	0	0	0, 4, 1		0	0
28	27	28	27a	321/4	321/4	1.0	1/2	1/2	3/4	2	1	V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	28	29	28a	325/4	325/4	2.0	0	0	3/4	2	1	I(974)}	F	V		I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
29	28	29	28a	333/4	333/4	0.75	1/2	1/2	3/4	2	1	I|PAC	F	V		I	I					PAC		M	0	0	0, 4, 1		0	0
1	0	30	28a	84	0	1.25	0	11/16	3/4	2	1	F.I{	F	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	31	1b	341/4	5/4	1.0	1/4	1/4	3/4	2	1	V43	F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
2	1	31	1b	345/4	9/4	1.0	1/2	1/2	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
3	2	32	2b	349/4	13/4	1.0	0	0	3/4	2	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
3	2	32	2b	353/4	17/4	1.0	1/4	1/4	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	2	32	2b	357/4	21/4	1.0	1/2	1/2	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
4	3	33	3b	361/4	25/4	1.0	0	0	3/4	2	1	ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	3	33	3b	365/4	29/4	1.0	1/4	1/4	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
4	3	33	3b	369/4	33/4	1.0	1/2	1/2	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	34	4b	373/4	37/4	1.0	0	0	3/4	2	1	IV6|EC	F	I		IV6	IV		6			EC		M	0	0	3, 0, -1		-1	3
5	4	34	4b	377/4	41/4	1.0	1/4	1/4	3/4	2	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
5	4	34	4b	381/4	45/4	1.0	1/2	1/2	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
6	5	35	5b	385/4	49/4	1.0	0	0	3/4	2	1	ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
6	5	35	5b	389/4	53/4	1.0	1/4	1/4	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
6	5	35	5b	393/4	57/4	1.0	1/2	1/2	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	36	6b	397/4	61/4	3.0	0	0	3/4	2	1	I}	F	I		I	I						}	M	0	0	0, 4, 1		0	0
7	6	36	6b	401/4	65/4	0.0	1/4	1/4	3/4	2	1	|PAC	F	I								PAC			0	0				
7	6	36	6b	1207/12	199/12	0.0	1/3	1/3	3/4	2	1	{	F	I									{		0	0				
8	7	37	7b	409/4	73/4	1.0	0	0	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
8	7	37	7b	413/4	77/4	2.0	1/4	1/4	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
9	8	38	8b	421/4	85/4	1.0	0	0	3/4	2	1	I(94)	F	I		I(94)	I			94				M	0	0	0, -1, 1	2	0	0
9	8	38	8b	425/4	89/4	1.0	1/4	1/4	3/4	2	1	V2/IV	F	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
9	8	38	8b	429/4	93/4	1.0	1/2	1/2	3/4	2	1	viio/IV	F	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
10	9	39	9b	433/4	97/4	1.0	0	0	3/4	2	1	IV(9)	F	I		IV(9)	IV			9				M	0	0	-1, 3, 0	1	-1	-1
10	9	39	9b	437/4	101/4	1.0	1/4	1/4	3/4	2	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
10	9	39	9b	441/4	105/4	1.0	1/2	1/2	3/4	2	1	V65/V	F	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
11	10	40	10b	445/4	109/4	3.0	0	0	3/4	2	1	V|HC}	F	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
12	11	41	11b	457/4	121/4	3.0	0	0	3/4	2	1	V.V43{	F	V		V43	V		43				{	Mm7	0	0	2, -1, 1, 5		1	2
13	12	42	12b	469/4	133/4	3.0	0	0	3/4	2	1	I6	F	V		I6	I		6					M	0	0	4, 1, 0		0	4
14	13	43	13b	481/4	145/4	3.0	0	0	3/4	2	1	V65	F	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
15	14	44	14b	493/4	157/4	3.0	0	0	3/4	2	1	I	F	V		I	I							M	0	0	0, 4, 1		0	0
16	15	45	15b	505/4	169/4	1.0	0	0	3/4	2	1	V65/V	F	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
16	15	45	15b	509/4	173/4	1.0	1/4	1/4	3/4	2	1	V	F	V		V	V							M	0	0	1, 5, 2		1	1
16	15	45	15b	513/4	177/4	1.0	1/2	1/2	3/4	2	1	V2	F	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
17	16	46	16b	517/4	181/4	0.6666666666666572	0	0	3/4	2	1	I6	F	V		I6	I		6					M	0	0	4, 1, 0		0	4
17	16	46	16b	1559/12	551/12	0.3333333333333428	1/6	1/6	3/4	2	1	IV	F	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
17	16	46	16b	521/4	185/4	1.0	1/4	1/4	3/4	2	1	V(64)	F	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
17	16	46	16b	525/4	189/4	1.0	1/2	1/2	3/4	2	1	V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	17	47	17b	529/4	193/4	3.0	0	0	3/4	2	1	I6|EC}	F	V		I6	I		6			EC	}	M	0	0	4, 1, 0		0	4
19	18	48	18b	541/4	205/4	1.0	0	0	3/4	2	1	viio7/V{	F	V		viio7/V	vii	o	7		V		{	o7	0	0	6, 3, 0, -3		6	6
19	18	48	18b	545/4	209/4	1.0	1/4	1/4	3/4	2	1	V	F	V		V	V							M	0	0	1, 5, 2		1	1
19	18	48	18b	549/4	213/4	1.0	1/2	1/2	3/4	2	1	vii%7	F	V		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
20	19	49	19b	553/4	217/4	1.0	0	0	3/4	2	1	I	F	V		I	I							M	0	0	0, 4, 1		0	0
20	19	49	19b	557/4	221/4	1.0	1/4	1/4	3/4	2	1	#viio7/vi	F	V		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
20	19	49	19b	561/4	225/4	1.0	1/2	1/2	3/4	2	1	vi	F	V		vi	vi							m	0	0	3, 0, 4		3	3
21	20	50	20b	565/4	229/4	1.0	0	0	3/4	2	1	ii6	F	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
21	20	50	20b	569/4	233/4	1.0	1/4	1/4	3/4	2	1	V(64)	F	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
21	20	50	20b	573/4	237/4	1.0	1/2	1/2	3/4	2	1	V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	21	51	21b	577/4	241/4	1.0	0	0	3/4	2	1	I|EC}{	F	V		I	I					EC	}{	M	0	0	0, 4, 1		0	0
22	21	51	21b	581/4	245/4	1.0	1/4	1/4	3/4	2	1	viio6	F	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
22	21	51	21b	585/4	249/4	1.0	1/2	1/2	3/4	2	1	I6	F	V		I6	I		6					M	0	0	4, 1, 0		0	4
23	22	52	22b	589/4	253/4	3.0	0	0	3/4	2	1	ii65	F	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
24	23	53	23b	601/4	265/4	3.0	0	0	3/4	2	1	viio7/V	F	V		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
25	24	54	24b	613/4	277/4	3.0	0	0	3/4	2	1	V(64)	F	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
26	25	55	25b	625/4	289/4	1.0	0	0	3/4	2	1	viio/V	F	V		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
26	25	55	25b	629/4	293/4	1.0	1/4	1/4	3/4	2	1	V(4)	F	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
26	25	55	25b	633/4	297/4	1.0	1/2	1/2	3/4	2	1	V	F	V		V	V							M	0	0	1, 5, 2		1	1
27	26	56	26b	637/4	301/4	2.0	0	0	3/4	2	1	I|PAC}{	F	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
27	26	56	26b	645/4	309/4	1.0	1/2	1/2	3/4	2	1	V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	27	57	27b	649/4	313/4	2.0	0	0	3/4	2	1	I|PAC	F	V		I	I					PAC		M	0	0	0, 4, 1		0	0
28	27	57	27b	657/4	321/4	1.0	1/2	1/2	3/4	2	1	V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	28	58	28b	661/4	325/4	2.0	0	0	3/4	2	1	I(974)}	F	V		I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
29	28	58	28b	669/4	333/4	4.0	1/2	1/2	3/4	2	1	I|PAC	F	V		I	I					PAC		M	0	0	0, 4, 1		0	0
30	28	59	28b	168	84	0.0	0	11/16	3/4	2	1	{	F	V									{		0	0				
32	30	61	30a	685/4	349/4	3.0	0	0	3/4	2	1	V6	F	V		V6	V		6					M	0	0	5, 2, 1		1	5
33	31	62	31a	697/4	361/4	3.0	0	0	3/4	2	1	vi.iv6	F	vi		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
34	32	63	32a	709/4	373/4	1.0	0	0	3/4	2	1	V(64)	F	vi		V(64)	V			64				M	0	1	1, 0, -3		1	1
34	32	63	32a	713/4	377/4	2.0	1/4	1/4	3/4	2	1	V|HC	F	vi		V	V					HC		M	0	1	1, 5, 2		1	1
35	33	64	33a	721/4	385/4	1.0	0	0	3/4	2	1	#viio43	F	vi		#viio43	#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
35	33	64	33a	725/4	389/4	1.0	1/4	1/4	3/4	2	1	i6	F	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
35	33	64	33a	729/4	393/4	1.0	1/2	1/2	3/4	2	1	i	F	vi		i	i							m	0	1	0, -3, 1		0	0
36	34	65	34a	733/4	397/4	1.0	0	0	3/4	2	1	iio6	F	vi		iio6	ii	o	6					o	0	1	-1, -4, 2		2	-1
36	34	65	34a	737/4	401/4	1.0	1/4	1/4	3/4	2	1	V(64)	F	vi		V(64)	V			64				M	0	1	1, 0, -3		1	1
36	34	65	34a	741/4	405/4	1.0	1/2	1/2	3/4	2	1	V	F	vi		V	V							M	0	1	1, 5, 2		1	1
37	35	66	35a	745/4	409/4	1.0	0	0	3/4	2	1	#viio64|EC	F	vi		#viio64	#vii	o	64			EC		o	0	1	-1, 5, 2		5	-1
37	35	66	35a	749/4	413/4	1.0	1/4	1/4	3/4	2	1	i6	F	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
37	35	66	35a	753/4	417/4	1.0	1/2	1/2	3/4	2	1	i	F	vi		i	i							m	0	1	0, -3, 1		0	0
38	36	67	36a	757/4	421/4	1.0	0	0	3/4	2	1	iio6	F	vi		iio6	ii	o	6					o	0	1	-1, -4, 2		2	-1
38	36	67	36a	761/4	425/4	1.0	1/4	1/4	3/4	2	1	V(64)	F	vi		V(64)	V			64				M	0	1	1, 0, -3		1	1
38	36	67	36a	765/4	429/4	1.0	1/2	1/2	3/4	2	1	V	F	vi		V	V							M	0	1	1, 5, 2		1	1
39	37	68	37a	769/4	433/4	3.0	0	0	3/4	2	1	I.#viio65/ii|EC	F	I		#viio65/ii	#vii	o	65		ii	EC		o7	0	0	4, 1, -2, 7		7	4
40	38	69	38a	781/4	445/4	6.0	0	0	3/4	2	1	ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
42	40	71	40a	805/4	469/4	3.0	0	0	3/4	2	1	ii	F	I		ii	ii							m	0	0	2, -1, 3		2	2
43	41	72	41a	817/4	481/4	1.0	0	0	3/4	2	1	V(64)}	F	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
43	41	72	41a	821/4	485/4	5.0	1/4	1/4	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	41	72	41a	825/4	489/4	0.0	1/2	1/2	3/4	2	1	|HC	F	I								HC			0	0				
45	43	74	43a	841/4	505/4	1.0	0	0	3/4	2	1	I{	F	I		I	I						{	M	0	0	0, 4, 1		0	0
45	43	74	43a	845/4	509/4	1.0	1/4	1/4	3/4	2	1	V43	F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
45	43	74	43a	849/4	513/4	1.0	1/2	1/2	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
46	44	75	44a	853/4	517/4	1.0	0	0	3/4	2	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
46	44	75	44a	857/4	521/4	1.0	1/4	1/4	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	44	75	44a	861/4	525/4	1.0	1/2	1/2	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
47	45	76	45a	865/4	529/4	1.0	0	0	3/4	2	1	ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
47	45	76	45a	869/4	533/4	1.0	1/4	1/4	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
47	45	76	45a	873/4	537/4	1.0	1/2	1/2	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	46	77	46a	877/4	541/4	1.0	0	0	3/4	2	1	viio2|EC	F	I		viio2	vii	o	2			EC		o7	0	0	-4, 5, 2, -1		5	-4
48	46	77	46a	881/4	545/4	1.0	1/4	1/4	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	46	77	46a	885/4	549/4	1.0	1/2	1/2	3/4	2	1	viio2	F	I		viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
49	47	78	47a	889/4	553/4	1.0	0	0	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	47	78	47a	893/4	557/4	1.0	1/4	1/4	3/4	2	1	#viio7/vi	F	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
49	47	78	47a	897/4	561/4	1.0	1/2	1/2	3/4	2	1	vi	F	I		vi	vi							m	0	0	3, 0, 4		3	3
50	48	79	48a	901/4	565/4	3.0	0	0	3/4	2	1	V65/V	F	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
51	49	80	49a	913/4	577/4	3.0	0	0	3/4	2	1	viio6/V	F	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
52	50	81	50a	925/4	589/4	3.0	0	0	3/4	2	1	V|HC}	F	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
53	51	82	51a	937/4	601/4	3.0	0	0	3/4	2	1	V43{	F	I		V43	V		43				{	Mm7	0	0	2, -1, 1, 5		1	2
54	52	83	52a	949/4	613/4	3.0	0	0	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
55	53	84	53a	961/4	625/4	3.0	0	0	3/4	2	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
56	54	85	54a	973/4	637/4	3.0	0	0	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
57	55	86	55a	985/4	649/4	1.0	0	0	3/4	2	1	V65/V	F	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
57	55	86	55a	989/4	653/4	1.0	1/4	1/4	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
57	55	86	55a	993/4	657/4	1.0	1/2	1/2	3/4	2	1	V2	F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
58	56	87	56a	997/4	661/4	0.6666666666666572	0	0	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
58	56	87	56a	2999/12	1991/12	0.3333333333333428	1/6	1/6	3/4	2	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
58	56	87	56a	1001/4	665/4	1.0	1/4	1/4	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
58	56	87	56a	1005/4	669/4	1.0	1/2	1/2	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	57	88	57a	1009/4	673/4	3.0	0	0	3/4	2	1	I6|EC}	F	I		I6	I		6			EC	}	M	0	0	4, 1, 0		0	4
60	58	89	58a	1021/4	685/4	1.0	0	0	3/4	2	1	viio7/V{	F	I		viio7/V	vii	o	7		V		{	o7	0	0	6, 3, 0, -3		6	6
60	58	89	58a	1025/4	689/4	1.0	1/4	1/4	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
60	58	89	58a	1029/4	693/4	1.0	1/2	1/2	3/4	2	1	vii%7	F	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
61	59	90	59a	1033/4	697/4	1.0	0	0	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
61	59	90	59a	1037/4	701/4	1.0	1/4	1/4	3/4	2	1	#viio7/vi	F	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
61	59	90	59a	1041/4	705/4	1.0	1/2	1/2	3/4	2	1	vi	F	I		vi	vi							m	0	0	3, 0, 4		3	3
62	60	91	60a	1045/4	709/4	1.0	0	0	3/4	2	1	ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
62	60	91	60a	1049/4	713/4	1.0	1/4	1/4	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
62	60	91	60a	1053/4	717/4	1.0	1/2	1/2	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	61	92	61a	1057/4	721/4	1.0	0	0	3/4	2	1	I|EC}{	F	I		I	I					EC	}{	M	0	0	0, 4, 1		0	0
63	61	92	61a	1061/4	725/4	1.0	1/4	1/4	3/4	2	1	viio6	F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
