mc	mn	timesig	onset	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
3	3	4/4	1/4	2	1	1/8	1/8	1		-3	63		43
3	3	4/4	1/4	1	1	1/8	1/8	1		1	79		32
3	3	4/4	3/8	2	1	1/8	1/8	1		-2	58		44
3	3	4/4	3/8	1	1	1/8	1/8	1		-1	77		33
3	3	4/4	1/2	2	1	1/8	1/8	1		1	55		45
3	3	4/4	1/2	1	2	1/8	1/8	1		-2	70		39
3	3	4/4	1/2	1	1	1/8	1/8	1		-3	75		34
3	3	4/4	5/8	2	1	1/8	1/8	1		-2	58		46
3	3	4/4	5/8	1	2	1/8	1/8	1		2	74		40
3	3	4/4	5/8	1	1	1/8	1/8	1		-1	77		35
3	3	4/4	3/4	2	1	1/8	1/8	1		-3	63		47
3	3	4/4	3/4	1	2	1/4	1/4	1		-3	75		41
3	3	4/4	3/4	1	1	1/8	1/8	1		1	79		36
3	3	4/4	7/8	2	1	1/8	1/8	1		0	60		48
3	3	4/4	7/8	1	1	1/8	1/8	1		-4	80		37
4	4	4/4	0	2	1	1/8	1/8	1		1	55		61
4	4	4/4	0	1	1	1/8	1/8	1		-3	75		49
4	4	4/4	0	1	1	1/8	1/8	1		-2	82		49
4	4	4/4	1/8	2	1	1/8	1/8	1		-4	56		62
4	4	4/4	1/8	2	1	1/8	1/8	1		-1	65		62
4	4	4/4	1/8	1	1	1/32	1/32	1		5	83		50
4	4	4/4	5/32	1	1	1/32	1/32	1		0	84		51
4	4	4/4	3/16	1	1	1/32	1/32	1		-4	80		52
4	4	4/4	7/32	1	1	1/32	1/32	1		-1	77		53
4	4	4/4	1/4	2	2	1/4	1/4	1		-2	58		67
4	4	4/4	1/4	2	1	1/8	1/8	1		1	67		63
4	4	4/4	1/4	1	1	1/8	1/8	1		-3	75		54
4	4	4/4	3/8	2	1	1/8	1/8	1		-4	68		64
4	4	4/4	3/8	1	1	1/32	1/32	1		1	79		55
4	4	4/4	13/32	1	1	1/32	1/32	1		-1	77		56
4	4	4/4	7/16	1	1	1/32	1/32	1		4	76		57
4	4	4/4	15/32	1	1	1/32	1/32	1		-1	77		58
4	4	4/4	1/2	2	2	1/4	1/4	1	1	-3	63		68
4	4	4/4	1/2	2	1	1/4	1/4	1		-4	68		65
4	4	4/4	1/2	1	1	1/4	1/4	1		2	74		59
4	4	4/4	1/2	1	1	1/4	1/4	1		-1	77		59
4	4	4/4	3/4	2	2	1/8	1/8	1	-1	-3	63		69
4	4	4/4	3/4	2	1	1/8	1/8	1		1	67		66
4	4	4/4	3/4	1	1	1/8	1/8	1		-3	75		60
5	5	4/4	0	2	1	1/8	1/8	1		2	62		79
5	5	4/4	0	1	1	1/4	1/4	1		-1	77		70
5	5	4/4	1/8	2	1	1/8	1/8	1		-2	58		80
5	5	4/4	1/4	2	1	1/8	1/8	1		-3	63		81
5	5	4/4	1/4	1	1	1/8	1/8	1		1	79		71
5	5	4/4	3/8	2	1	1/8	1/8	1		-2	58		82
5	5	4/4	3/8	1	1	1/8	1/8	1		-3	75		72
5	5	4/4	1/2	2	1	1/4	1/4	1		-2	58		83
5	5	4/4	1/2	2	1	1/4	1/4	1		-1	65		83
5	5	4/4	1/2	1	1	3/16	1/8	3/2		-4	80		73
5	5	4/4	11/16	1	1	1/16	1/16	1		-1	77		74
5	5	4/4	3/4	1	1	1/16	1/16	1		2	74		75
5	5	4/4	13/16	1	1	1/16	1/16	1		-3	75		76
5	5	4/4	7/8	1	1	1/16	1/16	1		-1	77		77
5	5	4/4	15/16	1	1	1/16	1/16	1		6	78		78
6	6	4/4	0	2	1	1/8	1/8	1		-3	63		96
6	6	4/4	0	1	1	1/8	1/8	1		1	79		84
6	6	4/4	1/8	2	1	1/8	1/8	1		-3	63		97
6	6	4/4	1/8	1	1	1/8	1/8	1		1	79		85
6	6	4/4	1/4	2	1	1/8	1/8	1		-3	63		98
6	6	4/4	1/4	2	1	1/8	1/8	1		-1	65		98
6	6	4/4	1/4	1	1	1/8	1/8	1		-4	80		86
6	6	4/4	3/8	2	1	1/8	1/8	1		-3	63		99
6	6	4/4	3/8	2	1	1/8	1/8	1		6	66		99
6	6	4/4	3/8	1	1	1/8	1/8	1		3	81		87
6	6	4/4	1/2	2	1	1/4	1/4	1		-3	63		100
6	6	4/4	1/2	2	1	1/4	1/4	1		1	67		100
6	6	4/4	1/2	1	1	3/16	1/8	3/2		-2	82		88
6	6	4/4	11/16	1	1	1/48	1/32	2/3		0	84		89
6	6	4/4	17/24	1	1	1/48	1/32	2/3		-2	82		90
6	6	4/4	35/48	1	1	1/48	1/32	2/3		-4	80		91
6	6	4/4	3/4	1	1	1/16	1/16	1		1	79		92
6	6	4/4	13/16	1	1	1/16	1/16	1		-4	80		93
6	6	4/4	7/8	1	1	1/16	1/16	1		-2	82		94
6	6	4/4	15/16	1	1	1/16	1/16	1		5	83		95
7	7	4/4	0	1	1	1/4	1/4	1		0	84		101
7	7	4/4	1/8	2	1	1/8	1/8	1		-4	68		105
7	7	4/4	1/8	2	1	1/8	1/8	1		-3	75		105
7	7	4/4	1/4	1	1	1/4	1/4	1		-2	82		102
7	7	4/4	3/8	2	1	1/8	1/8	1		-6	66		106
7	7	4/4	3/8	2	1	1/8	1/8	1		-3	75		106
7	7	4/4	1/2	1	1	1/4	1/4	1		3	81		103
7	7	4/4	5/8	2	1	1/8	1/8	1		-1	65		107
7	7	4/4	5/8	2	1	1/8	1/8	1		-3	75		107
7	7	4/4	3/4	1	1	1/4	1/4	1		-4	80		104
7	7	4/4	7/8	2	1	1/8	1/8	1		5	59		108
7	7	4/4	7/8	2	1	1/8	1/8	1		2	62		108
8	8	4/4	0	2	1	1/4	1/4	1		0	60		117
8	8	4/4	0	2	1	1/4	1/4	1		-3	63		117
8	8	4/4	0	1	1	1/8	1/8	1		1	79		109
8	8	4/4	1/8	1	1	1/8	1/8	1		-3	87		110
8	8	4/4	1/4	2	1	1/8	1/8	1		-4	56		118
8	8	4/4	1/4	2	1	1/8	1/8	1		0	60		118
8	8	4/4	1/4	1	1	1/8	1/8	1		-1	77		111
8	8	4/4	3/8	2	1	1/8	1/8	1		-4	68		119
8	8	4/4	3/8	1	1	1/8	1/8	1		0	84		112
8	8	4/4	1/2	2	1	1/4	1/4	1	1	-2	58		120
8	8	4/4	1/2	2	1	1/4	1/4	1		1	67		120
8	8	4/4	1/2	1	1	3/16	1/8	3/2		-3	75		113
8	8	4/4	11/16	1	1	1/32	1/32	1		-1	77		114
8	8	4/4	23/32	1	1	1/32	1/32	1		-3	75		115
8	8	4/4	3/4	2	1	1/8	1/8	1	-1	-2	58		121
8	8	4/4	3/4	2	1	1/8	1/8	1		-1	65		121
8	8	4/4	3/4	1	1	1/8	1/8	1		2	74		116
9	9	4/4	0	2	1	1/4	1/4	1		-3	39		129
9	9	4/4	0	2	1	1/4	1/4	1		-3	51		129
9	9	4/4	0	1	1	1/4	1/4	1		1	67		122
9	9	4/4	0	1	1	1/4	1/4	1		-2	70		122
9	9	4/4	1/4	1	1	1/8	1/8	1		-3	63		123
9	9	4/4	1/4	1	1	1/8	1/8	1		1	67		123
9	9	4/4	3/8	2	1	1/8	1/8	1		-2	46		130
9	9	4/4	3/8	1	1	1/8	1/8	1		-2	58		124
9	9	4/4	3/8	1	1	1/8	1/8	1		-1	65		124
9	9	4/4	1/2	2	1	1/4	1/4	1		-3	51		131
9	9	4/4	1/2	1	1	1/8	1/8	1		1	55		125
9	9	4/4	1/2	1	1	1/8	1/8	1		-3	63		125
9	9	4/4	5/8	1	1	1/8	1/8	1		-2	58		126
9	9	4/4	3/4	1	1	1/8	1/8	1		-3	63		127
9	9	4/4	7/8	2	1	1/8	1/8	1		-2	46		132
9	9	4/4	7/8	1	1	1/8	1/8	1		2	62		128
9	9	4/4	7/8	1	1	1/8	1/8	1		-1	65		128
10	10	4/4	0	2	1	1/8	1/8	1		-3	51		146
10	10	4/4	0	1	2	1/2	1/2	1		-3	63		143
10	10	4/4	0	1	1	1/8	1/8	1		1	67		133
10	10	4/4	1/8	2	1	1/8	1/8	1		0	48		147
10	10	4/4	1/8	1	1	1/8	1/8	1		-4	68		134
10	10	4/4	1/4	2	1	1/8	1/8	1		1	43		148
10	10	4/4	1/4	1	1	1/8	1/8	1		-2	70		135
10	10	4/4	3/8	2	1	1/8	1/8	1		-4	44		149
10	10	4/4	3/8	1	1	1/8	1/8	1		0	72		136
10	10	4/4	1/2	2	1	1/4	1/4	1	1	-2	46		150
10	10	4/4	1/2	1	2	1/4	1/4	1		-3	63		144
10	10	4/4	1/2	1	1	3/16	1/8	3/2		1	67		137
10	10	4/4	11/16	1	1	1/16	1/16	1		-4	68		138
10	10	4/4	3/4	2	1	1/8	1/8	1	-1	-2	46		151
10	10	4/4	3/4	1	2	1/4	1/4	1		2	62		145
10	10	4/4	3/4	1	1	1/16	1/16	1		-1	65		139
10	10	4/4	13/16	1	1	1/16	1/16	1		1	67		140
10	10	4/4	7/8	1	1	1/16	1/16	1		-4	68		141
10	10	4/4	15/16	1	1	1/16	1/16	1		3	69		142
11	11	4/4	0	2	1	1/4	1/4	1		1	67		163
11	11	4/4	0	1	2	1/2	1/2	1		-2	70		159
11	11	4/4	0	1	1	1/4	1/4	1		-2	82		152
11	11	4/4	1/4	2	1	1/8	1/8	1		-3	63		164
11	11	4/4	1/4	1	1	1/8	1/8	1		1	79		153
11	11	4/4	3/8	2	1	1/8	1/8	1		-2	58		165
11	11	4/4	3/8	1	1	1/8	1/8	1		-1	77		154
11	11	4/4	1/2	2	1	1/8	1/8	1		1	55		166
11	11	4/4	1/2	1	2	1/8	1/8	1		-2	70		160
11	11	4/4	1/2	1	1	1/8	1/8	1		-3	75		155
11	11	4/4	5/8	2	1	1/8	1/8	1		-2	58		167
11	11	4/4	5/8	1	2	1/8	1/8	1		2	74		161
11	11	4/4	5/8	1	1	1/8	1/8	1		-1	77		156
11	11	4/4	3/4	2	1	1/8	1/8	1		-3	63		168
11	11	4/4	3/4	1	2	1/4	1/4	1		-3	75		162
11	11	4/4	3/4	1	1	1/8	1/8	1		1	79		157
11	11	4/4	7/8	2	1	1/8	1/8	1		0	60		169
11	11	4/4	7/8	1	1	1/8	1/8	1		-4	80		158
12	12	4/4	0	2	1	1/8	1/8	1		1	55		182
12	12	4/4	0	1	1	1/8	1/8	1		-3	75		170
12	12	4/4	0	1	1	1/8	1/8	1		-2	82		170
12	12	4/4	1/8	2	1	1/8	1/8	1		-4	56		183
12	12	4/4	1/8	2	1	1/8	1/8	1		-1	65		183
12	12	4/4	1/8	1	1	1/32	1/32	1		5	83		171
12	12	4/4	5/32	1	1	1/32	1/32	1		0	84		172
12	12	4/4	3/16	1	1	1/32	1/32	1		-4	80		173
12	12	4/4	7/32	1	1	1/32	1/32	1		-1	77		174
12	12	4/4	1/4	2	2	1/4	1/4	1		-2	58		188
12	12	4/4	1/4	2	1	1/8	1/8	1		1	67		184
12	12	4/4	1/4	1	1	1/8	1/8	1		-3	75		175
12	12	4/4	3/8	2	1	1/8	1/8	1		-4	68		185
12	12	4/4	3/8	1	1	1/32	1/32	1		1	79		176
12	12	4/4	13/32	1	1	1/32	1/32	1		-1	77		177
12	12	4/4	7/16	1	1	1/32	1/32	1		4	76		178
12	12	4/4	15/32	1	1	1/32	1/32	1		-1	77		179
12	12	4/4	1/2	2	2	1/4	1/4	1	1	-3	63		189
12	12	4/4	1/2	2	1	1/4	1/4	1		-4	68		186
12	12	4/4	1/2	1	1	1/4	1/4	1		2	74		180
12	12	4/4	1/2	1	1	1/4	1/4	1		-1	77		180
12	12	4/4	3/4	2	2	1/8	1/8	1	-1	-3	63		190
12	12	4/4	3/4	2	1	1/8	1/8	1		1	67		187
12	12	4/4	3/4	1	1	1/8	1/8	1		-3	75		181
13	13	4/4	0	2	1	1/16	1/16	1		0	48		197
13	13	4/4	0	1	1	3/16	1/8	3/2		-3	75		191
13	13	4/4	0	1	1	3/16	1/8	3/2		1	79		191
13	13	4/4	1/16	2	1	1/16	1/16	1		0	60		198
13	13	4/4	1/8	2	1	1/16	1/16	1		0	60		199
13	13	4/4	3/16	2	1	1/16	1/16	1		0	60		200
13	13	4/4	3/16	1	1	1/16	1/16	1		2	74		192
13	13	4/4	3/16	1	1	1/16	1/16	1		-1	77		192
13	13	4/4	1/4	2	1	1/16	1/16	1		0	60		201
13	13	4/4	1/4	1	1	1/4	1/4	1		0	72		193
13	13	4/4	1/4	1	1	1/4	1/4	1		-3	75		193
13	13	4/4	5/16	2	1	1/16	1/16	1		0	60		202
13	13	4/4	3/8	2	1	1/16	1/16	1		0	60		203
13	13	4/4	7/16	2	1	1/16	1/16	1		0	60		204
13	13	4/4	1/2	2	1	1/16	1/16	1		5	47		205
13	13	4/4	1/2	1	1	3/16	1/8	3/2		-1	77		194
13	13	4/4	1/2	1	1	3/16	1/8	3/2		-4	80		194
13	13	4/4	9/16	2	1	1/16	1/16	1		5	59		206
13	13	4/4	5/8	2	1	1/16	1/16	1		5	59		207
13	13	4/4	11/16	2	1	1/16	1/16	1		5	59		208
13	13	4/4	11/16	1	1	1/16	1/16	1		-3	75		195
13	13	4/4	11/16	1	1	1/16	1/16	1		1	79		195
13	13	4/4	3/4	2	1	1/16	1/16	1		5	59		209
13	13	4/4	3/4	1	1	1/4	1/4	1		2	74		196
13	13	4/4	3/4	1	1	1/4	1/4	1		-1	77		196
13	13	4/4	13/16	2	1	1/16	1/16	1		5	59		210
13	13	4/4	7/8	2	1	1/16	1/16	1		5	59		211
13	13	4/4	15/16	2	1	1/16	1/16	1		5	59		212
14	14	4/4	0	2	1	1/4	1/4	1		0	60		222
14	14	4/4	1/16	1	1	1/16	1/16	1		0	72		213
14	14	4/4	1/16	1	1	1/16	1/16	1		-3	75		213
14	14	4/4	1/8	1	1	1/16	1/16	1		2	74		214
14	14	4/4	1/8	1	1	1/16	1/16	1		-1	77		214
14	14	4/4	3/16	1	1	1/16	1/16	1		-3	75		215
14	14	4/4	3/16	1	1	1/16	1/16	1		1	79		215
14	14	4/4	1/4	2	1	1/8	1/8	1		-4	56		223
14	14	4/4	1/4	1	1	1/16	1/16	1		-3	75		216
14	14	4/4	1/4	1	1	1/16	1/16	1		1	79		216
14	14	4/4	5/16	1	1	1/16	1/16	1		2	74		217
14	14	4/4	5/16	1	1	1/16	1/16	1		-1	77		217
14	14	4/4	3/8	2	1	1/8	1/8	1		6	54		224
14	14	4/4	3/8	1	1	1/16	1/16	1		2	74		218
14	14	4/4	3/8	1	1	1/16	1/16	1		-1	77		218
14	14	4/4	7/16	1	1	1/16	1/16	1		0	72		219
14	14	4/4	7/16	1	1	1/16	1/16	1		-3	75		219
14	14	4/4	1/2	2	1	1/16	1/16	1		1	55		225
14	14	4/4	1/2	1	1	1/4	1/4	1		0	72		220
14	14	4/4	1/2	1	1	1/4	1/4	1		-3	75		220
14	14	4/4	9/16	2	1	1/16	1/16	1		1	43		226
14	14	4/4	5/8	2	1	1/16	1/16	1		1	55		227
14	14	4/4	11/16	2	1	1/16	1/16	1		1	55		228
14	14	4/4	3/4	2	1	1/16	1/16	1		1	55		229
14	14	4/4	3/4	1	1	1/8	1/8	1		5	71		221
14	14	4/4	3/4	1	1	1/8	1/8	1		2	74		221
14	14	4/4	13/16	2	1	1/16	1/16	1		-1	53		230
14	14	4/4	7/8	2	1	1/16	1/16	1		-3	51		231
14	14	4/4	15/16	2	1	1/16	1/16	1		2	50		232
15	15	4/4	0	2	1	1/4	1/4	1		0	48		243
15	15	4/4	1/16	1	1	1/16	1/16	1		-3	75		233
15	15	4/4	1/8	1	1	1/16	1/16	1		0	72		234
15	15	4/4	3/16	1	1	1/16	1/16	1		-4	68		235
15	15	4/4	1/4	1	1	1/8	1/8	1		1	67		236
15	15	4/4	5/16	2	1	1/16	1/16	1		0	60		244
15	15	4/4	5/16	2	1	1/16	1/16	1		-3	63		244
15	15	4/4	3/8	2	1	1/16	1/16	1		0	60		245
15	15	4/4	3/8	2	1	1/16	1/16	1		-3	63		245
15	15	4/4	3/8	1	1	1/8	1/8	1		6	66		237
15	15	4/4	7/16	2	1	1/16	1/16	1		0	60		246
15	15	4/4	7/16	2	1	1/16	1/16	1		-3	63		246
15	15	4/4	1/2	2	1	1/4	1/4	1		-2	58		247
15	15	4/4	1/2	2	1	1/4	1/4	1		2	62		247
15	15	4/4	9/16	1	1	1/16	1/16	1		-2	82		238
15	15	4/4	5/8	1	1	1/16	1/16	1		1	79		239
15	15	4/4	11/16	1	1	1/16	1/16	1		-3	75		240
15	15	4/4	3/4	1	1	1/8	1/8	1		2	74		241
15	15	4/4	13/16	2	1	1/16	1/16	1		4	64		248
15	15	4/4	13/16	2	1	1/16	1/16	1		1	67		248
15	15	4/4	7/8	2	1	1/16	1/16	1		4	64		249
15	15	4/4	7/8	2	1	1/16	1/16	1		1	67		249
15	15	4/4	7/8	1	1	1/8	1/8	1		7	73		242
15	15	4/4	15/16	2	1	1/16	1/16	1		4	64		250
15	15	4/4	15/16	2	1	1/16	1/16	1		1	67		250
16	16	4/4	0	2	1	1/16	1/16	1		2	62		262
16	16	4/4	0	2	1	1/16	1/16	1		6	66		262
16	16	4/4	1/16	1	1	1/16	1/16	1		2	74		251
16	16	4/4	1/8	2	1	1/16	1/16	1		-3	63		263
16	16	4/4	3/16	1	1	1/16	1/16	1		1	67		252
16	16	4/4	3/16	1	1	1/16	1/16	1		-2	70		252
16	16	4/4	1/4	2	1	1/16	1/16	1		0	60		264
16	16	4/4	5/16	1	1	1/16	1/16	1		3	69		253
16	16	4/4	5/16	1	1	1/16	1/16	1		0	72		253
16	16	4/4	3/8	2	1	1/16	1/16	1		2	62		265
16	16	4/4	7/16	1	1	1/16	1/16	1		6	66		254
16	16	4/4	7/16	1	1	1/16	1/16	1		3	69		254
16	16	4/4	1/2	2	1	1/4	1/4	1		1	55		266
16	16	4/4	9/16	1	1	1/16	1/16	1		1	67		255
16	16	4/4	5/8	1	1	1/16	1/16	1		3	69		256
16	16	4/4	11/16	1	1	1/16	1/16	1		5	71		257
16	16	4/4	3/4	1	1	1/16	1/16	1		3	69		258
16	16	4/4	3/4	1	1	1/16	1/16	1		0	72		258
16	16	4/4	13/16	1	1	1/16	1/16	1		5	71		259
16	16	4/4	13/16	1	1	1/16	1/16	1		2	74		259
16	16	4/4	7/8	1	1	1/16	1/16	1		0	72		260
16	16	4/4	7/8	1	1	1/16	1/16	1		-3	75		260
16	16	4/4	15/16	1	1	1/16	1/16	1		2	74		261
16	16	4/4	15/16	1	1	1/16	1/16	1		-1	77		261
17	17	4/4	0	2	1	1/16	1/16	1		0	60		271
17	17	4/4	0	1	1	1/4	1/4	1		4	76		267
17	17	4/4	0	1	1	1/4	1/4	1		1	79		267
17	17	4/4	1/16	2	1	1/16	1/16	1		1	67		272
17	17	4/4	1/16	2	1	1/16	1/16	1		-2	70		272
17	17	4/4	1/8	2	1	1/16	1/16	1		1	67		273
17	17	4/4	1/8	2	1	1/16	1/16	1		-2	70		273
17	17	4/4	3/16	2	1	1/16	1/16	1		1	67		274
17	17	4/4	3/16	2	1	1/16	1/16	1		-2	70		274
17	17	4/4	1/4	2	1	1/16	1/16	1		0	60		275
17	17	4/4	1/4	1	1	1/4	1/4	1		-1	77		268
17	17	4/4	1/4	1	1	1/4	1/4	1		-4	80		268
17	17	4/4	5/16	2	1	1/16	1/16	1		-1	65		276
17	17	4/4	5/16	2	1	1/16	1/16	1		-4	68		276
17	17	4/4	3/8	2	1	1/16	1/16	1		-1	65		277
17	17	4/4	3/8	2	1	1/16	1/16	1		-4	68		277
17	17	4/4	7/16	2	1	1/16	1/16	1		-1	65		278
17	17	4/4	7/16	2	1	1/16	1/16	1		-4	68		278
17	17	4/4	1/2	2	1	1/16	1/16	1		0	60		279
17	17	4/4	1/2	1	1	1/4	1/4	1		1	79		269
17	17	4/4	1/2	1	1	1/4	1/4	1		-2	82		269
17	17	4/4	9/16	2	1	1/16	1/16	1		4	64		280
17	17	4/4	9/16	2	1	1/16	1/16	1		1	67		280
17	17	4/4	5/8	2	1	1/16	1/16	1		4	64		281
17	17	4/4	5/8	2	1	1/16	1/16	1		1	67		281
17	17	4/4	11/16	2	1	1/16	1/16	1		4	64		282
17	17	4/4	11/16	2	1	1/16	1/16	1		1	67		282
17	17	4/4	3/4	2	1	1/16	1/16	1		0	60		283
17	17	4/4	3/4	1	1	1/8	1/8	1		-1	77		270
17	17	4/4	3/4	1	1	1/8	1/8	1		-4	80		270
17	17	4/4	13/16	2	1	1/16	1/16	1		-1	65		284
17	17	4/4	13/16	2	1	1/16	1/16	1		-4	68		284
17	17	4/4	7/8	2	1	1/16	1/16	1		-7	59		285
17	17	4/4	15/16	2	1	1/16	1/16	1		-1	65		286
17	17	4/4	15/16	2	1	1/16	1/16	1		-4	68		286
18	18	4/4	0	2	1	1/16	1/16	1		-2	58		291
18	18	4/4	0	1	1	1/4	1/4	1		2	74		287
18	18	4/4	0	1	1	1/4	1/4	1		-1	77		287
18	18	4/4	1/16	2	1	1/16	1/16	1		-1	65		292
18	18	4/4	1/16	2	1	1/16	1/16	1		-4	68		292
18	18	4/4	1/8	2	1	1/16	1/16	1		-1	65		293
18	18	4/4	1/8	2	1	1/16	1/16	1		-4	68		293
18	18	4/4	3/16	2	1	1/16	1/16	1		-1	65		294
18	18	4/4	3/16	2	1	1/16	1/16	1		-4	68		294
18	18	4/4	1/4	2	1	1/16	1/16	1		-2	58		295
18	18	4/4	1/4	1	1	1/4	1/4	1		-3	75		288
18	18	4/4	1/4	1	1	1/4	1/4	1		1	79		288
18	18	4/4	5/16	2	1	1/16	1/16	1		-3	63		296
18	18	4/4	5/16	2	1	1/16	1/16	1		1	67		296
18	18	4/4	3/8	2	1	1/16	1/16	1		-3	63		297
18	18	4/4	3/8	2	1	1/16	1/16	1		1	67		297
18	18	4/4	7/16	2	1	1/16	1/16	1		-3	63		298
18	18	4/4	7/16	2	1	1/16	1/16	1		1	67		298
18	18	4/4	1/2	2	1	1/16	1/16	1		-2	58		299
18	18	4/4	1/2	1	1	1/4	1/4	1		-1	77		289
18	18	4/4	1/2	1	1	1/4	1/4	1		-4	80		289
18	18	4/4	9/16	2	1	1/16	1/16	1		2	62		300
18	18	4/4	9/16	2	1	1/16	1/16	1		-1	65		300
18	18	4/4	5/8	2	1	1/16	1/16	1		2	62		301
18	18	4/4	5/8	2	1	1/16	1/16	1		-1	65		301
18	18	4/4	11/16	2	1	1/16	1/16	1		2	62		302
18	18	4/4	11/16	2	1	1/16	1/16	1		-1	65		302
18	18	4/4	3/4	2	1	1/16	1/16	1		-2	58		303
18	18	4/4	3/4	1	1	1/8	1/8	1		-3	75		290
18	18	4/4	3/4	1	1	1/8	1/8	1		1	79		290
18	18	4/4	13/16	2	1	1/16	1/16	1		-3	63		304
18	18	4/4	13/16	2	1	1/16	1/16	1		1	67		304
18	18	4/4	7/8	2	1	1/16	1/16	1		-3	63		305
18	18	4/4	7/8	2	1	1/16	1/16	1		1	67		305
18	18	4/4	15/16	2	1	1/16	1/16	1		-3	63		306
18	18	4/4	15/16	2	1	1/16	1/16	1		1	67		306
19	19	4/4	0	2	1	1/4	1/4	1		3	57		317
19	19	4/4	0	2	1	1/4	1/4	1		0	60		317
19	19	4/4	1/16	1	1	1/16	1/16	1		6	78		307
19	19	4/4	1/8	1	1	1/16	1/16	1		1	79		308
19	19	4/4	3/16	1	1	1/16	1/16	1		6	78		309
19	19	4/4	1/4	1	1	1/8	1/8	1		2	86		310
19	19	4/4	5/16	2	1	1/16	1/16	1		5	59		318
19	19	4/4	5/16	2	1	1/16	1/16	1		1	67		318
19	19	4/4	3/8	2	1	1/16	1/16	1		5	59		319
19	19	4/4	3/8	2	1	1/16	1/16	1		1	67		319
19	19	4/4	3/8	1	1	1/8	1/8	1		-1	77		311
19	19	4/4	7/16	2	1	1/16	1/16	1		5	59		320
19	19	4/4	7/16	2	1	1/16	1/16	1		1	67		320
19	19	4/4	1/2	2	1	1/4	1/4	1		0	60		321
19	19	4/4	1/2	2	1	1/4	1/4	1		1	67		321
19	19	4/4	9/16	1	1	1/16	1/16	1		4	76		312
19	19	4/4	5/8	1	1	1/16	1/16	1		-1	77		313
19	19	4/4	11/16	1	1	1/16	1/16	1		4	76		314
19	19	4/4	3/4	1	1	1/8	1/8	1		0	84		315
19	19	4/4	13/16	2	1	1/16	1/16	1		-4	56		322
19	19	4/4	13/16	2	1	1/16	1/16	1		0	60		322
19	19	4/4	7/8	2	1	1/16	1/16	1		-4	56		323
19	19	4/4	7/8	2	1	1/16	1/16	1		0	60		323
19	19	4/4	7/8	1	1	1/8	1/8	1		-3	75		316
19	19	4/4	15/16	2	1	1/16	1/16	1		-4	56		324
19	19	4/4	15/16	2	1	1/16	1/16	1		0	60		324
20	20	4/4	0	2	1	1/4	1/4	1		-1	53		337
20	20	4/4	0	2	1	1/4	1/4	1		-4	56		337
20	20	4/4	1/16	1	1	1/16	1/16	1		-5	73		325
20	20	4/4	1/8	1	1	1/16	1/16	1		0	72		326
20	20	4/4	3/16	1	1	1/16	1/16	1		-5	73		327
