mc	mn	timesig	onset	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
3	3	3/4	9/16	2	1	1/16	1/16	1		7	61		48
3	3	3/4	9/16	1	1	1/16	1/16	1		4	76		36
3	3	3/4	5/8	2	1	1/16	1/16	1		10	58		49
3	3	3/4	5/8	1	1	1/16	1/16	1		2	74		37
3	3	3/4	11/16	2	1	1/16	1/16	1		7	61		50
3	3	3/4	11/16	1	1	1/16	1/16	1		7	73		38
4	4	3/4	0	2	1	1/16	1/16	1		1	55		54
4	4	3/4	0	1	1	3/16	1/8	3/2		2	74		51
4	4	3/4	1/16	2	1	1/16	1/16	1		2	62		55
4	4	3/4	1/8	2	1	1/16	1/16	1		5	59		56
4	4	3/4	3/16	2	1	1/16	1/16	1		2	62		57
4	4	3/4	3/16	1	1	1/16	1/16	1		5	71		52
4	4	3/4	1/4	2	1	1/16	1/16	1		1	55		58
4	4	3/4	1/4	1	1	1/4	1/4	1		1	67		53
4	4	3/4	5/16	2	1	1/16	1/16	1		2	62		59
4	4	3/4	3/8	2	1	1/16	1/16	1		5	59		60
4	4	3/4	7/16	2	1	1/16	1/16	1		2	62		61
4	4	3/4	1/2	2	1	1/16	1/16	1		1	55		62
4	4	3/4	9/16	2	1	1/16	1/16	1		2	62		63
4	4	3/4	5/8	2	1	1/16	1/16	1		5	59		64
4	4	3/4	11/16	2	1	1/16	1/16	1		2	62		65
5	5	3/4	0	2	1	1/16	1/16	1		3	57		72
5	5	3/4	0	1	1	3/16	1/8	3/2		0	72		66
5	5	3/4	1/16	2	1	1/16	1/16	1		2	62		73
5	5	3/4	1/8	2	1	1/16	1/16	1		0	60		74
5	5	3/4	3/16	2	1	1/16	1/16	1		2	62		75
5	5	3/4	3/16	1	1	1/16	1/16	1		3	69		67
5	5	3/4	1/4	2	1	1/16	1/16	1		3	57		76
5	5	3/4	1/4	1	1	1/8	1/8	1		6	66		68
5	5	3/4	5/16	2	1	1/16	1/16	1		2	62		77
5	5	3/4	3/8	2	1	1/16	1/16	1		0	60		78
5	5	3/4	3/8	1	1	1/8	1/8	1		3	69		69
5	5	3/4	7/16	2	1	1/16	1/16	1		2	62		79
5	5	3/4	1/2	2	1	1/16	1/16	1		3	57		80
5	5	3/4	1/2	1	1	1/8	1/8	1		5	71		70
5	5	3/4	9/16	2	1	1/16	1/16	1		2	62		81
5	5	3/4	5/8	2	1	1/16	1/16	1		0	60		82
5	5	3/4	5/8	1	1	1/8	1/8	1		0	72		71
5	5	3/4	11/16	2	1	1/16	1/16	1		2	62		83
6	6	3/4	0	2	1	1/16	1/16	1		1	55		87
6	6	3/4	0	1	1	3/16	1/8	3/2		2	74		84
6	6	3/4	1/16	2	1	1/16	1/16	1		2	62		88
6	6	3/4	1/8	2	1	1/16	1/16	1		5	59		89
6	6	3/4	3/16	2	1	1/16	1/16	1		2	62		90
6	6	3/4	3/16	1	1	1/16	1/16	1		5	71		85
6	6	3/4	1/4	2	1	1/16	1/16	1		4	52		91
6	6	3/4	1/4	1	1	1/4	1/4	1		1	79		86
6	6	3/4	5/16	2	1	1/16	1/16	1		5	59		92
6	6	3/4	3/8	2	1	1/16	1/16	1		1	55		93
6	6	3/4	7/16	2	1	1/16	1/16	1		5	59		94
6	6	3/4	1/2	2	1	1/16	1/16	1		5	47		95
6	6	3/4	9/16	2	1	1/16	1/16	1		1	55		96
6	6	3/4	5/8	2	1	1/16	1/16	1		2	50		97
6	6	3/4	11/16	2	1	1/16	1/16	1		1	55		98
7	7	3/4	0	2	2	1/2	1/2	1		0	48		113
7	7	3/4	0	2	1	1/4	1/4	1		4	52		111
7	7	3/4	0	1	1	1/16	1/16	1		3	81		99
7	7	3/4	1/16	1	1	1/16	1/16	1		1	79		100
7	7	3/4	1/8	1	1	1/16	1/16	1		6	78		101
7	7	3/4	3/16	1	1	1/16	1/16	1		1	79		102
7	7	3/4	1/4	2	1	1/2	1/2	1		1	55		112
7	7	3/4	1/4	1	1	1/16	1/16	1		6	78		103
7	7	3/4	5/16	1	1	1/16	1/16	1		4	76		104
7	7	3/4	3/8	1	1	1/16	1/16	1		9	75		105
7	7	3/4	7/16	1	1	1/16	1/16	1		4	76		106
7	7	3/4	1/2	2	2	1/4	1/4	1		4	52		114
7	7	3/4	1/2	1	1	1/16	1/16	1		2	74		107
7	7	3/4	9/16	1	1	1/16	1/16	1		0	72		108
7	7	3/4	5/8	1	1	1/16	1/16	1		5	71		109
7	7	3/4	11/16	1	1	1/16	1/16	1		0	72		110
8	8	3/4	0	2	2	1/2	1/2	1		2	50		124
8	8	3/4	0	2	1	1/4	1/4	1		1	55		122
8	8	3/4	0	1	1	3/16	1/8	3/2		5	71		115
8	8	3/4	3/16	1	1	1/32	1/32	1		0	72		116
8	8	3/4	7/32	1	1	1/32	1/32	1		5	71		117
8	8	3/4	1/4	2	1	1/4	1/4	1		6	54		123
8	8	3/4	1/4	1	1	1/8	1/8	1		3	69		118
8	8	3/4	3/8	1	1	1/8	1/8	1		2	74		119
8	8	3/4	1/2	1	1	1/8	1/8	1		7	73		120
8	8	3/4	5/8	1	1	1/8	1/8	1		0	72		121
9	9	3/4	0	2	1	1/16	1/16	1		3	57		134
9	9	3/4	0	1	1	1/4	1/4	1	1	5	71		125
9	9	3/4	1/16	2	1	1/16	1/16	1		2	62		135
9	9	3/4	1/8	2	1	1/16	1/16	1		5	59		136
9	9	3/4	3/16	2	1	1/16	1/16	1		2	62		137
9	9	3/4	1/4	2	1	1/16	1/16	1		1	55		138
9	9	3/4	1/4	1	1	1/16	1/16	1	-1	5	71		126
9	9	3/4	5/16	2	1	1/16	1/16	1		2	62		139
9	9	3/4	5/16	1	1	1/16	1/16	1		1	67		127
9	9	3/4	3/8	2	1	1/16	1/16	1		5	59		140
9	9	3/4	3/8	1	1	1/16	1/16	1		5	71		128
9	9	3/4	7/16	2	1	1/16	1/16	1		2	62		141
9	9	3/4	7/16	1	1	1/16	1/16	1		2	74		129
9	9	3/4	1/2	2	1	1/16	1/16	1		3	57		142
9	9	3/4	1/2	1	1	1/16	1/16	1		0	72		130
9	9	3/4	9/16	2	1	1/16	1/16	1		2	62		143
9	9	3/4	9/16	1	1	1/16	1/16	1		3	69		131
9	9	3/4	5/8	2	1	1/16	1/16	1		0	60		144
9	9	3/4	5/8	1	1	1/16	1/16	1		0	72		132
9	9	3/4	11/16	2	1	1/16	1/16	1		2	62		145
9	9	3/4	11/16	1	1	1/16	1/16	1		4	76		133
10	10	3/4	0	2	1	1/16	1/16	1		1	55		156
10	10	3/4	0	1	1	3/16	1/8	3/2		2	74		146
10	10	3/4	1/16	2	1	1/16	1/16	1		2	62		157
10	10	3/4	1/8	2	1	1/16	1/16	1		5	59		158
10	10	3/4	3/16	2	1	1/16	1/16	1		2	62		159
10	10	3/4	3/16	1	1	1/16	1/16	1		5	71		147
10	10	3/4	1/4	2	1	1/16	1/16	1		1	55		160
10	10	3/4	1/4	1	1	1/16	1/16	1		1	67		148
10	10	3/4	5/16	2	1	1/16	1/16	1		2	62		161
10	10	3/4	5/16	1	1	1/16	1/16	1		1	67		149
10	10	3/4	3/8	2	1	1/16	1/16	1		5	59		162
10	10	3/4	3/8	1	1	1/16	1/16	1		3	69		150
10	10	3/4	7/16	2	1	1/16	1/16	1		2	62		163
10	10	3/4	7/16	1	1	1/16	1/16	1		5	71		151
10	10	3/4	1/2	2	1	1/16	1/16	1		1	55		164
10	10	3/4	1/2	1	1	1/16	1/16	1		0	72		152
10	10	3/4	9/16	2	1	1/16	1/16	1		2	62		165
10	10	3/4	9/16	1	1	1/16	1/16	1		2	74		153
10	10	3/4	5/8	2	1	1/16	1/16	1		5	59		166
10	10	3/4	5/8	1	1	1/16	1/16	1		4	76		154
10	10	3/4	11/16	2	1	1/16	1/16	1		2	62		167
10	10	3/4	11/16	1	1	1/16	1/16	1		6	78		155
11	11	3/4	0	2	1	1/16	1/16	1		1	55		180
11	11	3/4	0	1	1	1/16	1/16	1		1	79		168
11	11	3/4	1/16	2	1	1/16	1/16	1		4	64		181
11	11	3/4	1/16	1	1	1/16	1/16	1		6	78		169
11	11	3/4	1/8	2	1	1/16	1/16	1		0	60		182
11	11	3/4	1/8	1	1	1/16	1/16	1		1	79		170
11	11	3/4	3/16	2	1	1/16	1/16	1		4	64		183
11	11	3/4	3/16	1	1	1/16	1/16	1		6	78		171
11	11	3/4	1/4	2	1	1/16	1/16	1		1	55		184
11	11	3/4	1/4	1	1	1/16	1/16	1		3	81		172
11	11	3/4	5/16	2	1	1/16	1/16	1		4	64		185
11	11	3/4	5/16	1	1	1/16	1/16	1		1	79		173
11	11	3/4	3/8	2	1	1/16	1/16	1		0	60		186
11	11	3/4	3/8	1	1	1/16	1/16	1		6	78		174
11	11	3/4	7/16	2	1	1/16	1/16	1		4	64		187
11	11	3/4	7/16	1	1	1/16	1/16	1		1	79		175
11	11	3/4	1/2	2	1	1/16	1/16	1		1	55		188
11	11	3/4	1/2	1	1	1/16	1/16	1		6	78		176
11	11	3/4	9/16	2	1	1/16	1/16	1		7	61		189
11	11	3/4	9/16	1	1	1/16	1/16	1		4	76		177
11	11	3/4	5/8	2	1	1/16	1/16	1		10	58		190
11	11	3/4	5/8	1	1	1/16	1/16	1		2	74		178
11	11	3/4	11/16	2	1	1/16	1/16	1		7	61		191
11	11	3/4	11/16	1	1	1/16	1/16	1		7	73		179
12	12	3/4	0	2	1	1/16	1/16	1		1	55		197
12	12	3/4	0	1	1	1/16	1/16	1		2	74		192
12	12	3/4	1/16	2	1	1/16	1/16	1		2	62		198
12	12	3/4	1/16	1	1	1/16	1/16	1		5	71		193
12	12	3/4	1/8	2	1	1/16	1/16	1		5	59		199
12	12	3/4	1/8	1	1	1/16	1/16	1		2	74		194
12	12	3/4	3/16	2	1	1/16	1/16	1		2	62		200
12	12	3/4	3/16	1	1	1/16	1/16	1		5	71		195
12	12	3/4	1/4	2	1	1/16	1/16	1		1	55		201
12	12	3/4	1/4	1	1	1/4	1/4	1		1	67		196
12	12	3/4	5/16	2	1	1/16	1/16	1		2	62		202
12	12	3/4	3/8	2	1	1/16	1/16	1		5	59		203
12	12	3/4	7/16	2	1	1/16	1/16	1		2	62		204
12	12	3/4	1/2	2	1	1/16	1/16	1		1	55		205
12	12	3/4	9/16	2	1	1/16	1/16	1		2	62		206
12	12	3/4	5/8	2	1	1/16	1/16	1		5	59		207
12	12	3/4	11/16	2	1	1/16	1/16	1		2	62		208
13	13	3/4	0	2	1	1/16	1/16	1		3	57		221
13	13	3/4	0	1	1	1/16	1/16	1		0	72		209
13	13	3/4	1/16	2	1	1/16	1/16	1		2	62		222
13	13	3/4	1/16	1	1	1/16	1/16	1		3	69		210
13	13	3/4	1/8	2	1	1/16	1/16	1		0	60		223
13	13	3/4	1/8	1	1	1/16	1/16	1		0	72		211
13	13	3/4	3/16	2	1	1/16	1/16	1		2	62		224
13	13	3/4	3/16	1	1	1/16	1/16	1		3	69		212
13	13	3/4	1/4	2	1	1/16	1/16	1		3	57		225
13	13	3/4	1/4	1	1	1/16	1/16	1		6	66		213
13	13	3/4	5/16	2	1	1/16	1/16	1		2	62		226
13	13	3/4	5/16	1	1	1/16	1/16	1		3	69		214
13	13	3/4	3/8	2	1	1/16	1/16	1		0	60		227
13	13	3/4	3/8	1	1	1/16	1/16	1		8	68		215
13	13	3/4	7/16	2	1	1/16	1/16	1		2	62		228
13	13	3/4	7/16	1	1	1/16	1/16	1		3	69		216
13	13	3/4	1/2	2	1	1/16	1/16	1		3	57		229
13	13	3/4	1/2	1	1	1/16	1/16	1		10	70		217
13	13	3/4	9/16	2	1	1/16	1/16	1		2	62		230
13	13	3/4	9/16	1	1	1/16	1/16	1		5	71		218
13	13	3/4	5/8	2	1	1/16	1/16	1		0	60		231
13	13	3/4	5/8	1	1	1/16	1/16	1		0	72		219
13	13	3/4	11/16	2	1	1/16	1/16	1		2	62		232
13	13	3/4	11/16	1	1	1/16	1/16	1		7	73		220
14	14	3/4	0	2	1	1/16	1/16	1		1	55		241
14	14	3/4	0	1	1	1/16	1/16	1		2	74		233
14	14	3/4	1/16	2	1	1/16	1/16	1		2	62		242
14	14	3/4	1/16	1	1	1/16	1/16	1		5	71		234
14	14	3/4	1/8	2	1	1/16	1/16	1		5	59		243
14	14	3/4	1/8	1	1	1/16	1/16	1		2	74		235
14	14	3/4	3/16	2	1	1/16	1/16	1		2	62		244
14	14	3/4	3/16	1	1	1/16	1/16	1		5	71		236
14	14	3/4	1/4	2	1	1/16	1/16	1		4	52		245
14	14	3/4	1/4	1	1	1/4	1/4	1		1	79		237
14	14	3/4	5/16	2	1	1/16	1/16	1		5	59		246
14	14	3/4	3/8	2	1	1/16	1/16	1		1	55		247
14	14	3/4	7/16	2	1	1/16	1/16	1		5	59		248
14	14	3/4	1/2	2	1	1/16	1/16	1		5	47		249
14	14	3/4	9/16	2	1	1/16	1/16	1		1	55		250
14	14	3/4	9/16	1	1	1/16	1/16	1		5	83		238
14	14	3/4	5/8	2	1	1/16	1/16	1		2	50		251
14	14	3/4	5/8	1	1	1/16	1/16	1		6	78		239
14	14	3/4	11/16	2	1	1/16	1/16	1		1	55		252
14	14	3/4	11/16	1	1	1/16	1/16	1		1	79		240
15	15	3/4	0	2	1	1/16	1/16	1		0	48		264
15	15	3/4	0	1	1	1/16	1/16	1		9	75		253
15	15	3/4	1/16	2	1	1/16	1/16	1		3	57		265
15	15	3/4	1/16	1	1	1/16	1/16	1		4	76		254
15	15	3/4	1/8	2	1	1/16	1/16	1		4	52		266
15	15	3/4	1/8	1	1	1/16	1/16	1		0	72		255
15	15	3/4	3/16	2	1	1/16	1/16	1		3	57		267
15	15	3/4	3/16	1	1	1/16	1/16	1		3	69		256
15	15	3/4	1/4	2	1	1/16	1/16	1		2	50		268
15	15	3/4	1/4	1	1	3/16	1/8	3/2		1	67		257
15	15	3/4	5/16	2	1	1/16	1/16	1		5	59		269
15	15	3/4	3/8	2	1	1/16	1/16	1		1	55		270
15	15	3/4	7/16	2	1	1/16	1/16	1		5	59		271
15	15	3/4	7/16	1	1	1/16	1/16	1		1	67		258
15	15	3/4	1/2	2	1	1/16	1/16	1		2	50		272
15	15	3/4	1/2	1	2	1/4	1/4	1		6	66		263
15	15	3/4	1/2	1	1	1/16	1/16	1		5	71		259
15	15	3/4	9/16	2	1	1/16	1/16	1		0	60		273
15	15	3/4	9/16	1	1	1/16	1/16	1		3	69		260
15	15	3/4	5/8	2	1	1/16	1/16	1		3	57		274
15	15	3/4	5/8	1	1	1/16	1/16	1		1	67		261
15	15	3/4	11/16	2	1	1/16	1/16	1		0	60		275
15	15	3/4	11/16	1	1	1/16	1/16	1		3	69		262
16	16	3/4	0	2	2	1/2	1/2	1		1	55		280
16	16	3/4	0	2	1	1/4	1/4	1		0	60		278
16	16	3/4	0	1	1	1/4	1/4	1		6	66		276
16	16	3/4	0	1	1	1/4	1/4	1		3	69		276
16	16	3/4	1/4	2	1	1/4	1/4	1		5	59		279
16	16	3/4	1/4	1	1	1/4	1/4	1		1	67		277
17	17	3/4	0	2	1	1/16	1/16	1		2	62		290
17	17	3/4	0	1	1	1/4	1/4	1	1	2	74		281
17	17	3/4	1/16	2	1	1/16	1/16	1		3	69		291
17	17	3/4	1/8	2	1	1/16	1/16	1		6	66		292
17	17	3/4	3/16	2	1	1/16	1/16	1		3	69		293
17	17	3/4	1/4	2	1	1/16	1/16	1		2	62		294
17	17	3/4	1/4	1	1	1/16	1/16	1	-1	2	74		282
17	17	3/4	5/16	2	1	1/16	1/16	1		3	69		295
17	17	3/4	5/16	1	1	1/16	1/16	1		7	73		283
17	17	3/4	3/8	2	1	1/16	1/16	1		6	66		296
17	17	3/4	3/8	1	1	1/16	1/16	1		4	76		284
17	17	3/4	7/16	2	1	1/16	1/16	1		3	69		297
17	17	3/4	7/16	1	1	1/16	1/16	1		2	74		285
17	17	3/4	1/2	2	1	1/16	1/16	1		2	62		298
17	17	3/4	1/2	1	1	1/16	1/16	1		1	79		286
17	17	3/4	9/16	2	1	1/16	1/16	1		3	69		299
17	17	3/4	9/16	1	1	1/16	1/16	1		6	78		287
17	17	3/4	5/8	2	1	1/16	1/16	1		6	66		300
17	17	3/4	5/8	1	1	1/16	1/16	1		4	76		288
17	17	3/4	11/16	2	1	1/16	1/16	1		3	69		301
17	17	3/4	11/16	1	1	1/16	1/16	1		2	74		289
18	18	3/4	0	2	1	1/16	1/16	1		4	64		305
18	18	3/4	0	1	1	3/16	1/8	3/2		7	73		302
18	18	3/4	1/16	2	1	1/16	1/16	1		3	69		306
18	18	3/4	1/8	2	1	1/16	1/16	1		1	67		307
18	18	3/4	3/16	2	1	1/16	1/16	1		3	69		308
18	18	3/4	3/16	1	1	1/16	1/16	1		2	74		303
18	18	3/4	1/4	2	1	1/16	1/16	1		4	64		309
18	18	3/4	1/4	1	1	1/4	1/4	1		4	76		304
18	18	3/4	5/16	2	1	1/16	1/16	1		3	69		310
18	18	3/4	3/8	2	1	1/16	1/16	1		1	67		311
18	18	3/4	7/16	2	1	1/16	1/16	1		3	69		312
18	18	3/4	1/2	2	1	1/16	1/16	1		4	64		313
18	18	3/4	9/16	2	1	1/16	1/16	1		3	69		314
18	18	3/4	5/8	2	1	1/16	1/16	1		1	67		315
18	18	3/4	11/16	2	1	1/16	1/16	1		3	69		316
19	19	3/4	0	2	1	1/16	1/16	1		7	61		326
19	19	3/4	0	1	1	1/4	1/4	1	1	4	76		317
19	19	3/4	1/16	2	1	1/16	1/16	1		3	69		327
19	19	3/4	1/8	2	1	1/16	1/16	1		1	67		328
19	19	3/4	3/16	2	1	1/16	1/16	1		3	69		329
19	19	3/4	1/4	2	1	1/16	1/16	1		7	61		330
19	19	3/4	1/4	1	1	1/16	1/16	1	-1	4	76		318
19	19	3/4	5/16	2	1	1/16	1/16	1		3	69		331
19	19	3/4	5/16	1	1	1/16	1/16	1		9	75		319
19	19	3/4	3/8	2	1	1/16	1/16	1		1	67		332
19	19	3/4	3/8	1	1	1/16	1/16	1		6	78		320
19	19	3/4	7/16	2	1	1/16	1/16	1		3	69		333
19	19	3/4	7/16	1	1	1/16	1/16	1		4	76		321
19	19	3/4	1/2	2	1	1/16	1/16	1		7	61		334
19	19	3/4	1/2	1	1	1/16	1/16	1		3	81		322
19	19	3/4	9/16	2	1	1/16	1/16	1		3	69		335
19	19	3/4	9/16	1	1	1/16	1/16	1		1	79		323
19	19	3/4	5/8	2	1	1/16	1/16	1		1	67		336
19	19	3/4	5/8	1	1	1/16	1/16	1		6	78		324
19	19	3/4	11/16	2	1	1/16	1/16	1		3	69		337
19	19	3/4	11/16	1	1	1/16	1/16	1		4	76		325
20	20	3/4	0	2	1	1/16	1/16	1		2	62		341
20	20	3/4	0	1	1	3/16	1/8	3/2		2	74		338
20	20	3/4	1/16	2	1	1/16	1/16	1		3	69		342
20	20	3/4	1/8	2	1	1/16	1/16	1		6	66		343
20	20	3/4	3/16	2	1	1/16	1/16	1		3	69		344
20	20	3/4	3/16	1	1	1/16	1/16	1		4	76		339
20	20	3/4	1/4	2	1	1/16	1/16	1		7	61		345
20	20	3/4	1/4	1	1	1/4	1/4	1		6	78		340
20	20	3/4	5/16	2	1	1/16	1/16	1		3	69		346
20	20	3/4	3/8	2	1	1/16	1/16	1		2	62		347
20	20	3/4	7/16	2	1	1/16	1/16	1		3	69		348
20	20	3/4	1/2	2	1	1/16	1/16	1		5	59		349
20	20	3/4	9/16	2	1	1/16	1/16	1		1	67		350
20	20	3/4	5/8	2	1	1/16	1/16	1		2	62		351
20	20	3/4	11/16	2	1	1/16	1/16	1		1	67		352
21	21	3/4	0	2	1	1/16	1/16	1		3	57		362
21	21	3/4	0	1	1	1/4	1/4	1	1	6	78		353
21	21	3/4	1/16	2	1	1/16	1/16	1		6	66		363
21	21	3/4	1/8	2	1	1/16	1/16	1		2	62		364
21	21	3/4	3/16	2	1	1/16	1/16	1		6	66		365
21	21	3/4	1/4	2	1	1/16	1/16	1		1	55		366
21	21	3/4	1/4	1	1	1/16	1/16	1	-1	6	78		354
21	21	3/4	5/16	2	1	1/16	1/16	1		4	64		367
21	21	3/4	5/16	1	1	1/16	1/16	1		4	76		355
21	21	3/4	3/8	2	1	1/16	1/16	1		7	61		368
21	21	3/4	3/8	1	1	1/16	1/16	1		1	79		356
21	21	3/4	7/16	2	1	1/16	1/16	1		4	64		369
21	21	3/4	7/16	1	1	1/16	1/16	1		6	78		357
21	21	3/4	1/2	2	1	1/16	1/16	1		6	54		370
21	21	3/4	1/2	1	1	1/16	1/16	1		5	83		358
21	21	3/4	9/16	2	1	1/16	1/16	1		2	62		371
21	21	3/4	9/16	1	1	1/16	1/16	1		3	81		359
21	21	3/4	5/8	2	1	1/16	1/16	1		3	57		372
21	21	3/4	5/8	1	1	1/16	1/16	1		1	79		360
21	21	3/4	11/16	2	1	1/16	1/16	1		2	62		373
21	21	3/4	11/16	1	1	1/16	1/16	1		6	78		361
22	22	3/4	0	2	1	1/16	1/16	1		5	59		383
22	22	3/4	0	1	1	1/4	1/4	1	1	4	76		374
22	22	3/4	1/16	2	1	1/16	1/16	1		1	67		384
22	22	3/4	1/8	2	1	1/16	1/16	1		4	64		385
22	22	3/4	3/16	2	1	1/16	1/16	1		1	67		386
22	22	3/4	1/4	2	1	1/16	1/16	1		3	57		387
22	22	3/4	1/4	1	1	1/16	1/16	1	-1	4	76		375
22	22	3/4	5/16	2	1	1/16	1/16	1		6	66		388
22	22	3/4	5/16	1	1	1/16	1/16	1		9	75		376
22	22	3/4	3/8	2	1	1/16	1/16	1		9	63		389
22	22	3/4	3/8	1	1	1/16	1/16	1		6	78		377
22	22	3/4	7/16	2	1	1/16	1/16	1		6	66		390
22	22	3/4	7/16	1	1	1/16	1/16	1		4	76		378
22	22	3/4	1/2	2	1	1/16	1/16	1		1	55		391
22	22	3/4	1/2	1	1	1/16	1/16	1		3	81		379
22	22	3/4	9/16	2	1	1/16	1/16	1		4	64		392
22	22	3/4	9/16	1	1	1/16	1/16	1		1	79		380
22	22	3/4	5/8	2	1	1/16	1/16	1		5	59		393
22	22	3/4	5/8	1	1	1/16	1/16	1		6	78		381
22	22	3/4	11/16	2	1	1/16	1/16	1		4	64		394
22	22	3/4	11/16	1	1	1/16	1/16	1		4	76		382
23	23	3/4	0	2	1	1/16	1/16	1		3	57		407
23	23	3/4	0	1	1	1/16	1/16	1		4	76		395
23	23	3/4	1/16	2	1	1/16	1/16	1		6	66		408
23	23	3/4	1/16	1	1	1/16	1/16	1		2	74		396
23	23	3/4	1/8	2	1	1/16	1/16	1		2	62		409
23	23	3/4	1/8	1	1	1/8	1/8	1	1	2	74		397
23	23	3/4	3/16	2	1	1/16	1/16	1		6	66		410
23	23	3/4	1/4	2	1	1/16	1/16	1		3	57		411
23	23	3/4	1/4	1	1	1/16	1/16	1	-1	2	74		398
23	23	3/4	5/16	2	1	1/16	1/16	1		6	66		412
23	23	3/4	5/16	1	1	1/16	1/16	1		3	69		399
23	23	3/4	3/8	2	1	1/16	1/16	1		2	62		413
23	23	3/4	3/8	1	1	1/16	1/16	1		2	74		400
23	23	3/4	7/16	2	1	1/16	1/16	1		6	66		414
23	23	3/4	7/16	1	1	1/16	1/16	1		6	78		401
23	23	3/4	1/2	2	1	1/16	1/16	1		3	57		415
23	23	3/4	1/2	1	2	1/4	1/4	1		7	73		406
23	23	3/4	1/2	1	1	1/16	1/16	1		6	78		402
23	23	3/4	9/16	2	1	1/16	1/16	1		1	67		416
23	23	3/4	9/16	1	1	1/16	1/16	1		4	76		403
23	23	3/4	5/8	2	1	1/16	1/16	1		4	64		417
23	23	3/4	5/8	1	1	1/16	1/16	1		2	74		404
23	23	3/4	11/16	2	1	1/16	1/16	1		1	67		418
23	23	3/4	11/16	1	1	1/16	1/16	1		4	76		405
24	24	3/4	0	2	2	1/2	1/2	1		2	62		430
24	24	3/4	0	2	1	1/4	1/4	1		1	67		428
24	24	3/4	0	1	1	1/4	1/4	1		7	73		419
24	24	3/4	0	1	1	1/4	1/4	1		4	76		419
24	24	3/4	1/4	2	1	1/4	1/4	1		6	66		429
24	24	3/4	1/4	1	1	1/16	1/16	1		2	74		420
24	24	3/4	5/16	1	1	1/16	1/16	1		9	75		421
24	24	3/4	3/8	1	1	1/16	1/16	1		4	76		422
24	24	3/4	7/16	1	1	1/16	1/16	1		9	75		423
24	24	3/4	1/2	1	1	1/16	1/16	1		6	78		424
24	24	3/4	9/16	1	1	1/16	1/16	1		4	76		425
24	24	3/4	5/8	1	1	1/16	1/16	1		2	74		426
24	24	3/4	11/16	1	1	1/16	1/16	1		0	72		427
25	25	3/4	0	2	1	1/16	1/16	1		1	55		440
25	25	3/4	0	1	1	1/4	1/4	1	1	5	71		431
25	25	3/4	1/16	2	1	1/16	1/16	1		2	62		441
